Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,description,image_url,EA_id
Standing Woman with Basket, 1845 - 1847,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",,http://emuseum.huntington.org/internal/media/dispatcher/18173/resize:format$003dfull,51c4e0eedd39
Standing Woman with Folded Arms, 1840-1843,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",,http://emuseum.huntington.org/internal/media/dispatcher/18179/resize:format$003dfull,81c6f27a2e49
Standing Woman with Water Jug, 1845 - 1847,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair","Even though Kensett and Casilear were not in Rome at the same time, the similarities between their figure studies show that they were working from the same costumes, props, and models. Many of the American painters who studied in Italy during the mid-nineteenth century included costumed figures in their landscape paintings. Ten years after Kensett left Rome, American artists were continuing the practice, demonstrated by the costume studies by Albert Bierstadt (1830-1902) illustrated below.",http://emuseum.huntington.org/internal/media/dispatcher/18168/resize:format$003dfull,f07c6062ddba
"Standing Woman, Pink Ribbons on Sleeves", 1845 - 1847,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",,http://emuseum.huntington.org/internal/media/dispatcher/18166/resize:format$003dfull,67b732cfde31
Steer Roping - Lone Steer,,Edward Borein,American,1872,1945,8 1/2 x 14,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/26360/resize:format$003dfull,2116dde70993
Still-life: Cyclamen and Flower Pots,1917,Charles Demuth,American,1883,1935,13 3/4 x 11 7/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16126/resize:format$003dfull,04832cafa622
Stranger Welcome,,Arthur Henry Young,American,1866,1943,17 1/2 x 25 3/4,pen and brush and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18039/resize:format$003dfull,20007ab0be35
Straw Boats on the Thames,1908,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/28499/resize:format$003dfull,8fe7d12d55c5
Street Market-Queretaro, 1885-1932,Christian Jorgensen,American,1860,1935,14 5/8 x 9 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27911/resize:format$003dfull,bc574c9b96cf
Street Scene,1907,John Whitworth Robson,American,1881,1946,12 1/2 x 9 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",,http://emuseum.huntington.org/internal/media/dispatcher/27845/resize:format$003dfull,6cabd79dc506
Street-Cuernavaca, 1885-1932,Christian Jorgensen,American,1860,1935,14 1/8 x 9 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27912/resize:format$003dfull,f72d81be3e4a
Study for Gassed, 1918-1919,John Singer Sargent,American,1856,1925,18 3/4 x 24 3/8,charcoal and stump on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18040/resize:format$003dfull,4cc2ca8fe58d
Study for Reception in Miami,,Jack Levine,American,1915,,8 1/4 x 10,pen and brown ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman",,http://emuseum.huntington.org/internal/media/dispatcher/18152/resize:format$003dfull,852f239ab0a8
Study for Spring Turning,1936,Grant Wood,American,1891,1942,17 1/2 x 39 3/4,"charcoal, chalk, and graphite, heightened with white, on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/725/resize:format$003dfull,6bd5c6f5b5b2
Study for the Butcher Shop,1940,Alexander Zerdin Kruse,American,1890,1972,15 1/2 x 13 1/4,charcoal on wove paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Kruse family trust",,http://emuseum.huntington.org/internal/media/dispatcher/28325/resize:format$003dfull,48b5d50f602d
Study for the Landing of Columbus,early 1840's,John Vanderlyn,American,1775,1852,23 x 18 1/4,charcoal and white chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20421/resize:format$003dfull,4421b406bde5
Study for the Siege and Relief of Gibraltar,,John Singleton Copley,American,1738,1815,12 1/2 x 19 1/8,black and white chalk on blue paper,"The Huntington Library, Art Collections, and Botanical Gardens",,http://emuseum.huntington.org/internal/media/dispatcher/4918/resize:format$003dfull,93d320f753c7
Study for the Witch,,Elihu Vedder,American,1836,1923,9 1/2 x 6 1/4,black crayon and white chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16228/resize:format$003dfull,307dd4a7ca6e
Study of a Native American,,Charles Erskine Wood,American,1852,1944,10 x 7,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16158/resize:format$003dfull,e0f96335a452
Study of a Soldier,1919,Cyros Leroy Baldridge,American,1899,1976,19 x 13 3/4,gouache and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18041/resize:format$003dfull,f3707a1de348
Study of a Soldier,1919,Cyros Leroy Baldridge,American,1899,1976,23 1/2 x 14,gouache and graphite on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18042/resize:format$003dfull,3f325b7d4649
Study of Broken Umbrella,1984,Joe Price,American,1935,,sheet: 9 1/2 x 11,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Joe Price and M. Lee Stone Fine Prints",,http://emuseum.huntington.org/internal/media/dispatcher/30371/resize:format$003dfull,619d4f2a2fe4
Study of Classical Ruins,,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16133/resize:format$003dfull,b8826ef16329
Study of Freight Ships,,Charles Erskine Wood,American,1852,1944,8 5/8 x 12 3/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16136/resize:format$003dfull,010c0f5f0b17
Study of Gothic Ruins,,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16140/resize:format$003dfull,e471575651b1
"Study of Man ""Gardian [sic] of the Pope""", 1840-1843,John William Casilear,American,1811,1893,,pen and brown ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",,http://emuseum.huntington.org/internal/media/dispatcher/18186/resize:format$003dfull,c581a84ae225
Study of Shells,,Marsden Hartley,American,1877,1943,10 5/8 x 13 1/2,pen and ink,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Donald Treiman in memory of Roger Hong, AIA",,http://emuseum.huntington.org/internal/media/dispatcher/27250/resize:format$003dfull,99b23017c302
Study of Tree Roots,,Emanuel Gottlieb Leutze,Germany-USA,1816,1868,4 1/2 x 7 1/2,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18089/resize:format$003dfull,58a1dc8b3b40
"Study of Verrochio's Equestrian Statue of Colleoni, Venice",,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16139/resize:format$003dfull,87558d5c88a6
Study of White Table Top,1980,Joe Price,American,1935,,sheet: 8 x 7 1/2,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Joe Price and M. Lee Stone Fine Prints",,http://emuseum.huntington.org/internal/media/dispatcher/30368/resize:format$003dfull,ac5c6a8d93b6
Study of White Table Top,1980,Joe Price,American,1935,,sheet: 8 x 7 1/2,watercolor and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Joe Price and M. Lee Stone Fine Prints",,http://emuseum.huntington.org/internal/media/dispatcher/30369/resize:format$003dfull,f7e4fab841eb
Study of Woman from Side, 1840-1843,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",,http://emuseum.huntington.org/internal/media/dispatcher/18194/resize:format$003dfull,22aee56bf0f6
Suggestion for a Float in the Woman's Suffrage Parade,1913,,,,,overall: 10 3/4 x 12 1/4,crayon drawing on laid paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Catherine E. Burns",,http://emuseum.huntington.org/internal/media/dispatcher/30893/resize:format$003dfull,b89c2fc25d9f
Sun-dappled Oaks,1930,Percy Gray,American,1869,1952,9 7/8 x 13 7/8,watercolor on paper mounted on board,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of the Whitton Collection in Honor of Jessica Todd Smith",,http://emuseum.huntington.org/internal/media/dispatcher/28258/resize:format$003dfull,1498846e29cf
"Sunday Mass, Trinity Church",,W. P. Snyder,American,,,19 1/2 x 13 1/2,watercolor en grisaille on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18036/resize:format$003dfull,78a0572b0ea0
Sylvan Scene, 1880-1885,George Inness,American,1825,1894,15 x 10 1/2,watercolor and gouache on paper,"The Huntington Library, Art Collections, and Botanical Gardens",,http://emuseum.huntington.org/internal/media/dispatcher/16114/resize:format$003dfull,c817cb4db085
Tanks in Town,,Edward Ardizzone,British,1900,1979,19 3/4 x 17 3/4,"watercolor, pen, ink and graphite on brown paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20462/resize:format$003dfull,e6e9cd8f5ed5
"Tantallon Castle, April 25, 1908",1908,Joseph Basil Girard,American,1846,1918,5 5/8 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20114/resize:format$003dfull,fe701ee6f443
Tehuacan,,Christian Jorgensen,American,1860,1935,11 3/8 x 8 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27907/resize:format$003dfull,3a968497864e
Tehuacan, 1885-1932,Christian Jorgensen,American,1860,1935,10 x 14 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27918/resize:format$003dfull,3a873d8cef5c
"Tenaya Cañon, from Glacier Point",1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28315/resize:format$003dfull,0473659813b1
The Artist,,George Benjamin Luks,American,1867,1933,23 5/16 x 17 3/4,crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Fred Croton and Selma Holo in honor of George Boone",,http://emuseum.huntington.org/internal/media/dispatcher/28457/resize:format$003dfull,a2739a00d675
The Attack of the Gun Boats upon Grand Gulf,,Theodore Russell Davis,American,1840,1894,5 7/8 x 9 3/8,graphite and chinese white on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18064/resize:format$003dfull,d88d08187e4f
The Barricade,,David Edward Cronin,American,1839,1925,7 1/4 x 9 1/4,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16262/resize:format$003dfull,ed86690ffe3c
"The Bridge and Swimming Hole, Woodstock",1920,George Wesley Bellows,American,1882,1925,9 x 11,conté crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman",,http://emuseum.huntington.org/internal/media/dispatcher/10843/resize:format$003dfull,f9a3688e73a7
The Dancer,,Don Freeman,American,1908,1978,10 1/2 x 8 7/8,ink and gouache on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/30272/resize:format$003dfull,20e059e587c0
"The Forum, Rome",,Rowena Fischer Meeks Abdy,American,1887,1945,,watercolor and chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Michael F. Williams",,http://emuseum.huntington.org/internal/media/dispatcher/17962/resize:format$003dfull,c683d7be5adb
The Hill of the Alhambra,,Samuel Colman,American,1832,1920,10 1/8 x 11 1/2,black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18028/resize:format$003dfull,f2c140a5913b
The Home Thrust,1862,James Walker,American,1819,1889,,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20469/resize:format$003dfull,4a82ec4e32f9
The Hulk of the Hartford,1894,Charles Erskine Wood,American,1852,1944,10 x 14,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/17977/resize:format$003dfull,3d5419c89f58
"The Narrows, N. Y. The Sea Over Coney Island. Forts Hamilton and Lafayette",1830,"Unknown, American, 19th Century",,,,3 9/16 x 5,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16188/resize:format$003dfull,0a0da5aaeeb7
"The Oury House in Tucson, Arizona",,Joseph Basil Girard,American,1846,1918,6 1/4 x 9 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Jane Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/20157/resize:format$003dfull,d94a51d2505f
The Queen,1896,Edwin Austin Abbey,American,1852,1911,25 1/2 x 18 3/4,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/1029/resize:format$003dfull,8cb90291b2eb
The Rillito near Fort Lowell Tucson Mountains in the Distance,1905,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/28487/resize:format$003dfull,5ad88b267d32
"The Seat, Los Gatos",1923,Charles Erskine Wood,American,1852,1944,9 15/16 x 6 15/16,black crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16141/resize:format$003dfull,29710da2c79b
"The Seat, Los Gatos",1923,Charles Erskine Wood,American,1852,1944,9 15/16 x 7,black crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16142/resize:format$003dfull,b33d567c4932
"The Seat, Los Gatos",1923,Charles Erskine Wood,American,1852,1944,13 7/8 x 9 15/16,black crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/17969/resize:format$003dfull,107d8d3235a6
The Soldier's Return,1863,Christian Schussele,American,1826,1879,6 1/4 x 9 3/8,gray wash over graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18044/resize:format$003dfull,36285f7b5a98
"The Volcanoes, Popocatepetl and Ixtaccihuatl from the City of Puebla", 1885-1932,Christian Jorgensen,American,1860,1935,9 1/4 x 14 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27915/resize:format$003dfull,6d07a517ad29
The Yo-Hamite Falls,1855,Thomas Almond Ayres,American,1816,1858,20 1/4 x 14,chalk on paper mounted on board,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/17996/resize:format$003dfull,2c1141903a36
There are Just a Few,1950,Don Freeman,American,1908,1978,11 1/2 x 14 3/8,ink and crayon,"Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31600/resize:format$003dfull,aeee46d7c74d
Thirteen Studies of Leaf Arrangements,,Joseph Basil Girard,American,1846,1918,5 1/4 x 7 5/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20159/resize:format$003dfull,0b710d191a04
"Thirty Four Heads in Profile, Two Full-length Male Figures, and a Three Quarter Length Portrait of a Man in Profile", 1798-1799,Washington Allston,American,1779,1843,11 x 17,graphite and ink on wove paper,"The Huntington Library, Art Collections, and Botanical Gardens",,http://emuseum.huntington.org/internal/media/dispatcher/17953/resize:format$003dfull,70efa85ec002
Thistle and Mullen,,Charles Lanman,American,1819,1895,5 x 6 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16218/resize:format$003dfull,9ae9ad60ad84
Three Apples and a Branch, 1796-1800,Washington Allston,American,1779,1843,6 3/4 x 7 7/8,black chalk on wove paper,"The Huntington Library, Art Collections, and Botanical Gardens",,http://emuseum.huntington.org/internal/media/dispatcher/16113/resize:format$003dfull,d55f2997a457
Three Figures,,Alfred Sully,American,1829,1879,6 1/2 x 7 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18147/resize:format$003dfull,51c8c118e5fa
Three Generations,1937,Helen Lundeberg,American,1908,,15 x 11 1/2,color pencil on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20470/resize:format$003dfull,dfc8db5eb669
Throw up Your Hands!,,Frederick Coffay Yohn,American,1875,1933,20 1/2 x 13,"gouache, watercolor and Chinese white en grisaille on board","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18038/resize:format$003dfull,54db2a4424a5
Tintern Abbey,1841,John Frederick Kensett,American,1816,1872,10 1/8 x 13 1/2,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16194/resize:format$003dfull,ac5c0d6dbd40
Title Page for the Nativity,,American School,,,,15 1/2 x 12 1/4,pen and ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20465/resize:format$003dfull,2fd8ae3ecc66
Top Man [study],1931,Walt Kuhn,American,1880,1949,22 x 11,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds fom Francis Brody, Kelvin Davis, and the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20193/resize:format$003dfull,aa6ba41ce0e1
"Towards Popocatépetl View from Malcolm and Jan Lowry's Villa, Cuernavaca",1937,Mary Hoover Aiken,American,1907,,8 5/8 x 11 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens",,http://emuseum.huntington.org/internal/media/dispatcher/17954/resize:format$003dfull,025e2e33250d
Tree and Leaf Studies,,Philip Harry,American,1843,1854,5 1/2 x 5 3/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18084/resize:format$003dfull,c42665e77aad
Tree and Leaf Studies,,Philip Harry,American,1843,1854,5 1/2 x 5 3/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18085/resize:format$003dfull,40593f2dbd18
Tree and Leaf Studies,,Philip Harry,American,1843,1854,7 5/8 x 4 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18086/resize:format$003dfull,3a2c9a8cee8b
Tree and Leaf Study,,Carl Jacob Hamilton Weiss,American,1822,1897,7 7/8 x 9,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18087/resize:format$003dfull,29f2950d4647
Tree and Leaf Study,,Carl Jacob Hamilton Weiss,American,1822,1897,5 5/8 x 7 3/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18088/resize:format$003dfull,f1981aa0c336
Tree on a Riverbank,,Joseph Basil Girard,American,1846,1918,6 3/4 x 8 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20170/resize:format$003dfull,4269d25cf7c5
Tree Roots,,Albert Richter,German,1845,1898,9 1/8 x 12 3/8,graphite on paper matted on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18090/resize:format$003dfull,e8df82fea9d8
Tree Study,1879,August Will,American,1834,1910,10 1/4 x 8,charcoal with white chalk on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16221/resize:format$003dfull,3fbc2afb88b1
Tree Study,1876,August Will,American,1834,1910,12 3/4 x 10,charcoal with white chalk on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18026/resize:format$003dfull,a470ed704708
"Tree Study, Aricia",1846,John Frederick Kensett,American,1816,1872,11 1/4 x 16 1/8,graphite on buff paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16201/resize:format$003dfull,18c0df22e1c2
Tree Trunk,,Joseph Basil Girard,American,1846,1918,7 3/16 x 5 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20172/resize:format$003dfull,e8118f74b5c7
"Tucson, Arizona in 1852 from the Southwest, April 20, 1910",1910,Joseph Basil Girard,American,1846,1918,4 3/8 x 7 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20146/resize:format$003dfull,c79726a4cb70
"Tucson, Arizona in 1895 from the West, May 28, 1909",5/28/1909,Joseph Basil Girard,American,1846,1918,4 9/16 x 7 3/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/20128/resize:format$003dfull,ec9dd432c721
Tugboat,,Cecil Crosley Bell,American,1906,1970,4 1/2 x 6 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald Treiman in memory of his father, Kenneth Treiman",,http://emuseum.huntington.org/internal/media/dispatcher/27247/resize:format$003dfull,e9dcc35db6f4
Two Bums Talking,,Charles Jay Taylor,American,1855,1929,18 x 14,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/28005/resize:format$003dfull,769dd856218e
Two Cowboys and a Steer,,Edward Borein,American,1872,1945,8 1/2 x 14,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/26354/resize:format$003dfull,d39fe6344846
Two Men by a Crypt in a Wood,,Oskar Bessau,,,,9 1/4 x 13 3/4,"pen, black ink, and gray wash heightened with white on a light brown paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18045/resize:format$003dfull,fe65aea2b37e
Two Men Shaking Hands,,F. M. Hutchins,American,,,13 x 14 3/4,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/28004/resize:format$003dfull,7ae03bb6698f
Two Mounted Cowboys,,Edward Borein,American,1872,1945,8 1/2 x 14,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/26362/resize:format$003dfull,cb65c5e66ee6
Two Steers,,Edward Borein,American,1872,1945,8 9/16 x 11,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/26358/resize:format$003dfull,3f161b7cf1c0
Two Studies of the Head of an Old Man,,Joseph Stella,American,1877,1946,9 1/8 x 11,graphite on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Kenneth Treiman",,http://emuseum.huntington.org/internal/media/dispatcher/20471/resize:format$003dfull,62bae45de97d
Two Tigers,1829,Henry Jackson Morton,American,1827,1860,4 1/2 x 7 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16193/resize:format$003dfull,66dd542e4a75
Two Women Beneath Tree,,Alson Skinner Clark,American,1876,1949,6 x 7 7/8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16192/resize:format$003dfull,c59fb6dc416b
