technique,provenance,title,imageUrl,dimensions,artist,type,url,EA_id
color photograph,Courtesy of Peter Magubane,Basotho female initiation,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CMagubane%5CX78%2Ejpg,"21"" H x 16.5"" W",Peter Magubane,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Peter+Magubane&whereclause=where+maker%3D%27Peter+Magubane%27+OR+cleanmaker%3D%27Peter+Magubane%27+OR+maker1%3D%27Peter+Magubane%27+OR+maker2%3D%27Peter+Magubane%27+OR+maker3%3D%27Peter+Magubane%27+OR+maker4%3D%27Peter+Magubane%27+OR+maker5%3D%27Peter+Magubane%27&current_record=5,e87a6eacd888
mixed media collage,Gift of Reginald C. Govan,Afternoon at Carnival,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPhoebe%5FBeasley%5CCarnival%5FBeasley%2Ejpg,"38 x 50""",Phoebe Beasley,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Phoebe+Beasley&whereclause=where+maker%3D%27Phoebe+Beasley%27+OR+cleanmaker%3D%27Phoebe+Beasley%27+OR+maker1%3D%27Phoebe+Beasley%27+OR+maker2%3D%27Phoebe+Beasley%27+OR+maker3%3D%27Phoebe+Beasley%27+OR+maker4%3D%27Phoebe+Beasley%27+OR+maker5%3D%27Phoebe+Beasley%27&current_record=1,0e0a564cd56d
mixed media collage on canvas,Gift of Reginald C. Govan,To Have and To Hold,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPhoebe%5FBeasley%5CHold%5FBeasley%2Ejpg,"49"" x 25""",Phoebe Beasley,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Phoebe+Beasley&whereclause=where+maker%3D%27Phoebe+Beasley%27+OR+cleanmaker%3D%27Phoebe+Beasley%27+OR+maker1%3D%27Phoebe+Beasley%27+OR+maker2%3D%27Phoebe+Beasley%27+OR+maker3%3D%27Phoebe+Beasley%27+OR+maker4%3D%27Phoebe+Beasley%27+OR+maker5%3D%27Phoebe+Beasley%27&current_record=2,a89b31056d82
Offset lithograph with brass top & bottom edges,Gift of Edward T. Garcia,"1919 Calendar ""Loyal and True""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilitary%5C1919%5FCalendar%2Ejpg,"22.5"" H x 14"" W","Photo from LIFE, © F.A.S.",LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Photo+from+LIFE%2C+%A9+F%2EA%2ES%2E&whereclause=where+maker%3D%27Photo+from+LIFE%2C+%A9+F%2EA%2ES%2E%27+OR+cleanmaker%3D%27Photo+from+LIFE%2C+%A9+F%2EA%2ES%2E%27+OR+maker1%3D%27Photo+from+LIFE%2C+%A9+F%2EA%2ES%2E%27+OR+maker2%3D%27Photo+from+LIFE%2C+%A9+F%2EA%2ES%2E%27+OR+maker3%3D%27Photo+from+LIFE%2C+%A9+F%2EA%2ES%2E%27+OR+maker4%3D%27Photo+from+LIFE%2C+%A9+F%2EA%2ES%2E%27+OR+maker5%3D%27Photo+from+LIFE%2C+%A9+F%2EA%2ES%2E%27&current_record=1,7a1e1ef603cd
Wood and brass,Gift of Ethel Arnold Bradley and daughters,LA's BEST After School Enrichment Program Founder of the Decade award,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTom+Bradley%5CLA%27s+BEST%2Ejpg,"13"" H x 10.5"" W",Picture-It Inc. with LA's BEST After School Enrichment Program,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Picture%2DIt+Inc%2E+with+LA%27s+BEST+After+School+Enrichment+Program&whereclause=where+maker%3D%27Picture%2DIt+Inc%2E+with+LA%27%27s+BEST+After+School+Enrichment+Program%27+OR+cleanmaker%3D%27Picture%2DIt+Inc%2E+with+LA%27%27s+BEST+After+School+Enrichment+Program%27+OR+maker1%3D%27Picture%2DIt+Inc%2E+with+LA%27%27s+BEST+After+School+Enrichment+Program%27+OR+maker2%3D%27Picture%2DIt+Inc%2E+with+LA%27%27s+BEST+After+School+Enrichment+Program%27+OR+maker3%3D%27Picture%2DIt+Inc%2E+with+LA%27%27s+BEST+After+School+Enrichment+Program%27+OR+maker4%3D%27Picture%2DIt+Inc%2E+with+LA%27%27s+BEST+After+School+Enrichment+Program%27+OR+maker5%3D%27Picture%2DIt+Inc%2E+with+LA%27%27s+BEST+After+School+Enrichment+Program%27&current_record=1,fbada7781773
photograph,Gift of Senator Bill Greene,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBill+Greene%5C15%2Ejpg,"8"" H x 10"" W",Pope Studios,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Pope+Studios&whereclause=where+maker%3D%27Pope+Studios%27+OR+cleanmaker%3D%27Pope+Studios%27+OR+maker1%3D%27Pope+Studios%27+OR+maker2%3D%27Pope+Studios%27+OR+maker3%3D%27Pope+Studios%27+OR+maker4%3D%27Pope+Studios%27+OR+maker5%3D%27Pope+Studios%27&current_record=1,6bcf88c56643
Gelatin silver print,Gift of The McDonald Family,Fort Lewis,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CMilitary%5CWAC%5FFortLewis+copy%2Ejpg,"9"" H x 16"" W",Post Studios,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Post+Studios&whereclause=where+maker%3D%27Post+Studios%27+OR+cleanmaker%3D%27Post+Studios%27+OR+maker1%3D%27Post+Studios%27+OR+maker2%3D%27Post+Studios%27+OR+maker3%3D%27Post+Studios%27+OR+maker4%3D%27Post+Studios%27+OR+maker5%3D%27Post+Studios%27&current_record=1,82dff3775942
Gelatin silver print,Gift of P.H. Polk,Doctor Charlotte Brown,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPolk%5FCharlotteBrown+copy%2Ejpg,"10"" x 8""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=1,0c19250a1610
Gelatin silver print,Gift of P.H. Polk,Untitled (Woman sitting on unmade bed),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPolk%5FUntitled+copy%2Ejpg,"8' x 10""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=2,bb88a0213d3a
Gelatin silver print,Gift of P.H. Polk,Catherine Moton Patterson,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPatterson%2Ebmp,"14"" x 11""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=3,e652716e9f72
Gelatin silver print,Gift of P.H. Polk,Lena Horne,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPolk%5FHorne+copy%2Ejpg,"10"" x 8""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=4,c3158e931632
Gelatin silver print,Gift of P.H. Polk,W.C. Handy,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPolk%5FHandy+copy%2Ejpg,"10"" x 8""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=5,6bd619a35841
Gelatin silver print,Gift of P.H. Polk,Roland Hayes,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPolk%5FHayes+copy%2Ejpg,"10"" x 8""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=6,75a4203a5acf
Gelatin silver print,Gift of P.H. Polk,George Washington Carver demonstrates his peanut oil-based paint (that he developed).,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPolk%5FWashington%2Ejpg,"14"" x 11""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=7,92e708f8e218
Gelatin silver print,Gift of P.H. Polk,Little Boy,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPolk%5FLittleBoy+copy%2Ejpg,"10"" x 8""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=8,05cceef4f781
Gelatin silver print,Gift of P.H. Polk,Noble Sissle,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CPolk%5FNobleSissle+copy%2Ejpg,"10"" x 8""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=9,958af9ad4bdb
Gelatin silver print,Gift of P.H. Polk,George Moore,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPolk%5CJoeyMo%2Ebmp,"14"" x 11""",Prentice Herman Polk,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Prentice+Herman+Polk&whereclause=where+maker%3D%27Prentice+Herman+Polk%27+OR+cleanmaker%3D%27Prentice+Herman+Polk%27+OR+maker1%3D%27Prentice+Herman+Polk%27+OR+maker2%3D%27Prentice+Herman+Polk%27+OR+maker3%3D%27Prentice+Herman+Polk%27+OR+maker4%3D%27Prentice+Herman+Polk%27+OR+maker5%3D%27Prentice+Herman+Polk%27&current_record=10,4c05fe7dfff2
rotogravure,Gift of Edward T. Garcia,de Paur's Infantry Chorus: 35 Singing Veterans,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilitary%5CdePaur%5CDePaur%5FColumbia+copy%2Ejpg,"12"" H x 9"" W",Program Publishing Company,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Program+Publishing+Company&whereclause=where+maker%3D%27Program+Publishing+Company%27+OR+cleanmaker%3D%27Program+Publishing+Company%27+OR+maker1%3D%27Program+Publishing+Company%27+OR+maker2%3D%27Program+Publishing+Company%27+OR+maker3%3D%27Program+Publishing+Company%27+OR+maker4%3D%27Program+Publishing+Company%27+OR+maker5%3D%27Program+Publishing+Company%27&current_record=1,2e00448b5327
Printed paper pamphlet,Gift of Edward T. Garcia,Infantry Dayin the 92d Division,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CInfantryDay+copy%2Ejpg,"11"" H x 8.5"" W","Published by the ""Buffalo"" 92d Infantry Division",LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Published+by+the+%22Buffalo%22+92d+Infantry+Division&whereclause=where+maker%3D%27Published+by+the+%22Buffalo%22+92d+Infantry+Division%27+OR+cleanmaker%3D%27Published+by+the+%22Buffalo%22+92d+Infantry+Division%27+OR+maker1%3D%27Published+by+the+%22Buffalo%22+92d+Infantry+Division%27+OR+maker2%3D%27Published+by+the+%22Buffalo%22+92d+Infantry+Division%27+OR+maker3%3D%27Published+by+the+%22Buffalo%22+92d+Infantry+Division%27+OR+maker4%3D%27Published+by+the+%22Buffalo%22+92d+Infantry+Division%27+OR+maker5%3D%27Published+by+the+%22Buffalo%22+92d+Infantry+Division%27&current_record=1,287f881ee1ca
"wood, polychromy","Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5C1057%2Ebmp,"10""",Punu of Gabon,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Punu+of+Gabon&whereclause=where+maker%3D%27Punu+of+Gabon%27+OR+cleanmaker%3D%27Punu+of+Gabon%27+OR+maker1%3D%27Punu+of+Gabon%27+OR+maker2%3D%27Punu+of+Gabon%27+OR+maker3%3D%27Punu+of+Gabon%27+OR+maker4%3D%27Punu+of+Gabon%27+OR+maker5%3D%27Punu+of+Gabon%27&current_record=1,c54ad0871193
"Full grain leather, cork and wool windings",Gift of Lonnie Bunch,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CNegroLeague%5Fbaseball%2Ejpg,"3"" diameter",Rawlings Sporting Goods Company,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rawlings+Sporting+Goods+Company&whereclause=where+maker%3D%27Rawlings+Sporting+Goods+Company%27+OR+cleanmaker%3D%27Rawlings+Sporting+Goods+Company%27+OR+maker1%3D%27Rawlings+Sporting+Goods+Company%27+OR+maker2%3D%27Rawlings+Sporting+Goods+Company%27+OR+maker3%3D%27Rawlings+Sporting+Goods+Company%27+OR+maker4%3D%27Rawlings+Sporting+Goods+Company%27+OR+maker5%3D%27Rawlings+Sporting+Goods+Company%27&current_record=1,8ecb39ecf249
color photograph,Gift of Ethel Arnold Bradley and daughters,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTom+Bradley%5CBradley+with+Elizabeth+II%2Ejpg,"17.5"" H x 21"" W x 1"" D",Ray Jenkins,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Ray+Jenkins&whereclause=where+maker%3D%27Ray+Jenkins%27+OR+cleanmaker%3D%27Ray+Jenkins%27+OR+maker1%3D%27Ray+Jenkins%27+OR+maker2%3D%27Ray+Jenkins%27+OR+maker3%3D%27Ray+Jenkins%27+OR+maker4%3D%27Ray+Jenkins%27+OR+maker5%3D%27Ray+Jenkins%27&current_record=1,61b50162223d
movie poster,Gift of Bill Reed,Last of the Blue Devils: The Kansas City Jazz Story,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CLast+of+Blue+Devils%2Ejpg,,"Rhapsody Films, Inc.",LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rhapsody+Films%2C+Inc%2E&whereclause=where+maker%3D%27Rhapsody+Films%2C+Inc%2E%27+OR+cleanmaker%3D%27Rhapsody+Films%2C+Inc%2E%27+OR+maker1%3D%27Rhapsody+Films%2C+Inc%2E%27+OR+maker2%3D%27Rhapsody+Films%2C+Inc%2E%27+OR+maker3%3D%27Rhapsody+Films%2C+Inc%2E%27+OR+maker4%3D%27Rhapsody+Films%2C+Inc%2E%27+OR+maker5%3D%27Rhapsody+Films%2C+Inc%2E%27&current_record=1,4ec660bd7026
welded bronze sculpture,California Afro-American Museum Foundation purchase,Generation of Points and Arcs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPoints+%26+Arcs%2Ejpg,"44"" H x 49"" W x 35"" D",Richard Howard Hunt,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Richard+Howard+Hunt&whereclause=where+maker%3D%27Richard+Howard+Hunt%27+OR+cleanmaker%3D%27Richard+Howard+Hunt%27+OR+maker1%3D%27Richard+Howard+Hunt%27+OR+maker2%3D%27Richard+Howard+Hunt%27+OR+maker3%3D%27Richard+Howard+Hunt%27+OR+maker4%3D%27Richard+Howard+Hunt%27+OR+maker5%3D%27Richard+Howard+Hunt%27&current_record=1,f1a41baef836
Bound book,Gift of Mr. Stuart Lauters,Uncle Tom's Children: Five Long Stories,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CElla+Fitzgerald%5C19996%2E17%2Ejpg,"8 x 5½ x ¾""",Richard Wright,LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Richard+Wright&whereclause=where+maker%3D%27Richard+Wright%27+OR+cleanmaker%3D%27Richard+Wright%27+OR+maker1%3D%27Richard+Wright%27+OR+maker2%3D%27Richard+Wright%27+OR+maker3%3D%27Richard+Wright%27+OR+maker4%3D%27Richard+Wright%27+OR+maker5%3D%27Richard+Wright%27&current_record=1,6e1cbc015667
Oil on canvas,"Commissioned by Seagram's Gin as part of its national program ""Perspectives in African American Art""",Michael,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMichael%2Ejpg,"36"" x 48""",Richard Wyatt,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Richard+Wyatt&whereclause=where+maker%3D%27Richard+Wyatt%27+OR+cleanmaker%3D%27Richard+Wyatt%27+OR+maker1%3D%27Richard+Wyatt%27+OR+maker2%3D%27Richard+Wyatt%27+OR+maker3%3D%27Richard+Wyatt%27+OR+maker4%3D%27Richard+Wyatt%27+OR+maker5%3D%27Richard+Wyatt%27&current_record=1,80ccd12b459d
bronze,"Gift of The Links, Inc., Los Angeles Chapter",Mary McLeod Bethune,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBarthe%5FBethune%2EJPG,"15.5 x 9 x 9""",Richmond Barthé,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Richmond+Barth%E9&whereclause=where+maker%3D%27Richmond+Barth%E9%27+OR+cleanmaker%3D%27Richmond+Barth%E9%27+OR+maker1%3D%27Richmond+Barth%E9%27+OR+maker2%3D%27Richmond+Barth%E9%27+OR+maker3%3D%27Richmond+Barth%E9%27+OR+maker4%3D%27Richmond+Barth%E9%27+OR+maker5%3D%27Richmond+Barth%E9%27&current_record=1,5e6448254d40
Albumen print,"Gift of Gail M. Long of Hesperia, California",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CAllen+Family%5CAdam%27s+Orchestra%2Ejpg,"8"" H x 10"" W",Rinehart-Marden,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rinehart%2DMarden&whereclause=where+maker%3D%27Rinehart%2DMarden%27+OR+cleanmaker%3D%27Rinehart%2DMarden%27+OR+maker1%3D%27Rinehart%2DMarden%27+OR+maker2%3D%27Rinehart%2DMarden%27+OR+maker3%3D%27Rinehart%2DMarden%27+OR+maker4%3D%27Rinehart%2DMarden%27+OR+maker5%3D%27Rinehart%2DMarden%27&current_record=1,c07151ef0d64
acrylic on canvas,Gift of Eileen and Peter Norton,A Stroll Through the Neighborhood,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStroll%2Ejpg,"85 x 73 x 2.25""",Robert H. Colescott,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Robert+H%2E+Colescott&whereclause=where+maker%3D%27Robert+H%2E+Colescott%27+OR+cleanmaker%3D%27Robert+H%2E+Colescott%27+OR+maker1%3D%27Robert+H%2E+Colescott%27+OR+maker2%3D%27Robert+H%2E+Colescott%27+OR+maker3%3D%27Robert+H%2E+Colescott%27+OR+maker4%3D%27Robert+H%2E+Colescott%27+OR+maker5%3D%27Robert+H%2E+Colescott%27&current_record=1,76e407085bad
Pencil and watercolor on paper,California Afro-American Museum Foundation purchase,"study for ""A Stroll Through the Neighborhood""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStudy+Stroll%2Ejpg,"30"" x 45""",Robert H. Colescott,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Robert+H%2E+Colescott&whereclause=where+maker%3D%27Robert+H%2E+Colescott%27+OR+cleanmaker%3D%27Robert+H%2E+Colescott%27+OR+maker1%3D%27Robert+H%2E+Colescott%27+OR+maker2%3D%27Robert+H%2E+Colescott%27+OR+maker3%3D%27Robert+H%2E+Colescott%27+OR+maker4%3D%27Robert+H%2E+Colescott%27+OR+maker5%3D%27Robert+H%2E+Colescott%27&current_record=2,bf2b27d10513
oil on canvas,California Afro-American Museum Foundation purchase,Italianate Landscape,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDuncanson%5CItalianate%2Ebmp,"35"" x 45"" x 3¼""",Robert Scott Duncanson,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Robert+Scott+Duncanson&whereclause=where+maker%3D%27Robert+Scott+Duncanson%27+OR+cleanmaker%3D%27Robert+Scott+Duncanson%27+OR+maker1%3D%27Robert+Scott+Duncanson%27+OR+maker2%3D%27Robert+Scott+Duncanson%27+OR+maker3%3D%27Robert+Scott+Duncanson%27+OR+maker4%3D%27Robert+Scott+Duncanson%27+OR+maker5%3D%27Robert+Scott+Duncanson%27&current_record=1,95dd6657afc8
Oil on canvas,California Afro-American Museum Foundation purchase,Italian Lake,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDuncanson%5CLake%2Ejpg,"12"" H x 16½"" W",Robert Scott Duncanson,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Robert+Scott+Duncanson&whereclause=where+maker%3D%27Robert+Scott+Duncanson%27+OR+cleanmaker%3D%27Robert+Scott+Duncanson%27+OR+maker1%3D%27Robert+Scott+Duncanson%27+OR+maker2%3D%27Robert+Scott+Duncanson%27+OR+maker3%3D%27Robert+Scott+Duncanson%27+OR+maker4%3D%27Robert+Scott+Duncanson%27+OR+maker5%3D%27Robert+Scott+Duncanson%27&current_record=2,d69056b57d26
Oil on canvas,California Afro-American Museum Foundation purchase,Untitled (Tree Lift),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBob%5FThompson%5CTreelift%2Ebmp,"37.5"" x 26.5""",Robert Thompson,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Robert+Thompson&whereclause=where+maker%3D%27Robert+Thompson%27+OR+cleanmaker%3D%27Robert+Thompson%27+OR+maker1%3D%27Robert+Thompson%27+OR+maker2%3D%27Robert+Thompson%27+OR+maker3%3D%27Robert+Thompson%27+OR+maker4%3D%27Robert+Thompson%27+OR+maker5%3D%27Robert+Thompson%27&current_record=1,aecc2be0ad6f
gouache on paper,California Afro-American Museum Foundation purchase,Christ on the Cross,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBob%5FThompson%5CChrist+on+Cross%2Ejpg,"17.5"" x 16.5""",Robert Thompson,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Robert+Thompson&whereclause=where+maker%3D%27Robert+Thompson%27+OR+cleanmaker%3D%27Robert+Thompson%27+OR+maker1%3D%27Robert+Thompson%27+OR+maker2%3D%27Robert+Thompson%27+OR+maker3%3D%27Robert+Thompson%27+OR+maker4%3D%27Robert+Thompson%27+OR+maker5%3D%27Robert+Thompson%27&current_record=2,6fa5d80776da
