Title,Artist,Classification,Medium,Dimension,Owner,Image,Description,DateOfWork,CreditLine,Sitter,sitterBirthDate,sitterDeathDate,birthDate,deathDate,EA_id
George Washington (Trenton type),Charles Willson Peale,Painting,Oil on canvas,"127.6cm x 108.6cm (50 1/4"" x 42 3/4"") ",Mount Vernon Ladies' Association,http://npgportraits.si.edu/eMuseumNPG/media/previews/va290051.jpg,,1780,Mount Vernon Ladies Association,George Washington,1732,1799,1741,1827,86d37f6efc20
George Washington (Athenaeum type),Gilbert Stuart,Painting,Oil on panel,"64.1cm x 53.3cm (25 1/4"" x 21""), Accurate ","Museum of Fine Arts, Boston",http://npgportraits.si.edu/eMuseumNPG/media/previews/ma320474_2.jpg,,1810,,George Washington,1732,1799,1755,1828,13e72c428454
George Washington,Robert Edge Pine,Painting,Oil on canvas,"Sight: 89.3 x 72.5cm (35 3/16 x 28 9/16"") ",Independence National Historical Park,http://npgportraits.si.edu/eMuseumNPG/media/previews/pa300381.jpg,,1785,Independence National Historical Park,George Washington,1732,1799,1720,1788,a9d0566b09cb
George Washington,James Sharples,Painting,Pastel on paper,"22.5cm x 16.9cm (8 7/8"" x 6 5/8""), Sight ",Wadsworth Atheneum,http://npgportraits.si.edu/eMuseumNPG/media/previews/ct240214.jpg,,c. 1796,Wadsworth Atheneum,George Washington,1732,1799,1751,1811,7c20484c1bec
George Washington (Lansdowne Portrait),Gilbert Stuart,Painting,Oil on canvas,"Stretcher: 247.6 x 158.7cm (97 1/2 x 62 1/2"") Frame: 283.5 x 194.3 x 17.8cm (111 5/8 x 76 1/2 x 7"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/A1000026A_1.jpg,"As the general who led us to victory in the American Revolution and as our first president, George Washington was often painted and sculpted. Everyone, it seemed, wanted the hero's portrait. But it is this portrait that stands for all time as the image that best represents what Washington meant to us when we were a new nation and continues to mean to us in the twenty-first century. It is the one picture that we can say ranks in importance with those sacred founding documents, the Declaration of Independence, the Constitution and the Bill of Rights. 	We see Washington in 1796, the last year of his two-term presidency. Earlier full-length portraits show him in military uniform, but here he is in civilian dress, revealing that in our democracy the elected executive is the true commander-in-chief. Standing in elegant surroundings suggesting the grandeur of European tradition, Washington is nonetheless not draped like a king, which he refused to be; he is a man powerful only by the people's consent. This was the man who told us what this new kind of leader-an elected president-could be and whose maturity and resolve gave us confidence in our future. The rainbow behind him breaks through a stormy sky. 	Washington was lucky in his portraitist, and so are we. American-born Gilbert Stuart had eighteen years in Europe to hone his artistry. He was commissioned by Senator and Mrs. William Bingham of Pennsylvania to provide a gift to the Marquis of Lansdowne, an English supporter of American independence. It was copied by Stuart and others as THE image of Washington who sustains our national purpose-the Washington every generation of Americans needs to rediscover.Gilbert Stuart (1755-1828)",1796,"National Portrait Gallery, Smithsonian Institution; acquired as a gift to the nation through the generosity of the Donald W. Reynolds Foundation",George Washington,1732,1799,1755,1828,76e29c1a71b5
George Washington,Charles Peale Polk,Painting,Oil on Canvas,"68.8 x 59 cm (27 1/16 x 23 1/4"" ) ",Maryland Historical Society,http://npgportraits.si.edu/eMuseumNPG/media/previews/md190038_2.jpg,,c. 1800,"The Maryland Historical Society, Baltimore, Maryland",George Washington,1732,1799,1767,1822,4bed9446e714
George Washington (Vaughan type),Gilbert Stuart,Painting,Oil on canvas,"73.7cm x 61.6cm (29"" x 24 1/4""), Sight ",Colonial Williamsburg,http://npgportraits.si.edu/eMuseumNPG/media/previews/va060063.jpg,,1795,Colonial Williamsburg,George Washington,1732,1799,1755,1828,35c4d706d68f
George Washington (The Athenaeum Portrait),Gilbert Stuart,Painting,Oil on canvas,"121.9cm x 94cm (48"" x 37""), Accurate ",,http://npgportraits.si.edu/eMuseumNPG/media/previews/8000230A.jpg,"American artist Gilbert Stuart was commissioned to paint this portrait after the success of his first portrait of Washington in 1795. Martha Washington convinced the president to sit again because, according to artist Rembrandt Peale, she ""wished a Portrait for herself; he therefore consented on the express condition that when finished it should be hers."" Stuart, however, preferred this portrait to his earlier Washington; he purposely left it and that of the first lady unfinished so that he could use this as a model for the numerous copies that the first president's admirers commissioned. After Stuart's death, the two paintings were purchased for the Boston Athenaeum, which owned them for more than 150 years.  This image served as the basis for the engraving of Washington on the one-dollar bill. John Neal, an early-nineteenth-century writer and art critic, wrote: ""Though a better likeness of him were shown to us, we should reject it; for, the only idea that we now have of George Washington, is associated with Stuart's Washington.""",1796,"National Portrait Gallery, Smithsonian Institution; owned jointly with Museum of Fine Arts, Boston",George Washington,1732,1799,1755,1828,38b51b33bff9
George Washington (Half-length of 1787 type),Charles Willson Peale,Painting,Oil on canvas,"91.1cm x 73.2cm (35 7/8"" x 28 13/16""), Sight ",Indianapolis Museum of Art,http://npgportraits.si.edu/eMuseumNPG/media/previews/in050123.jpg,,c. 1778-1779,Indianapolis Museum of Art,George Washington,1732,1799,1741,1827,306ffd2ec812
George Washington (Bust length of 1787 type),Charles Willson Peale,Painting,Oil on canvas,"59.7cm x 48.3cm (23 1/2"" x 19""), Sight ",Pennsylvania Academy of the Fine Arts,http://npgportraits.si.edu/eMuseumNPG/media/previews/pa290500s.jpg,,1787?,Pennsylvania Academy of the Fine Arts,George Washington,1732,1799,1741,1827,6efd18a61a8d
George Washington,Charles Willson Peale,Painting,Oil on canvas,"Sight: 73.7cm x 60.9cm (29"" x 24""), Accurate ",Gilcrease Museum,http://npgportraits.si.edu/eMuseumNPG/media/previews/ok020467.jpg,,,,George Washington,1732,1799,1741,1827,3b26d35bc7f5
George Washington (Athenaeum type),Gilbert Stuart,Painting,Oil on panel,"66.7cm x 54cm (26 1/4"" x 21 1/4""), Accurate ","Museum of Fine Arts, Boston",http://npgportraits.si.edu/eMuseumNPG/media/previews/ma320475_2.jpg,,after 1805,"Museum of Fine Arts, Boston",George Washington,1732,1799,1755,1828,d19375c9ec00
George Washington,Rembrandt Peale,Painting,Oil on canvas,"Sight: 74.6cm x 62.2cm (29 3/8"" x 24 1/2""), Accurate ",Gilcrease Museum,http://npgportraits.si.edu/eMuseumNPG/media/previews/ok020473.jpg,,c. 1795,,George Washington,1732,1799,1778,1860,ad85b6c9ff00
George Washington (Munro-Lenox type),,Painting,Oil on canvas,"Sight: 243.8 x 152.4cm (96 x 60"") Frame: 294.6 x 200.7cm (116 x 79"") ",Hartford Public High School,http://npgportraits.si.edu/eMuseumNPG/media/previews/CT900004.jpg,,early 19th Century,Hartford Public High School,George Washington,1732,1799,,,b64ba0682720
Alexander Wetmore,Albert Ketcham Murray,Painting,Oil on canvas,"91.4cm x 66cm (36"" x 26""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7910129a.jpg,,1959,"National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum",Alexander Wetmore,1886,1978,1906,1992,fb1f082aa11f
David Wiley,Charles Peale Polk,Painting,Oil on canvas,"Sight: 90.2 x 64.8cm (35 1/2 x 25 1/2"") Frame: 111.8 x 83.8 x 8.9cm (44 x 33 x 3 1/2"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8700488A_1.jpg,,c. 1800,"National Portrait Gallery, Smithsonian Institution",David Wiley,1768,1813,1767,1822,5c8f7ae9df73
Edward O. Wilson,Jennie Summerall,Painting,Oil on canvas,"Stretcher: 147 x 116.8cm (57 7/8 x 46"") Frame: 152.1 x 121.9 x 4.4cm (59 7/8 x 48 x 1 3/4"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/A7000008A.jpg,"Born Birmingham, Alabama  Biologist Edward O. Wilson-two-time winner of the Pulitzer Prize for general nonfiction-has been a leader of the biodiversity movement since the 1980s. Trained as an entomologist specializing in ant biology, Wilson has ranged from New Guinea and Sri Lanka to the Smithsonian Institution for his work. His groundbreaking Sociobiology: The New Synthesis (1975) was a controversial study that examined the biological basis of social behavior in all kinds of organisms, including vertebrates, with links to evolutionary biology. A hallmark of his later work has been an attempt to bridge the gap between science and the culture at large, as in Consilience: The Unity of Life (1998).  	Artist Jennie Summerall posed Wilson in a setting reminiscent of the landscape on Lignum Vitae Key in Florida, which he helped preserve. Based on photographic images, the painting references Wilson's earlier studies on ant populations, while depicting him as he looks today.",2006,"National Portrait Gallery, Smithsonian Institution",Edward Osborne Wilson,1929,,1959,,913e8463ab9e
Samuel Washington Woodhouse,Edward Bowers,Painting,Oil on canvas,"61cm x 51cm (24"" x 20 1/16""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7200054a_1.jpg,,1857,"National Portrait Gallery, Smithsonian Institution",Samuel Washington Woodhouse,1821,1904,1822,1870,97945936b132
Zachary Taylor at Walnut Springs,William Garl Browne Jr.,Painting,Oil on canvas mounted on wood,"Object: 74.3 x 92.1 x 0.3cm (29 1/4 x 36 1/4 x 1/8"") Frame: 97.2 x 115.3 x 11.4cm (38 1/4 x 45 3/8 x 4 1/2"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7100108a.jpg,"Career army officer Zachary Taylor vaulted to national prominence as the hero of the Mexican War. Stationed in the Southwest, Taylor had anticipated war, and when conflict broke out with Mexico he was able to quickly cross the Rio Grande in a campaign that culminated in the defeat of General Santa Anna at Buena Vista in 1847. This painting shows Taylor with his staff at Walnut Creek, Texas, just as hostilities broke out. The Polk administration distrusted Taylor, an outspoken Whig, fearing he would use his military career for political ends. But they could not deny the appeal of a victorious general, and Taylor was elected president in 1849 as a symbol of national unity. Sectional differences over slavery were proving intractable, however, and Taylor had a short, unhappy term as president, dying amid negotiations over the Compromise of 1850. ",1847,"National Portrait Gallery, Smithsonian Institution",Zachary Taylor,1784,1850,1823,1894,083c43f04a66
