description,title,artist,credit,materials,image_URL,dimensions,EA_id
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, April 17 and 18, 1957, Japanese section.  Vice-governor, Fuku Chiji, of Tokyo, Japan presents a dancer doll to a Caucasian man Los Angeles City Hall in Los Angeles, California, April 17, 1957.  Older Japanese gentleman in suit and eyeglasses stands at right holding base of case as smiling Caucasian man in suit holds base at left.  Doll wears a kimono and hat, and holds six hats.  Desk in foreground.  Photograph hangs on wall  directly behind them.","Vice-governor of Tokyo presents doll at Los Angeles City Hall, Los Angeles, California, April 17, 1957",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.430_1_a.jpg,,4dc0005c930f
"2 photographic prints : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, April 12, 1957, Japanese section.  Arrival of Japanese actor Kazuo Hasegawa and his wife at airport and in Buddhist temple in Los Angeles, California, April 11, 1957.  Includes Mr. Hasegawa holding bouquet of carnations standing next to Buddhist minister in a dark suit at the airport, and Mr. and Mrs. Hasegawa at temple flanked by same minister in Buddhist vestments and a woman in a suit in front of altar.  Mrs. Hasegawa wears a kimono.","Japanese actor Kazuo Hasegawa and wife at airport, Los Angeles, California, April 11, 1957",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.429_1_p_a.jpg,,0008d7fa4056
"1 photograph print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Group portrait of six Japanese and Caucasian people in front of a fireplace in California, April 21, 1957.  Two women flanked by two men sit on chairs in front row; older man and a Caucasian woman stand in back.  Landscape painting hangs above fireplace.","Doctor from Japan, California, April 21, 1957",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.431_1_p_a.jpg,,e84610b71e3c
"1 negative : b&amp;w; ; 4 x 5 in.  Large group of people of Brazil Kankodan stand on sidewalk in front of three buses next to vine covered lawn in Japanese Town, California, March 7, 1957.","Brazil Kankodan at Japanese Town, California, March 7, 1957",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.422_1_a.jpg,,4788dfee4fc9
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, February 10, 1962.  George Y. Hirano of Wada and Asato Agency receives the Franklin Life Insurance ""Man of the Year"" award from George A. Landis, Western executive director, California, February 6, 1962.  Smiling balding Caucasian man in suit and eyeglasses presents a shield shaped metal on wood plaque to Japanese American man in eyeglasses and pinstriped suit.  Men are visible from hip up.","George Y. Hirano receiving Franklin Life Insurance ""Man of the Year"" award, California, February 6, 1962","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.755_1_a.jpg,,f0211712aa02
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, March 19, 1962, Japanese section.  Tsumoru Tanaka named Beikoku Honinbo sen of the year at the Go championship held at the Gokaisho, or Go center, in Sun building in Little Tokyo, Los Angeles, California, March 18, 1962.  Man suit and eyeglasses holds a large trophy, surrounded by five men in suits in front of a chart of competitors; two men in suits in background, right; go board and pieces on table in foreground.","Tsumoru Tanaka named Beikoku Honinbo sen at Go championship at the Gokaisho in Sun building, Los Angeles, California, March 18, 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.758_2_a.jpg,,27f7196fc188
"2 photographic prints : b&amp;w; ; 5 x 7 in.  2 negatives : b&amp;w; ; 4 x 5 in.  Nisei Republicans for Nixon at Radio Little Tokyo office of Matao Uwate in Little Tokyo, Los Angeles, California, October 3, 1962.  Includes three men, Katsuma Mukaeda in center, holding ""California Nixon"" stickers as two women, Toshi Yamamoto at far right, pin something to their lapels in front of patterned curtain; and George Inagaki sitting at a desk pointing to pamphlet as unknown man and Eiji Tanabe stand and look over his shoulder in front of calendars and chalkboard.","Nisei Republicans for Nixon at Radio Little Tokyo office of Matao Uwate, Los Angeles, California, October 3, 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.773_1_p_a.jpg,,c7e6a72c02c3
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Men and women of the Republican Citizens Committee to re-elect Congressman Gordon L. MacDonough to the 30th District gathered at Eigiku restaurant in Little Tokyo, Los Angeles, California, September 1962.  Four women and eleven men sit and stand in two rows behind a table covered with white tablecloth and dishes of Japanese food; chairs with grid backing in foreground.  Caucasian man and woman sit in front row amongst three women and two men; eight men in suit stand in back row.  They are identified (left to right): seated, Mrs. Shirakawa, Mrs. Hitomi, Mrs. Murayama, MacDonough, Saburo Kido, unknown, Katsuma Mukaeda; standing at far right, unknown, unknown Louis Aihara, Soichi Fukui, Henry Tsurutani, Mr. Sakoika, Eiji Tanabe and Yoshi Inadomi.  Pictures on wall in background.","Republican Citizens Committee to re-elect Congressman Gordon L. MacDonough at Eigiku restaurant, Los Angeles, California, September 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.772_1_p_a.jpg,,8c8baa394e97
"2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, March 9, 1962.  Maruzen Oil Company presents trophy for the South Pacific Ocean Judo Tournament, California, March 9, 1962.  Includes two men in dark suits, branch manager Shigegoro Uchiyama and referee Yoshiro Nagano, holding trophies, Uchiyama at right and Nagano at left; and four young men in Judo gi with colored belts stand with same large trophy, smaller trophy on floor.","Maruzen Oil Company presents South Pacific Ocean Judo Tournament awards, California, March 9, 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.757_2_a.jpg,,485c862c4f4a
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Studio head and shoulder portrait of Ronnie Sugiyama, Los Angeles, California, October 12, 1962.  Dressed in a suit and light colored necktie, Sugiyama turns to the slightly to the left while looking toward the viewer.","Ronnald Sugiyama, head and shoulder portrait, Los Angeles, California, October 12, 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.775_2_a.jpg,,df63d60a9bae
"2 negatives : b&amp;w; ; 4 x 5 in.  John Naka teaches bonsai at home in California, November 1962.  Includes Naka, a thin man in sweater and eyeglasses, holding a branch as another man clips it and showing ten men a bonsai, one of many on a table, with man reading in foreground, right.","John Naka teaching bonsai at home, California, November 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.781_2_a.jpg,,50e88383fd39
"1 photographic print : b&amp;w; ; 5 x 7 in.1 negative : b&amp;w; ; 4 x 5 in.  Caucasian man and Japanese man play Go in a tournament held at the Gokaisho (Go center) in Sun building in Little Tokyo, Los Angeles, California, October 7, 1962.  Caucasian man, left, in white shirt and patterned necktie sits with hands clasped in lap as he watches Japanese man, right, in suit and eyeglasses place a white game piece on the board.  Three men watch game on table in center.  Crowd in background watching another game.","Go tournament at Gokaisho in Sun building, Los Angeles, California, October 7, 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.774_1_p_a.jpg,,75cf9d3d2885
"2 negatives : b&amp;w; ; 120 mm.  Published in Rafu Shimpo, May 14, 1962.  Mayors from Japan visit Southern California after a meeting in Washington, D.C., May 13, 1962.  Includes Japanese mayors disembarking airplane and eating breakfast at the Beverly Hills Hotel.<br>1N: Four Japanese and Caucasian men, including the Consul General of Japan, talk around a table covered with dishes at a breakfast at the Beverly Hills Hotel<br>2N: Kanagawa Mayor Uchiyama, an older, bald, Japanese man, shaking hands with Los Angeles Council man Karl Rundberg, a balding Caucasian man in suit and eyeglasses, left, as another Caucasian man, the Consul General of Japan and seven other men in suits, including Saga Mayor Ikeda, Airchi Mayor Kuwahara, standing on airplane stairs look on.","Mayors of Japan visiting California, May 13, 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.764_2_a.jpg,Neg Type: 120.00 mm,88fb6e00571e
"2 negatives : b&amp;w; ; 4 x 5 in.  Miss Dorothy Keiko Yamada receives outstanding senior award and $100 savings bond given semi-annually by the Japanese American Optimist Club at Roosevelt High School in Los Angeles, California, May 4, 1958.  Includes smiling young woman wearing cat framed eyeglasses in plaid top with white collar and bow and dark skirt holding a piece of paper, flanked by two men in suits in front of a bust of a man's head and a wall of glass blocks; man at left holds a large perpetual plaque, ""Japanese American Optimist Club, Outstanding Senior Award, Roosevelt High School"".   Attorney James Mitsumori, president of the Japanese American Optimist Club, stands at right in light-colored suit and Optimist member Joe Itano stands at left.  Also includes portrait of Yamada holding plaque.","Dorothy Yamada of Roosevelt High School receiving outstanding senior award from Japanese American Optimist Club, Los Angeles, California, January 28, 1958","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.615_2_a.jpg,,c5daef658a96
"1 photographic print : b&amp;w; ; 5 x 7 in.  2 negatives : b&amp;w; ; 4 x 5 in.  Boys of the Vikings Gra-Y Club receive an American flag flown over the United States Capitol through Commodore Perry Post 525 of the American Legion contact, from Wesley P. Gregory, administrative aide to Representative Gordon L. McDonough, at the Centenary Methodist Church in Little Tokyo, Los Angeles, California, February 6, 1962.<br>1P and 2N: Portrait of three rows of fifteen boys in suits holding a sign, ""Vikings"", with American flag in background; past president Danny Uematsu, far right second row, and incoming president Andy Suzuki, far right third row.<br>3N: Uematsu and Suzuki hold corners of American flag with smiling McDonough standing between two Japanese American and a boy behind the flag.  The Vikings Gra-Y Club would meet at Centenary Methodist Church in Little Tokyo, Los Angeles, California.","Vikings Gra-Y Club receiving American flag flown over United States Capitol at Centenary Methodist Church, Los Angeles, California, February 6, 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.756_1_p_a.jpg,,10374d72621a
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, August 27, 1959, Japanese section.  Liberal Democrat of Japanese Diet, Shuji Kawasaki of Nagoya, Japan presents a gift of a Japanese Samurai helmet to the City of Los Angeles, represented by Steven Gabbin (?) receiving it on behalf of Mayor Norris Poulson in the Mayor's office in City Hall of Los Angeles, California, August 26, 1959.  Japanese man in double-breasted pinstriped suit hands a Japanese helmet on a black stand to a Caucasian man in a suit, left.  Smiling man in eyeglasses, Consul General of Japan Yukio Hasumi, stands between the men in center.  The mother of Kawasaki, an older woman in kimono, stands at right in a light colored kimono with hands clasped in front of her.  Model ship sits on corner of desk next to nameplate, ""Norris Poulson"", in foreground.  Globe below an image of an airplane in background right.  Elephant figurines at left.","Shuji Kawasaki, Japanese Diet member of Nagoya, presenting Japanese Samurai helmet to Los Angeles City at Mayor's office in City Hall, Los Angeles, California, August 26, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.687_1_a.jpg,,c1b30ed93e68
"2 photographic prints : b&amp;w; ; 5 x 7 in.  2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, April 1, 1959.  Mayor Kissen Kobayashi of Nagoya City, Japan receives two resolutions declaring Los Angeles-Nagoya sister cities and Los Angeles Port-Nagoya Port sister ports from Mayor Norris Poulson and Councilman Ed Roybal at Los Angeles City Hall in Los Angeles, California, March 31, 1959.  Various portraits of Mayor Kobayashi, a balding older man in pinstripe double-breasted suit with mustache and eyeglasses, standing amongst Poulson, Roybal, Consul General Hasumi and Shirley Mizufuka, representative of Port of Los Angeles and former Nisei Week attendant of 1958, in kimono.<br>1P and 3N: Poulson, Roybal, Mizufuka, and  Kobayashi stand side by side holding two certificates.  Roybal holds sister city resolution and Mizufuka holds sister port resolution.<br>2P and 4N: Mizufuka and Kobayashi stand amongst ten man delegation with Hasumi at far right; Poulson and Roybal in back next to American and California flags.  Two men crouch in front.  Mizufuka holds sister port resolution.","Mayor Kobayashi of Nagoya City, Japan and official Los Angeles-Nagoya sister city pact at City Hall, Los Angeles, California, March 31, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.669_1_p_a.jpg,,81ef7fc83039
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, May 1959 advertisement.  Seven men of Fletcher Jones Chevrolet car dealership, California, April 17, 1959.  Four men in uniform crouch in a row on sidewalk in front of four men standing in back.  Used cars are parked behind men in a lot with sign, ""Fletcher Jones Chevrolet, Used Cars"".  Pennants hang in rows above cars under open sky.  House tops visible behind fence, top right.","Fletcher Jones Chevrolet car dealership, California, April 17, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.671_1_a.jpg,,5857817eeba3
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, June 15, 1959.  Studio head and shoulder portrait of Bob Yoshimichi Watanabe, student body president of Pacoima Junior High School, Los Angeles, California, June 6, 1959.  Smiling boy with eyeglasses and a gap in his front teeth crosses his arms and looks to the left of viewer.  He wears a jacket over a plaid shirt and white t-shirt.","Bob Yoshimichi Watanabe, Pacoima Junior High School student body president, head and should portrait, Los Angeles, California, June 6, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.680_1_a.jpg,,9d77cb58fc79
"1 negative : b&amp;w; ; 4 x 5 in.  Stevenson Junior High School American Legion awards in Los Angeles, California, January 30, 1959.  Boy in light colored suit plays a violin on stage in front of light colored curtains.","Stevenson Junior High School American Legion awards, Los Angeles, California, January 30, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.660_1_a.jpg,,7ad260c40c1f
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, June 8, 1959.  Studio head and shoulder portrait of Teruo Shida,  a Roosevelt High School student delegate selected by City Hall Post 804 to attend the annual California American Legion Boys State convention, Los Angeles, California, June 3, 1959.  Smiling young man in corduroy jacket, striped necktie and eyeglasses turns slightly toward left as the looks at viewer.","Teruo Shida, California American Legion Boys State delegate, head and shoulder portrait, Los Angeles, California, June 3, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.679_1_a.jpg,,07c940c379ec
"4 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo supplement, December 19, 1959.  Mother and daughter home economic teachers, Mrs. Helen Masamura and Miss Jane Masamura, teach sewing to Wilson High School girls and cooking to Stevenson Junior High School girls, respectively, in Los Angeles, California, December 9, 1959.  A Caucasian man, principal Kenyon Smith, observes Jane dressed in apron and hair pulled back in a bun showing girls a recipe and how to peel a potatoe.  Helen in short curly hair shows girls how to hand sew and use a sewing machine.","Mother and daughter teachers, Helen and Jane Masamura, teaching home economics at Wilson High School and Stevenson High School, Los Angeles, California, December 9, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.697_3_a.jpg,,598d0e18adef
"2 negatives : b&amp;w;  ; 4 x 5 in.  Published in Rafu Shimpo, January 9, 1958, Japanese section.  Mrs. Tameji Eto receives Order of the Sacred Treasure, or Kunsho (medal) awards, from the Japanese government on behalf of her late husband for his volunteer work for the Japanese American community from Japanese Consul General Yukio Hasumi at the office of the Consul General of Japan in Los Angeles, California, January 8, 1959.  Smiling older woman in black suit and hat receives a wooden tube from a graying man in double-breasted suit and eyeglasses beside a desk; window with blinds directly behind them, left.  Also includes same man and woman seated in chairs in front of thirteen standing men and women; three prints of women and a calendar hang on wall in background above a couch.","Mrs. Tameji Eto receives Kunsho on behalf of her late husband at Japanese Consulate General's office, Los Angeles, California, January 8, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.659_1_a.jpg,,8b690dc137e6
"2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, May 11, 1959.  Rose Matsui, East Los Angeles (ELA) Japanese American Citizens' League (JACL) Northwest queen candidate and first entrant in the JACL queen race, at the ELA JACL 5th annual Emerald Ball held at the Old Dixie restaurant in Los Angeles, California, May 9, 1959.   Three quarter length portrait of Matsui, a young woman in white gown and gloves with corsage at proper left shoulder.  Includes Sumi Takemura, 1957 Nisei Week attendant pinning a corsage to Matsui's proper left shoulder; flanked by two women, ELA queen committee members Mio Fujita and Mabel Yoshizaki, holding a sign in front, ""Emerald Ball"".  Tables covered with white tablecloth and tableware, and chairs at sides.  Low ceiling and pictures on wall in background.","Rose Matsui, East Los Angeles JACL Northwest queen candidate, at Emerald Ball, Los Angeles, California, May 9, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.676_2_a.jpg,,bf7eab9af6aa
"1 negative : b&amp;w; ; 4 x 5 in.  Planting cherry trees with school children at the Exposition Park Rose Garden at Exposition Park in Los Angeles, California, February 1958.  Japanese man in a suit, probably the Consul General of Japan, stands in center holding a branch of bare cherry tree as a laughing Caucasian man in a suit squats beside tree holding it upright.  Japanese woman in a suit  shovels dirt into hole.  Another Caucasian man in a suit squats at far left.  Group of Caucasian children stand at right on dirt in garden.  Domed building in background, left.","Cherry tree planting at Exposition Park Rose Garden at Exposition Park, Los Angeles, California, February 1958",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.607_1_a.jpg,,8716e037a2c5
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, January 31, 1959.  Studio head and shoulder portrait of Elaine Shizue Yoshizaki, student body president of Stevenson Junior High School in Los Angeles, California, January 22, 1959.  Fourteen year old girl in button down blouse turns slightly to the left while looking to the right of the viewer.","Elaine Shizue Yoshizaki, Stevenson Junior High School student body president, head and shoulder portrait, Los Angeles, California, January 22, 1959",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.663_1_a.jpg,,92c379aa56ea
"2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, January 15, 1958.  Promotional posters and raffle of the sixth annual Japanese American Citizens' League (JACL) installation ball sponsored by the JACL Coordinating Council, Los Angeles, California, January 11, 1958.  Two women, Grace Sakurai and Sumi Takemura, flank one man, Yoichi Nakase, and hold promotional posters for the ball to be held at the Park Manor with Kenny Zwern's Orchestra; unknown fourth woman at far left.  Includes group portrait of man in suit and young woman exchanging a raffle ticket behind a table stacked with tickets, surrounded by fifteen young men and women in a room.","Sixth annual JACL installation ball promotion, Los Angeles, California, January 11, 1958",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.596_1_a.jpg,,1a548b35f43f
"1 negative : b&amp;w; ; 4 x 5 in.  Indra Debbie presents yoga as a way of health at Rafu Shimpo office in Little Tokyo, Los Angeles, California, September 1958.  Debbie, a Caucasian woman dressed in a sari, instructs her student Kiyoko Hayashi, a Japanese woman sitting in lotus position atop a cloth covered table.  Map on wall in background left.","Yoga demonstration at Rafu Shimpo office, Los Angeles, California, September 1958",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.641_1_a.jpg,,8f0a11a495b1
"1 negative : b&amp;w; ; 4 x 5 in.  Published in the Rafu Shimpo, February 25, 1958.  A Caucasian man, Joe Littlefield, TV Garden consultant, and a Japanese man, Morio Hayashida, past president of the Southwest chapter of Southern California Gardeners' Federation, shake hands at the installation dinner for the Southwest Gardeners' Federation officers held at Nikabob, Los Angeles, California, February 22, 1958.  The older two men sit at a table covered with napkins and tableware.  Two smiling younger Japanese men stand behind them, new officers president Jerry Hashii, left, and executive vice-president Minoru Mizakane, right.  An older balding Caucasian man watches at far right.","Southwest Gardeners' Federation installation of officers, California, February 22, 1958","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.606_1_a.jpg,,2b744153d2b4
"1 negative : b&amp;w; ; 4 x 5 in.  Studio head and shoulder portrait of Takako Satogami, high school student voted ""Coed Colonel"" by the Manual Arts High School Reserve Officers' Training Corps (ROTC) in Los Angeles, California, October 30, 1958.  Smiling young woman in dark top turns slightly to the left as she looks at viewer.","Miss Takako Satogami, ""Coed Colonel"", head and shoulder portrait, Los Angeles, California, October 30, 1958","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.650_1_a.jpg,,8966af03dfaf
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, November 4, 1958.  Shig Imamura of Midway Realty &amp; Investment Company looks at plans for California City with Rho Pennell, president of Rho-Barrie, key broker for California City north of Mojave, California, October 28, 1958.  Man in suit and eyeglasses stands at left pointing at a map, ""California City - heart of Boron Valley"", on the wall behind him as he looks at large sheet of paper he holds with a Caucasian woman, right, in a white sweater and skirt.","Mr. Shig Imamura of Midway Realty & Investment Company, California, October 28, 1958",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.649_1_a.jpg,,a234cb38a62e
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimo, June 18, 1958.  Studio head and shoulder portrait of Donald Kubo of University of Southern California, Phi Beta Kappa member, Los Angeles, California, June 10, 1958.  Young man in light colored suit, dark necktie and light eyeglasses turns to the left while looking to the right of viewer.","Donald Kubo, head and shoulder portrait, Los Angeles, California, June 10, 1958",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.623_1_a.jpg,,dba11383cbf3
"1 negative : b&amp;w; ; 4 x 5 in.  Su Igauye, president of the California Society of Professional Engineers, Los Angeles chapter, shakes hands Frank Reeves, who succeeds Iguaye as president at the Society's installation dinner at Taix restaurant in Los Angeles, California, September 24, 1958.  Japanese man with eyeglasses shakes hands with a tall Caucasian man flanked two Caucasian men on the right and Caucasian man and woman on the left behind a microphone raised above a table covered with white tablecloth and tableware.","Mr. Su Igauye shaking hands at an event, California, September 24, 1958","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.640_1_a.jpg,,2911bd09f58e
"2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, September 22, 1958.  Eagle Scout award presentation to boy scout Arthur K. Ito, Jr. at St. Mary's Episcopal Church in Los Angeles, California, September 19, 1958.  Includes four boys, Ito, Mark Yamazeki, Charles Guynes, and Kent Oshima, wearing Boy Scout uniforms stand in front of parents on a stage looking at Caucasian man in uniform at left; and Ito's mother pinning Eagle Scout award to Ito while his father Arthur Ito, Sr., left, and Wilshire District Commisioner, Lou Warner, center, looks on.","Eagle Scout award presentation at St. Mary's Episcopal Church, Los Angeles, California, September 19, 1958",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.639_2_a.jpg,,062cca95c10e
"1 negative : b&amp;w; ; 4 x 5 in.  Masaji Tabata, president of the Japanese Olympic Committee, presents the Tabata Trophy to Mr. Kawai of the Southern California Gardeners Federation at the home of Fred Wada in Los Angeles, California, June 13, 1962.  Kawai, an older white haired man in suit at right, holds a trophy in his proper left hand as he shakes hands with Tabata, man in suit and eyeglasses at left.  White haired Wada smiles stands between the two men, smiling.  Stuffed trout and pheasant on wall, left; poster of men running in track in field event for 1962 Olympics and a clock on right wall.","Presentation of the Tabata Trophy to the Southern California Gardeners Federation at home of Fred Wada, Los Angeles, California, June 13, 1962",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.766_1_a.jpg,,7fa139bb4169
"Stretched and framed.  Abstract of overlapping, layered shapes in hues of blue, red, yellow, orange, pink, purple, brown, gray.  Four green and purple triangles, lower center, below curved blue shape; stepped red hued form, center; light pink form, top left corner.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.155_a.jpg,"H: 20 in, W: 24 in",dddfbcbb8dbf
"Matted and framed.  Abstract collage in hues of blue, red, yellow, black, brown, green on silver background.  Almond shaped red and yellow form, upper left.  Blue with black fish-like form, top center, appears next to large yellow form; overlapped by grey strip with black Japanese characters.  Block with black, green and gray variegated design runs parallel to bottom edge; triangle with same design angles to left edge; a strip with wood design runs parallel to right edge.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; paper,http://media.janm.org/collections/janm_99.111.54_a.jpg,"H: 18 in, W: 13 in",2ca24517ce8e
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, April 20, 1961.  Studio portrait of Harry Yamamoto of Commodore Perry Post of the American Legion shaking hands with Bill Oku and Joe Ozawa, two delegates to the California Boys State sponsored by the American Legion, in Toyo Miyatake Studio in Little Tokyo, Los Angeles, California, April 5, 1961.  Mustached man in suit, eyeglasses and American Legion overseas cap crosses arms to shake hands with two boys in suits flanking him.  Another man in suit and eyeglasses, George Kawamura, chairman of Boys State committee, stands at far right.","Boys State delegates, with Harry Yamamoto of American Legion Commodore Perry Post, Los Angeles, California, April 5, 1961",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.727_1_a.jpg,,6eca03e87dfe
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, June 14, 1961.  Studio graduation head and shoulder portrait of Mark Yamazaki, who graduated with Ephebian Society honors at Los Angeles High School, taken at Toyo Miyatake Studio in Little Tokyo, Los Angeles, California, June 6, 1961.  Smiling young man in dark cap and gown turns slightly to the left as he looks directly at the viewer.   Tassel hangs at proper right.","Mark Yamazaki, Ephebian award recipient at Los Angeles High School, head and shoulder portrait, Los Angeles, California, June 5, 1961","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.736_1_a.jpg,,004fe005b5bf
"1 negative : b&amp;w; ; 4 x 5 in.  Conductor Akira Kikukawa leads Japanese American Orchestra rehearsal held at the social hall of St. Mary's Church in Los Angeles, California, April 1961.  Man in white shirt lifting baton surrounded by violinists and violas sitting in chairs.  Wind instruments play on stage across from conductor.  Empty chairs behind Kikukawa.","Conductor Akira Kikukawa and Japanese American Orchestra rehearsal at St. Mary's Church, Los Angeles, California, April 1961",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.728_1_a.jpg,,f5a51e0937e5
