title,sourceURL,imageURL,artist,nationality,materials,dimensions,creationDate,galleryLabel,provenance,relatedArtworksURL,relatedArtworksTitle,birthDate,deathDate,EA_id
Politics in an Oyster House,http://www.imamuseum.org/art/collections/artwork/politics-oyster-house-woodville-richard-caton,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2b/2b9e1492-3a92-4561-ba1a-38e15f9e787b.jpg,,,oil on canvas,,,,,,,,,e062b7097cca
Bust of President Benjamin Harrison,http://www.imamuseum.org/art/collections/artwork/bust-president-benjamin-harrison-weinman-adolph-alexander,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d6/d6a788f4-fdb1-435e-b15f-daff56570554.jpg,"Weinman, Adolph Alexander",American,bronze,28 1/2 x 20 1/2 x 15 in.,,,,,,1870,1952,ff1bb5c73b29
The Bacidae,http://www.imamuseum.org/art/collections/artwork/bacidae-dodson-sarah-paxton-ball,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/44/44b41876-e78c-4be6-a64e-c1602acd9039.jpg,"Dodson, Sarah Paxton Ball",American,oil on canvas,,1883,"In this painting, two soothsayers of ancient Greece, called Bacidae, study the entrails of a bird for signs of the future.
Dodson's work is based on dramatic themes from the Bible, history and classical mythology.",,,,1847,1906,9b50beebece2
The Jade Bowl,http://www.imamuseum.org/art/collections/artwork/jade-bowl-carlsen-dines,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0b/0b69c8fc-c31d-406b-b739-6268484dfcec.jpg,"Carlsen, Dines",American,oil on canvas,,about 1920,"Although Dines learned to paint from his Danish-American father, Emile, both artists produced tonal arrangements inspired by James Abbott McNeill Whistler and 17th-century Dutch masters.
In this painting, Whistler's influence is especially apparent in the artist's use of a limited palette of yellow, black and green, and the simplified composition.",,,,1901,1966,a3637d717eb4
Portrait of Helen Miller (Mrs. Charles G. McLean),http://www.imamuseum.org/art/collections/artwork/portrait-helen-miller-mrs-charles-g-mclean-peale-rembrandt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/bb/bba82a27-a736-4912-b155-6ba65ff7cc80.jpg,"Peale, Rembrandt",American,oil on canvas,,about 1806,"The sitter is posed in a romantic setting wearing fashionable attire, but Peale did not soften her intense gaze or prominent nose.
Helen and her husband founded McLean Seminary, a girls' school in Indianapolis.
Peale was a member of a Philadelphia family of prominent American painters.","Painted by commission from the sitter's father, Helen Miller McLean and her husband moved to Indianapolis after 1815.  The painting was hung in the McLean Seminary until 1929 when it was donated to the museum by alumni",,,1778,1860,143218dcf88d
Indian Hunter with Dog,http://www.imamuseum.org/art/collections/artwork/indian-hunter-dog-manship-paul,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/87/87811490-5161-45f4-8c9c-cc1280aca5ee.jpg,"Manship, Paul",American,bronze,H: 21 1/2 in.,1926,"With its emphasis on profile and clean geometric shapes, Indian Hunter exhibits Manship's enthusiasm for archaic Greek sculpture.
The sculpture's rhythmic contours create the sensation of movement.
Manship is best known for his gilded statue of Prometheus at Rockefeller Center in New York.",,,,1885,1966,295be6d9dcee
Liberty Loan Parade,http://www.imamuseum.org/art/collections/artwork/liberty-loan-parade-arthur-clifton-goodwin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/45/45806882-06a5-48b3-9878-140580b7906b.jpg,"Goodwin, Arthur Clifton",American,oil on canvas,,1918,"The fluid brush and broken color, as well as the birds-eye view perspective, all indicate Goodwin's debt to Impressionism.
The subject refers to one of the many parades held to raise funds for America's war efforts.
This canvas is a view of Arlington Street as it borders Boston Gardens Park.",Purchased from the Graham Gallery in New York 1970,,,1864,1929,4218385da516
Untitled,http://www.imamuseum.org/art/collections/artwork/untitled-calder-alexander,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/12/12b25080-5ae9-43e7-b064-3fefa2e587ce.jpg,"Calder, Alexander",American,gouache on paper,37 x 28 x 2 in.,1944,"Famous for his mobiles and stabiles, the sculptor Alexander Calder was also a notable painter.
Calder's work displays a free and whimsical spirit.
The two keyhole-shaped vibrantly colored, geometric figures transform a simple design into a dream image.",...purchased from Ann Kendall Richards in New York 1971; authenticated by Mr. Klaus Perls of Perls Gallery in New York,,,1898,1976,c81d828bcf77
Portrait of a Young Woman,http://www.imamuseum.org/art/collections/artwork/portrait-young-woman-bell-edward-august,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/78/78309db2-9904-4bc2-b34a-aba6a84d597d.jpg,"Bell, Edward August",American,oil on canvas,,about 1887,"The portrait is an essay in subtle earth tones accented by the woman閳ユ ?long dangling earring.
The simple flourish that suggests the figure閳ユ ?right hand demonstrates Bell閳ユ ?adept brushwork.
This figure study exemplifies Bell閳ユ ?early work and Munich School training.",,,,1862,1953,57dae665e465
The Moose Hunter,http://www.imamuseum.org/art/collections/artwork/moose-hunter-codman-charles,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fd/fd8ee31d-f9b1-490c-8cb4-ca632f7e05a5.jpg,"Codman, Charles",,oil on panel,,1831,"To emphasize the untouched quality of the American wilderness, Codman dramatized the Indian's prowess in his native environment.
This landscape surrounded by trees and mountains is a composite of specific and imagined forms, some drawn from prints and literary sources.","The artist, Victor D. Spark New York City, Theodore Stebbins Jr. Northampton, MA 1967, Robert P. Weiman Woodbridge, CO, Indianapolis Museum of Art 1973",,,,,87bf9635f515
A Break: Playing Cards,http://www.imamuseum.org/art/collections/artwork/break-playing-cards-scott-julian,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d8/d8abf200-588e-410b-b0f6-627e2cb73730.jpg,"Scott, Julian",American,oil on canvas,,1881,,,http://www.imamuseum.org/art/collections/artwork/our-flag-church-frederic-edwin,Our Flag,1846,1901,d2d80acbdab0
Portrait of a Young Woman,http://www.imamuseum.org/art/collections/artwork/portrait-young-woman-stuart-gilbert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/44/4499bdfe-198d-4f7e-9820-d8d9a23924c0.jpg,"Stuart, Gilbert",American,oil on canvas,,about 1802-1804,"The sitter's dress and coiffure reflect the new American aristocracy's desire to legitimize itself through association with historical styles of ancient Greece and Rome.
Stuart's portraits of George Washington and Federalist families in Philadelphia and Washington secured his place in history.","Purchased from Max Safron of New York by William H. Ball in Muncie, Indiana; Mr. Ball donated it to the museum in 1977",,,1755,1828,dcb9e9c90e26
Venus Anadyomene,http://www.imamuseum.org/art/collections/artwork/venus-anadyomene-manship-paul,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/82/8283977f-a5ac-4912-b6a5-78fe9de2fcb7.jpg,"Manship, Paul",American,bronze with marble base,8 1/8 x 9 in.,1924,"The stylized hair and soft rounded forms are in harmony with the images of the sea, the goddess, and Art Deco sculpture of the 1920s and 1930s.
This small bronze figure is tied to the mythological goddess of love and her birth from the foam of the sea.",purchased from Galleries Maurice Sternberg,,,1885,1966,5f18bca0471b
An Anxious Mother,http://www.imamuseum.org/art/collections/artwork/anxious-mother-luce-percival-de,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/77/7728698c-ed19-40b5-a934-b8615303cc31.jpg,Percival De Luce,American,oil on canvas,16 x 12 in.,,"De Luce was a noted portrait and genre painter.
An Anxious Mother is a typical Victorian scene of a child at play.
This is the first painting acquired by the museum after it was founded in 1883.",,,,1847,1914,a21137b95c82
Untitled (The Birth),http://www.imamuseum.org/art/collections/artwork/untitled-birth-lawrence-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/31/3153a020-e766-48da-b89b-5b9fc3ee9d1e.jpg,"Lawrence, Jacob",American,tempera on paper,,1938,"This scene is composed of flat, simplified forms, vibrant colors and geometric patterns.
Lawrence, one of the nation's most important African American artists, excelled in making paintings and prints of contemporary life.
During the Depression Lawrence focused on the tenement house in New York's Harlem.",purchased through Terry Dinten Fass Inc.,,,1917,2000,fccc572b5bf8
Afternoon Tea,http://www.imamuseum.org/art/collections/artwork/afternoon-tea-miller-richard-emile,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d3/d354fef6-0478-4c09-85e2-ed8b3f72337b.jpg,"Miller, Richard Emile",American,oil on canvas,,1910,"Women in a sunlit landscape framed by a large, vividly patterned Japanese parasol, exemplify Miller's expressionist technique.
Miller was one of the American Impressionists working in the French countryside known as the Giverny Group.","Mr. O.J. Wardwell (probably); C.L. Baldwin Esq.; sold through New York American Art Association ""Private Collection of Important American Paintings formed by C.L. Baldwin"" April 22, 1926; by descent in the family to owner in Connecticut; sold at Christies to the IMA and the Paines at Chirstie's December 4, 1997",http://www.imamuseum.org/art/collections/artwork/sunlit-window-ritman-louis,Sunlit Window,1875,1943,cd0c60bc24c7
"Rooftops, New York City",http://www.imamuseum.org/art/collections/artwork/rooftops-new-york-city-edward-f-fisk,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/50/50e25fc1-a361-4183-b89b-4399a0382a42.jpg,Edward F. Fisk,American,oil on canvas,,about 1916,"The sharp lines, geometric shapes and flat areas of color place Rooftops within the Precisionist style.
Precisionism was influenced by industrial development, such as skyscrapers and factories, and shows images painted with machine-like quality frozen in time like a photograph.",,,,1886,1944,c500715e89d8
The Statuette,http://www.imamuseum.org/art/collections/artwork/statuette-bell-edward-august,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7e/7e89b149-bf23-4993-bf84-6eaece24dbc3.jpg,"Bell, Edward August",American,oil on board,,1912,,,http://www.imamuseum.org/art/collections/artwork/portrait-young-woman-bell-edward-august,Portrait of a Young Woman,1862,1953,b9dd033cc24b
Blue Monday,http://www.imamuseum.org/art/collections/artwork/blue-monday-hopper-floyd-d-0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/65/657d7245-8ac6-42fe-9c86-00327c5b5019.jpg,Floyd D. Hopper,American,oil on board,,20th Century,,,,,1909,1984,9cfaccc14fb0
"The Park, Salem",http://www.imamuseum.org/art/collections/artwork/park-salem-prendergast-maurice-brazil,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9e/9e78defc-6a79-4efc-9eda-54187497de36.jpg,"Prendergast, Maurice Brazil",American,watercolor over pencil on paper,,about 1910,"The artist translated the activities of everyday life into a loosely knit tapestry of flat, bold areas of color.
Prendergast preferred the medium of watercolor.
The site for this watercolor is probably a nature park near Salem, Massachusetts.",,http://www.imamuseum.org/art/collections/artwork/glimpse-harbor-gloucester-prendergast-maurice-brazil,"Glimpse of the Harbor, Gloucester",1859,1934,90e5e097a88d
Praying Angel,http://www.imamuseum.org/art/collections/artwork/praying-angel-robert-william-davidson,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8e/8ecae584-d923-45f4-b1de-7e96abd6d6d9.jpg,Robert W. Davidson,American,limestone,15 x 5 1/4 x 7 in.,about 1927,,,,,1904,1982,81ee058de14a
Thames Nocturne,http://www.imamuseum.org/art/collections/artwork/thames-nocturne-whistler-james-abbott-mcneill,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/73/73f36374-2796-4c52-b07a-960fa86f6508.jpg,"Whistler, James Abbott McNeill",American,oil on canvas,,about 1872,,,,,1834,1903,36078d735cd6
EAST COAST U.S.A.,http://www.imamuseum.org/art/collections/artwork/east-coast-usa--0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/1b/1b3b6d02-d69f-4b16-b1cc-d5fb1bb6a688.jpg,,,oil on board,3 7/8 x 9 15/16,1933,,,,,,,017bf0417f57
"Sketch, Hyannisport",http://www.imamuseum.org/art/collections/artwork/sketch-hyannisport-hawthorne-charles-webster,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/74/74e349e1-6b0d-48bb-b559-b82ce1c48ef1.jpg,"Hawthorne, Charles Webster",American,oil on canvas,,1903,"With loose, fluid brushstrokes, the artist depicts the boats, cottages, and shore of this harbor, while still emphasizing the flat surface of the canvas
Hawthorne studied under William Merritt Chase and helped run Chase閳ユ ?Long Island school before founding the Cape Cod School of Art in Provincetown, Massachusetts. The town attracted many artists, and Hawthorne became known as the 閳ユ竾ather ?of the art colony.
Paintings of Provincetown fishermen executed in a more somber palette so dominate the artist閳ユ ?work that this lively, vibrant painting of Hyannisport, a town 50 miles away, represents an intriguing contrast.",,,,1872,1930,ff0447aadb56
Eleanor,http://www.imamuseum.org/art/collections/artwork/eleanor-taggart-lucy-martha,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a7/a77070c6-411a-442a-9f76-07f76d10def9.jpg,"Taggart, Lucy Martha",,oil on canvas,,1921,,,,,,,617b10deb001
Young Girls,http://www.imamuseum.org/art/collections/artwork/young-girls-cassatt-mary,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a8/a8089347-453c-499d-9ebc-659f34bf828f.jpg,"Cassatt, Mary",American,pastel on paper,,about 1900,"Mary Cassatt received her early training in America, but settled in Paris, where she exhibited with the Impressionists in the late 1870s.
Children and motherhood provided the primary themes for Cassatt's work. She successfully avoided sentimentalized views of childhood, focusing instead on her subjects freshness, intelligence and energy.
Like her mentor Edgar Degas, Cassatt worked well in pastel, a medium that utilized her drawing skills and refined sense of texture.","Purchased from the Maurice LeClanche collection by Mr. Knoedler for 35,000 francs; Lucy Taggart sent the piece to the John Herron Art Institute to be purchased under the James E. Roberts fund for $3,000",,,1845,1926,7208e3c27596
Hauptmann Must Die,http://www.imamuseum.org/art/collections/artwork/hauptmann-must-die-marsh-reginald,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5e/5ee954d4-33eb-4f2f-8a05-ce605396c161.jpg,"Marsh, Reginald",American,egg tempera on masonite,,1935,"Marsh employed a graphic, linear technique to bring individuality to the travelers.
The newspaper headline refers to the sentencing of the convicted kidnapper of Charles Lindbergh's baby.
Marsh's artistic inspiration derived from his study of European Old Master painters.",The artist; the widow of the artist; left to the museum by bequest,,,1898,1954,b0ba35a43e73
Indian Girl with Parrot and Hoop,http://www.imamuseum.org/art/collections/artwork/indian-girl-parrot-and-hoop-higgins-victor,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6a/6a9a9e5f-967d-49cc-ae45-848a8c6b463d.jpg,"Higgins, Victor",American,oil on canvas,,about 1920,"This canvas, with its intricate linear construction, exhibits the artist's dramatic use of brilliant color.
Pueblo people used parrots as a source of feathers to decorate ceremonial objects.
Indiana-born Higgins gained his fame as a Western artist painting in Taos, New Mexico.",,,,1884,1949,710a2e1824bf
Hotel Lobby,http://www.imamuseum.org/art/collections/artwork/hotel-lobby-hopper-edward,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/16/16e45b16-a1d9-4e27-8a42-0c4b4d7e8ef6.jpg,"Hopper, Edward",American,oil on canvas,,1943,"Three nameless guests and a desk clerk occupy the disquieting, airless space of Hotel Lobby.
The cheerlessness of the foyer is enhanced by the lack of rapport among the figures.
Hopper is renowned for paintings infused with loneliness and banality.","From the artist to (Frank K.M. Rehn Gallery, New York) in 1943;{1} Mr. and Mrs. Henry R. Hope, Bloomington, Indiana, in 1945;{2} given by them as part of the William Ray Adams Memorial Collection to the John Herron Art Institute (now Indianapolis Museum of Art) in 1947.{3}

{1}See Gail Levin, Edward Hopper: A Catalogue Raisonn ? New York, 1995, vol. 3, cat no. O-324, and vol. 4 (CD Rom) reproduces Record Book III, p. 1, indicating it was delivered to Rehn Gallery on 4 January 1943.
{2}Ibid., vol 4.  A now detached label in IMA Historical File (47.4) indicates that the painting was purchased by the Hopes out of the 56th Annual American Exhibition held at the Art Institute of Chicago in 1945.
{3}Mrs. Henry R. Hope, n鑼卐 Sarahanne Adams, was the daughter of William Ray Adams.",http://www.imamuseum.org/art/collections/artwork/new-york-new-haven-and-hartford-hopper-edward,"New York, New Haven and Hartford",1882,1967,ae7db7dd423b
Farm Near Gordes #3,http://www.imamuseum.org/art/collections/artwork/farm-near-gordes-3-paul-resika,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b7/b753e37d-786b-46bd-838e-a6591d4fb1f0.jpg,Paul Resika,American,oil on canvas,51 x 64 in.,1968,,,,,1928,,26455a60beb4
Portrait of Marie Jane Andrew,http://www.imamuseum.org/art/collections/artwork/portrait-marie-jane-andrew-joseph-r-mason,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/24/24835fa9-bdc0-41d5-aaff-af97619a1149.jpg,Joseph R. Mason,American,oil on canvas,29 1/2 x 24 5/8 in.,,,,,,1808,1842,27f515ef2dad
Portrait Medallion,http://www.imamuseum.org/art/collections/artwork/portrait-medallion-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/17/17702563-01f9-4201-a89b-476e38dccf24.jpg,"Scudder, Janet",American,silver,4.5 x 3.75 x .125 in.,1903,,,,,1873,1940,75895fdb6534
A Winter Morning,http://www.imamuseum.org/art/collections/artwork/winter-morning-frank-t-hutchens,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3d/3d4ad49d-0d44-4bdb-a64a-8f84adee1a35.jpg,Frank T. Hutchens,American,oil on canvas,30 x 25 in.,,,,,,1869,1937,d647f98b1f9b
"Barnes Cabin on Owl Creek, Brown County",http://www.imamuseum.org/art/collections/artwork/barnes-cabin-owl-creek-brown-county-vawter-john-william,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/63/6392132d-4e1f-40aa-a7bc-4038a89d4b00.jpg,"Vawter, John William",American,oil on canvas,,,,,,,1871,1914,d7390529aa0c
Diana,http://www.imamuseum.org/art/collections/artwork/diana-edward-f-mccartan,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f3/f35c4cb3-f3d5-4b5f-9243-b241456edcff.jpg,Edward F. McCartan,American,,H: 23 in.,1923,,,http://www.imamuseum.org/art/collections/artwork/diana-saint-gaudens-augustus,Diana,1879,1947,b8c73cc83dba
Zinnias and Leaves,http://www.imamuseum.org/art/collections/artwork/zinnias-and-leaves-loop-leota-williams,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/03/03887c24-8adf-4847-aad1-880918ab6440.jpg,"Loop, Leota Williams",American,oil on canvas,,,,,,,1893,1961,403d84ff0efd
Fisherman&#039;s Lore,http://www.imamuseum.org/art/collections/artwork/fishermans-lore-mess-george-jo,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c3/c32c4fa5-770c-4df5-b942-fb20c6252398.jpg,"Mess, George Jo",American,airbrushed ink on paper,12 x 15 in.,,,,,,1898,1962,411d607d6a2d
The Young Mother,http://www.imamuseum.org/art/collections/artwork/young-mother-vonnoh-bessie-potter,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f1/f1c0f4e0-6e33-44e0-8480-f118015fa58f.jpg,"Vonnoh, Bessie Potter",,bronze,h: 14 1/2 in.,1896-1896,,,,,,,eb20265170bf
Cyclop Man,http://www.imamuseum.org/art/collections/artwork/cyclop-man-,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9b/9baa2766-da88-4f6f-9b21-093e338adf77.jpg,,,"pen, ink and watercolor on off-white paper",,1950,,,,,,,95dd602acfab
Young Brittany Girl,http://www.imamuseum.org/art/collections/artwork/young-brittany-girl-pearce-charles-sprague,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/80/80c068aa-8659-475d-8418-e6ea903b1f36.jpg,"Pearce, Charles Sprague",American,oil on canvas,21 3/8 x 18 1/2 in.,,,,,,1851,1914,60b907126d4a
Weathervane: Goddess of Liberty,http://www.imamuseum.org/art/collections/artwork/weathervane-goddess-liberty-henry-leach,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6b/6b06b81a-49fa-4c07-9bd8-59c98809063e.jpg,Henry Leach,American,Hollow Copper | Cast Lead Torso | Originaly Gilded,figure: 47 H |  flag: 61 H,about 1870,,,,,1809,1885,ba2959defd72
Untitled (Portrait of Two Women),http://www.imamuseum.org/art/collections/artwork/untitled-portrait-two-women-taggart-lucy-martha,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/42/422b8b03-1216-4e3d-ab55-19e157c86fd4.jpg,"Taggart, Lucy Martha",,oil on canvas,46 1/4 x 38 1/2 in.,,,,http://www.imamuseum.org/art/collections/artwork/flemish-fisherwomen-plasent-gomez,Flemish Fisherwomen,,,4da4848f3dc2
Portrait of Mary Ethell Gertrude Walker,http://www.imamuseum.org/art/collections/artwork/portrait-mary-ethell-gertrude-walker-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c5/c56bd108-b6de-46b1-8d65-39674f7f49b9.jpg,"Adams, John Ottis",American,oil on canvas mounted to Masonite,22 x 18 in.,,,,,,1851,1927,88dd0ff35df1
Women Dressing,http://www.imamuseum.org/art/collections/artwork/women-dressing-paxton-william-mcgregor,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b6/b6764587-d46e-4f89-92b9-19461b186c64.jpg,"Paxton, William McGregor",American,oil on canvas,10 x 8 in.,1906-1906,,,,,1869,1941,97249ef7cbb3
Reclining Nude,http://www.imamuseum.org/art/collections/artwork/reclining-nude-david-k-rubins,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/14/1404d285-46ad-4424-88db-9d88ca81f9e6.jpg,David K. Rubins,American,plaster,14 x 15 x 4 in.,1936,,,,,1902,1985,86615d7c199d
Seascape,http://www.imamuseum.org/art/collections/artwork/seascape-whistler-james-abbott-mcneill,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/15/15f18a9c-50ea-4eea-80a3-e0602ccda9cf.jpg,"Whistler, James Abbott McNeill",American,oil on board,11 x 19 1/4 x 1 in. |  27.9 x 48.9 x 2.5 cm. (framed),,,,,,1834,1903,2e5dd9752a20
Seascape,http://www.imamuseum.org/art/collections/artwork/seascape-whistler-james-abbott-mcneill-0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d7/d7b820bf-a5e0-4f34-ab12-0dbb0aaa9b3c.jpg,"Whistler, James Abbott McNeill",American,oil on panel,11 x 19 1/4 x 1 in. (framed),,,,http://www.imamuseum.org/art/collections/artwork/seascape-whistler-james-abbott-mcneill,Seascape,1834,1903,4171ed319bf5
The Elopement,http://www.imamuseum.org/art/collections/artwork/elopement--0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/06/0648b479-5dfc-4bee-8a2f-9efd9fbe65cb.jpg,Emery D. Horsky,American,oil on canvas,36 x 27 in.,,,,,,1885,1964,c79cd5a06a1b
Portrait Medallion (Mildred Barnes),http://www.imamuseum.org/art/collections/artwork/portrait-medallion-mildred-barnes-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/12/12a03ea6-09c5-4141-8f7d-d4aa27a27ad6.jpg,"Scudder, Janet",American,bronze,4 3/8 x 3 3/4 in.,1906-1906,,,,,1873,1940,7c392df74c3d
Portrait Medallion (Alice Jones),http://www.imamuseum.org/art/collections/artwork/portrait-medallion-alice-jones-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f0/f041ffc2-abb0-4411-af0e-027a907d18b4.jpg,"Scudder, Janet",American,bronze,4 3/8 x 3 3/4 in.,1900-1900,,,,,1873,1940,cf2362bd5a26
Medal: Admission of Indiana to the Union,http://www.imamuseum.org/art/collections/artwork/medal-admission-indiana-union-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/92/925966b2-ee32-45c5-a3c0-c4157bbe7a5d.jpg,"Scudder, Janet",American,,2 1/2 in.,,,,,,1873,1940,c9281ff0fb5b
Marine,http://www.imamuseum.org/art/collections/artwork/marine-duveneck-frank,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e1/e1152a00-adf0-4b23-aadc-8c2ab6a65251.jpg,"Duveneck, Frank",American,oil on canvas,42 1/2 x 64 1/2 in.,1900,,,http://www.imamuseum.org/art/collections/artwork/reclining-nude-duveneck-frank,Reclining Nude,1848,1919,122c5130fb59
General Lew Wallace,http://www.imamuseum.org/art/collections/artwork/general-lew-wallace-thomas-stephen-seymour,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/db/db18d105-8c5f-4e54-a82f-157fca08a535.jpg,"Thomas, Stephen Seymour",American,oil on canvas,,1904,,,,,1868,1956,c77ec3060ded
Head of a Boy,http://www.imamuseum.org/art/collections/artwork/head-boy-love-john-washington,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b2/b2ea71f3-2de9-4906-82ab-71793bc992c5.jpg,"Love, John Washington",American,oil on panel,,,,,,,1850,1880,8a85cee9dab8
"Vista Terreno, Palm de Malloria",http://www.imamuseum.org/art/collections/artwork/vista-terreno-palm-de-malloria-potter-william-j,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/cc/cc9e2a54-23f4-4a35-ba57-2c5bead21e37.jpg,"Potter, William J.",American,oil on canvas,,1922-1922,,,,,1883,1964,02dfce374c54
Portrait of Ella Marvin,http://www.imamuseum.org/art/collections/artwork/portrait-ella-marvin-chapin-james-ormsbee,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7c/7c64706e-1977-4c77-a239-bcacd9ea9425.jpg,"Chapin, James Ormsbee",American,oil on canvas,,1925-1927,,,,,1887,1975,e22615d58bf6
Landscape: The River,http://www.imamuseum.org/art/collections/artwork/landscape-river-metcalf-willard-leroy,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/58/58862a44-a9ac-435f-be1e-ee4a96ff2c15.jpg,"Metcalf, Willard LeRoy",American,oil on canvas,,,,,http://www.imamuseum.org/art/collections/artwork/young-woman-metcalf-willard-leroy,A Young Woman,1858,1925,ab2d8a9fee8f
Farmyard Scene,http://www.imamuseum.org/art/collections/artwork/farmyard-scene-cox-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/32/32883af7-b90d-466c-9731-832d85f2387a.jpg,"Cox, Jacob",American,oil on canvas,,,,,,,1810,1892,82c73238faea
Portrait of Amelia Studley,http://www.imamuseum.org/art/collections/artwork/portrait-amelia-studley-easton-joseph,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c8/c811c569-c94d-4c2c-b686-c7f9c1c0fdf1.jpg,"Easton, Joseph",American,oil on canvas,,about 1865,"In this portrait Eaton's brushstrokes appear loose, but the drawing of the sitter's facial features remains firm and solid.
Eaton spent only a short time in Indianapolis, during which he studied under Jacob Cox. ?He eventually settled in New York.
The artist developed a reputation as a skillful painter of women's portraits.",Miss Violet G. Williams of Cincinnati 1934; Edward H. Dwight of Cincinnati; Indianapolis Museum of Art,,,1829,1875,cfea93fd925d
San Barnaba,http://www.imamuseum.org/art/collections/artwork/san-barnaba-bosa-louis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f2/f2c5ec47-20ad-487c-b7e3-48d4c0fad192.jpg,"Bosa, Louis",American,oil on canvas,,,,,,,1905,,6276fba4935e
Children&#039;s Heads,http://www.imamuseum.org/art/collections/artwork/childrens-heads-cassatt-mary,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ee/ee444800-c85c-43bf-88b5-cff17422fbd2.jpg,"Cassatt, Mary",American,Pastel On Paper Mounted On Canvas,,,,,,,1845,1926,03814214d82c
Harp of Mystery,http://www.imamuseum.org/art/collections/artwork/harp-mystery-shulz-adolph-robert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fb/fb172f30-3a12-4a1d-a62b-4c9e810915e6.jpg,"Shulz, Adolph Robert",american,oil on canvas,,1925-1925,,,,,1869,1963,1518d8d9bae6
Mrs. Nathaniel Wales,http://www.imamuseum.org/art/collections/artwork/mrs-nathaniel-wales-,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b0/b004c3d1-10a7-46f3-8724-e979552f80d2.jpg,,,oil on canvas,,about 1920-1927,,,,,,,fcd7dbbf495b
