dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,EA_id
plate: 16 x 25.5 cm. (6 5/16 x 10 1/16 in); sheet: 22.2 x 31.4 cm. (8 3/4 x 12 3/8 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: They Can Still Be of Use,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.24.G,1746.0,1828.0,5cb7a672f2c6
plate: 16.5 x 23.5 cm. (6 1/2 x 9 1/4 in); sheet: 25 x 34.3 cm. (9 13/16 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: These Too,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.25.G,1746.0,1828.0,f0118266eb31
plate: 16.5 x 23.5 cm. (6 1/2 x 9 1/4 in); sheet: 22 x 31.1 cm. (8 11/16 x 12 1/4 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: These Too,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.25.G,1746.0,1828.0,d6946ff5a3ed
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: There Was Nothing to Be Done and He Died,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.53.G,1746.0,1828.0,8a1dca882216
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 21.8 x 32.5 cm. (8 9/16 x 12 13/16 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: There Was Nothing to Be Done and He Died,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.53.G,1746.0,1828.0,1a58d04b264d
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Paolo Veronese: Jupiter Fulminating Against Crime (from the Ducale Palace),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.130.D,1732.0,1806.0,f2666d6497cf
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Paolo Veronese: Jove Crowning Germany (from the Fondaco dei Tedeschi),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.131.D,1732.0,1806.0,a7c01c16741b
plate: 16.5 x 23.5 cm. (6 1/2 x 9 1/4 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: There Isn't Time Now,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.19.G,1746.0,1828.0,d5bab3c228b1
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Paolo Veronese: Adoration of the Magi (from the San Niccolo della Lattuga ai Frari),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.134.D,1732.0,1806.0,0948095a10dd
13 x 17-3/4 in. (33.0 x 45.1 cm),1760-61,The Norton Simon Foundation,"Study After Nicolas Poussin: Holy Family or Rest on the Flight into Egypt (from the Della Torre Palace),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.010.D,1732.0,1806.0,7bf77454cf5e
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study after Nicolas Poussin: Theseus Finding the Sword of His Father (from the Tillot Collection),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.064.D,1732.0,1806.0,1656b0ed6481
sheet:  17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Giovanni Battista Tiepolo: Four Heads (from the Meeting of Anthony and Cleopatra, Palazzo Labia); Study After Sebastiano Ricci: Sheet of Three Figure Studies (unidentified works of Sebastiano Ricci),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.101a-d.D,1732.0,1806.0,5c71969cc470
The Norton Simon Foundation,1760-61,F.1970.03.008.D,"Study After Nicolas Poussin: Holy Family (from the Della Torre Palace),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.008.D,1732.0,1806.0,ef0d539d1a4d
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: Hush,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.28.G,1746.0,1828.0,3eb2e41f1aeb
plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: For Heaven's Sake: and It Was Her Mother,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.16.G,1746.0,1828.0,43d768662e1c
plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 27.6 x 19.8 cm. (10 7/8 x 7 13/16 in),c. 1798,The Norton Simon Foundation,"Los Caprichos: For Heaven's Sake: and it was Her Mother,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.02.05.G,1746.0,1828.0,9b336fb3fd9f
plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: For Heaven's Sake: and It Was Her Mother,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.16.G,1746.0,1828.0,9f47b4c6e1c1
plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: Even Thus He Cannot Make Her Out,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.07.G,1746.0,1828.0,069152fb26bb
plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 28 x 19.3 cm. (11 x 7 5/8 in),c. 1798,The Norton Simon Foundation,"Los Caprichos: Even Thus He Cannot Make Her Out,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.02.02.G,1746.0,1828.0,d20f355e8c95
plate: 16.5 x 23.5 cm. (6 1/2 x 9 1/4 in); sheet: 21.9 x 32 cm. (8 5/8 x 12 5/8 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: There Isn't Time Now,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.19.G,1746.0,1828.0,3dc4f4688d68
plate: 15 x 20.5 cm. (5 7/8 x 8 1/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: There Is No One to Help Them,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.60.G,1746.0,1828.0,d2c847c0e4e3
plate: 15 x 20.5 cm. (5 7/8 x 8 1/16 in); sheet: 21.9 x 31.2 cm. (8 5/8 x 12 5/16 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: There Is No One to Help Them,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.60.G,1746.0,1828.0,d9cecd6d940a
plate: 15 x 20.5 cm. (5 7/8 x 8 1/16 in); sheet: 19.3 x 25.1 cm. (7 5/8 x 9 7/8 in),1746-1828,The Norton Simon Foundation,"The Disasters of War: There is No One to Help Them,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.04.19.G,1746.0,1828.0,c31301e36a2d
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: The Worst is to Beg,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.55.G,1746.0,1828.0,d6da5f5088c2
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 21.1 x 32.4 cm. (8 5/16 x 12 3/4 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: The Worst Is to Beg,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.55.G,1746.0,1828.0,9023aa3f8d44
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Nicolas Poussin: God Surrounded by Angels (from the Della Torre Palace),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.009.D,1732.0,1806.0,04899495cd42
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: The Women Give Courage,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.04.G,1746.0,1828.0,0f5f901ececc
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Mattia Preti: The Martyrdom of St. Catherine of Alexandria (from San Pietro a Maiella),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.003.D,1732.0,1806.0,9b47c85334d8
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 19.3 x 25.1 cm. (7 5/8 x 9 7/8 in),1746-1828,The Norton Simon Foundation,"The Disasters of War: The Worst is to Beg,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.04.16.G,1746.0,1828.0,1f5169ef2f75
The Norton Simon Foundation,1760-61,F.1970.03.001.D,"Study After Mattia Preti: St. Celestin V Renouncing the Papacy (from San Pietro a Maiella),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.001.D,1732.0,1806.0,2ed351c5bb12
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Mattia Preti: The Apotheosis of St. Catherine of Alexandria (from San Pietro a Maiella),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.004.D,1732.0,1806.0,76d680fd8c1a
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: Hush,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.28.G,1746.0,1828.0,05fdfd07664a
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Mattia Preti: Mystical Marriage of St. Catherine (from San Pietro a Maiella); Study After Mattia Preti: St. Catherine Struck by Divine Love (from San Pietro a Maiella),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.002a-b.D,1732.0,1806.0,9303b6fde87e
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: Lads Making Ready,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.11.G,1746.0,1828.0,98f9a41bbf6f
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: Lads Making Ready,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.11.G,1746.0,1828.0,ef3a06c35ed9
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: It Is Time,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.80.G,1746.0,1828.0,b3a0766bb46e
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: It Is Time,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.80.G,1746.0,1828.0,ce13ca6f3fae
plate: 25 x 15 cm. (9 13/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: It Is Nicely Stretched,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.17.G,1746.0,1828.0,ebbbe2357021
plate: 25 x 15 cm. (9 13/16 x 5 7/8 in),c. 1798,The Norton Simon Foundation,"Los Caprichos: It Is Nicely Stretched,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1971.1.1.G,1746.0,1828.0,c043fd260d0a
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: It Is Better to Be Lazy,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.73.G,1746.0,1828.0,3085393ef0a5
plate: 25 x 15 cm. (9 13/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: It Is Nicely Stretched,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.17.G,1746.0,1828.0,71f9afe20eb3
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: Transporting the Body of the Holy Virgin (from the Piacenza Cathedral),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.068.D,1732.0,1806.0,c59c90d50107
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: Two Groups of Caryatids (from the Cloister of San Michele, Bosco),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.045.D,1732.0,1806.0,17af7db864f2
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: It Is Better to Be Lazy,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.73.G,1746.0,1828.0,96886c0c8ee3
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: The Flagellation of Christ (from Certosa),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.139.D,1732.0,1806.0,e4dd5417570f
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: The Flagellation of Christ (from Certosa),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.049.D,1732.0,1806.0,8f625c31cdc4
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: Hercules and Jupiter Wrestling (from the Palazzo Sampieri),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.052.D,1732.0,1806.0,239d075d2785
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: Prophets Isaiah and David (from the Cathedral),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.072.D,1732.0,1806.0,8d40a7354334
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: Group of Three Seated Women (from the Cloister of San Michele in Bosco),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.046.D,1732.0,1806.0,24f778354374
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Giovanni Battista Tiepolo: Immaculate Conception (from the Aracoeli),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.087.D,1732.0,1806.0,a4433f4579ba
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: Look How Solemn They Are!,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.63.G,1746.0,1828.0,ab9a439d0235
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 21.9 x 31.9 cm. (8 5/8 x 12 9/16 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: The Women Give Courage,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.04.G,1746.0,1828.0,98c7bbd01c55
plate: 16 x 24 cm. (6 5/16 x 9 7/16 in); sheet: 25 x 34.3 cm. (9 13/16 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: The Same Elsewhere,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.23.G,1746.0,1828.0,5726236aff42
plate: 16 x 24 cm. (6 5/16 x 9 7/16 in); sheet: 21.8 x 32 cm. (8 9/16 x 12 5/8 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: The Same Elsewhere,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.23.G,1746.0,1828.0,39402bee0be5
plate: 16 x 22 cm. (6 5/16 x 8 11/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: The Same,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.03.G,1746.0,1828.0,0d75cbab4f2f
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: No One Has Seen Us,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.79.G,1746.0,1828.0,1dcb9c1a2e0a
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: No One Has Seen Us,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.79.G,1746.0,1828.0,a1d943304f5e
plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: Neither More Nor Less,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.41.G,1746.0,1828.0,751cfd192680
plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: Neither More Nor Less,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.41.G,1746.0,1828.0,6fed288df46c
plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: Nanny's Boy,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.04.G,1746.0,1828.0,e010a8a3c54d
plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: Nanny's Boy,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.04.G,1746.0,1828.0,591bf64bb3fb
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in),1799,Norton Simon Art Foundation,"Los Caprichos: Might Not the Pupil Know More?,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.37.G,1746.0,1828.0,c70cbc76113a
plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: Might Not the Pupil Know More?,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.37.G,1746.0,1828.0,1f7616d75e0d
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: Birth of the Virgin (from Palazzo Vescovile); Study After Cammillo Procaccini: Assumption of the Virgin (from the Cathedral),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.070a-b.D,1732.0,1806.0,44cf634554da
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: Angels (from the Choir Vault of the Piacenza Cathedral),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.069.D,1732.0,1806.0,b723efa1d29a
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Giovanni Battista Tiepolo: St. Anne Teaching the Virgin to Read (from Santa Maria della Fava),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.113.D,1732.0,1806.0,972d6b468f9d
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Luca Giordano: Triumph of Prudence (from the Palazzo Medici Riccardi),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.031.D,1732.0,1806.0,15a492617a81
17-3/4 x 13 in. (45.1 x 33.0 cm),1760-61,The Norton Simon Foundation,"Study After Ludovico Carracci: Angels (from the Choir Vault of the Cathedral),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.071.D,1732.0,1806.0,141660848ab3
plate: 16 x 22 cm. (6 5/16 x 8 11/16 in); sheet: 22 x 31.1 cm. (8 11/16 x 12 1/4 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: The Same,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.03.G,1746.0,1828.0,69537166e7c9
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: The Healthy and the Sick,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.57.G,1746.0,1828.0,b8fc693ffbcd
plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: The Consequences,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.72.G,1746.0,1828.0,9bc076ae4d49
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 22.2 x 31.7 cm. (8 3/4 x 12 1/2 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: The Healthy and the Sick,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.57.G,1746.0,1828.0,c7a1f5193941
plate: 21.5 x 15 cm. (8 7/16 x 38.1 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in),1799,The Norton Simon Foundation,"Los Caprichos: Nobody Knows Himself,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.06.G,1746.0,1828.0,2f4efd4bb916
plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 22.2 x 32 cm. (8 3/4 x 12 5/8 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: The Carnivorous Vulture,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.76.G,1746.0,1828.0,abec8024be18
plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 22.2 x 31.7 cm. (8 3/4 x 12 1/2 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: The Consequences,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.72.G,1746.0,1828.0,dfa50d5c4b6c
plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in),1863,Norton Simon Art Foundation,"The Disasters of War: The Carnivorous Vulture,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.76.G,1746.0,1828.0,0475c8ca275a
plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 24.8 x 34.2 cm. (9 3/4 x 13 7/16 in),1863,Norton Simon Art Foundation,"The Disasters of War: The Beds of Death,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.62.G,1746.0,1828.0,2a7021ee8dd0
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 13.8 x 18.8 cm. (5 7/16 x 7 3/8 in),1863,Norton Simon Art Foundation,"The Disasters of War: That's Tough!,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.31.G,1746.0,1828.0,d653f8b2f2b5
plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 21.9 x 31.2 cm. (8 5/8 x 12 5/16 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: The Beds of Death,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.62.G,1746.0,1828.0,b57be729641b
plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 22.1 x 32.1 cm. (8 11/16 x 12 5/8 in),1814-20,Norton Simon Art Foundation,"The Disasters of War: That's Tough!,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.31.G,1746.0,1828.0,8ff4f331ae31
sheet:  13 x 17-3/4 in. (33.0 x 45.1 cm),1760-61,The Norton Simon Foundation,"Study After Luca Giordano: Triumph of Neptune (from the Palazzo Medici Riccardi),",French,Jean-Honoré Fragonard,http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.029.D,1732.0,1806.0,f938cb7057d9
