Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,EA_id
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.101&dim=300px,They&#039;re still going together.,1972,ecbd5e0a1c18
Nancy Rubins,Pencil on paper,117 x 138 in. (297.2 x 350.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Gene J. Burton Acquisitions Endowment and Betye M. Burton",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.174&dim=300px,Drawings,1996,1e0040f03fab
Nancy Rubins,Stainless steel and airplane parts,300 x 648 x 396 in. (762 x 1645.9 x 1005.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased in honor of Beatrice Gersh with funds provided by the Acquisition and Collection Committee; The Broad Art Foundation; Linda and Bob Gersh; David, Susan, Steven, and Laura Gersh; and Eugenio Lopez",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.2&dim=300px,"Chas&#039; Stainless Steel, Mark Thompson&#039;s Airplane Parts, About 1,000 Pounds of Stainless Steel Wire, and Gagosian&#039;s Beverly Hills Space at MOCA",2001,d6e791a8db10
Sigmar Polke,"Umwandlung , 1968","Lithograph, edition 190/200",19 5/8 x 27 1/2 in. (49.8 x 69.9 cm),http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.197&dim=300px,Gerhard Richter,,331c0933ae31
Sigmar Polke,"Umwandlung (Metamorphasis) (B.11) , 1968",Offset lithograph,18 1/4 x 26 1/2 in. (46.4 x 67.3 cm),http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.104&dim=300px,Gerhard Richter,,990bd0b1922a
Gerhard Richter,Lacquer on canvas,27 1/2 x 25 5/8 in. (69.9 x 65.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.199&dim=300px,Farbtafel,1966,83ea44f92011
James Welling,Gelatin silver print,Image: 4 3/4 x 3 5/8 in. (12.1 x 9.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.4&dim=300px,2-29II,1980,f6477f0b7e3f
James Welling,Ink on gelatin silver print,Frame: 14 1/2 x 11 1/2 x 1 in. (36.8 x 29.2 x 2.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jeanne Meyers",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.66&dim=300px,Untitled,1980,be42d0cb185f
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.2&dim=300px,Cascade,1980,5d3577ba5dab
James Welling,"Toned gelatin silver print, AP",18 x 22 in. (45.7 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.44&dim=300px,"Service Entrance, Glessner House, Chicago, IL, -87",1885,9ceed229d85d
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.12&dim=300px,LA-C 32,1977,c3694b5ec0d6
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/4 x 4 1/8 in. (13.3 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.14&dim=300px,LA-C 72,1978,6c45e2a44f6d
Michael Mueller,Pencil on paper,44 1/2 x 36 1/2 in. (113 x 92.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Chung King Project",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.131&dim=300px,Trinitatis,2008,1200b6aa1a02
Max Yavno,Gelatin silver print,15 1/4 x 19 3/8 in. (38.7 x 49.2 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.169&dim=300px,Shopkeeper with Clay Pots in Marrakech,1982,671cba2ac924
Max Yavno,Gelatin silver print,"15 5/8 x 19 7/8 in. (39.7 x 50.5 cm)
Image: 8 1/2 x 13 3/8 in. (21.6 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.41&dim=300px,Mickey Cohen Quits,1949,728eb07cd742
Max Yavno,Gelatin silver print,22 x 27 7/8 in. (55.9 x 70.8 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.148&dim=300px,Damascas Gate,1979,5e4fcf47cdc7
Max Yavno,Gelatin silver print,20 x 16 in. (50.8 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.56&dim=300px,The Leg,1949,0f1fcc1c932a
Max Yavno,Gelatin silver print,13 3/8 x 10 3/8 in. (34 x 26.4 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.107&dim=300px,Golden Gate Bridge,1947,7b05d8d04f5d
Max Yavno,Gelatin silver print,"19 7/8 x 16 in. (50.5 x 40.6 cm)
Image: 19 3/8 x 15 1/2 in. (49.2 x 39.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.163&dim=300px,Hillside Adobe,1981,74a627601ad4
Max Yavno,Gelatin silver print,"13 1/2 x 7 1/4 in. (34.3 x 18.4 cm)
Image: 13 1/2 x 7 1/4 in. (34.3 x 18.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.122&dim=300px,California Street II,1978,e2589579369c
Matthias Weischer,Oil on canvas,55 x 67 in. (139.7 x 170.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.84&dim=300px,Zimmer,2004,15bfe2ebec1c
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.14&dim=300px,Real Estate Photograph No. 5,9127,19b1d4bbe506
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.19&dim=300px,Real Estate Photograph No. 14,9086,fa4ff68e6740
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.12&dim=300px,Real Estate Photograph No. 2,9092,e060d72fe29b
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.15&dim=300px,Real Estate Photograph No. 18,9072,80528ebfc53a
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.11&dim=300px,Real Estate Photograph No. 7,9111,73478a9e8907
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.10&dim=300px,Real Estate Photograph No. 00,9092,ef58ebebf773
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.13&dim=300px,Real Estate Photograph No. 17,9050,b3370e624460
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.22&dim=300px,Untitled,1968,a8596cbce862
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.1&dim=300px,Untitled,1968,2692ed723dc6
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.37&dim=300px,Untitled,1968,b822a75fcf41
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.14&dim=300px,Untitled,1968,13833d78d859
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.29&dim=300px,Untitled,1968,c9f0c24d1b2f
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.5&dim=300px,Untitled,1968,97e1121e7afb
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.31&dim=300px,Untitled,1968,2585f0b0cff1
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.33&dim=300px,Untitled,1968,c7e13d485d48
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.16&dim=300px,Untitled,1968,a9f931907e9d
Garry Winogrand,Gelatin silver print,"Image: 8 5/8 x 12 13/16 in. (21.9 x 32.5 cm)
Paper: 11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.54.55&dim=300px,"Presidential Candidates&#039; Press Conference, Providence, R. I.",1971,a41c7bd9a178
Garry Winogrand,Gelatin silver print,"Frame: 21 11/16 x 17 5/8 in. (55.1 x 44.8 cm)
11 x 14 in. (27.9 x 35.6 cm)
Image: 8 3/4 x 13 1/8 in. (22.2 x 33.3 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.55.2&dim=300px,Untitled (Woman in a v-cut top with cigarette),1975,1cafedc6916c
Garry Winogrand,Gelatin silver print,"Frame: 16 x 20 in. (40.6 x 50.8 cm)
11 x 14 in. (27.9 x 35.6 cm)
Image: 8 5/8 x 12 7/8 in. (21.9 x 32.7 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.54.26&dim=300px,"Muhammad Ali-Oscar Bonavena Press Conference, New York",1970,c9b3a065ae85
Garry Winogrand,Gelatin silver print,"Frame: 21 11/16 x 17 5/8 in. (55.1 x 44.8 cm)
14 x 11 in. (35.6 x 27.9 cm)
Image: 13 1/8 x 8 3/4 in. (33.3 x 22.2 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.55.15&dim=300px,Women Are Beautiful: Untitled (Woman in lace up shoes laying with a man surrounded by other couples),1975,a3abb5a284f9
Garry Winogrand,Gelatin silver print,"Frame: 16 x 20 in. (40.6 x 50.8 cm)
11 x 14 in. (27.9 x 35.6 cm)
Image: 8 5/8 x 12 7/8 in. (21.9 x 32.7 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.54.9&dim=300px,"Kent State Demonstration, Washington, D.C.",1970,7b55d1add298
Garry Winogrand,Gelatin silver print,"Frame: 16 x 20 in. (40.6 x 50.8 cm)
11 x 14 in. (27.9 x 35.6 cm)
Image: 8 7/8 x 12 7/8 in. (22.5 x 32.7 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.54.58&dim=300px,"Jesse Jackson Operation PUSH Dinner, Chicago",1972,514541113efa
Mark Rothko,Oil on canvas,93 1/8 x 81 in. (236.5 x 205.7 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.15&dim=300px,No. 301 (Reds and Violet over Red/Red and Blue over Red) [Red and Blue over Red],1959,52fc92be20e3
Mark Rothko,Oil on canvas,55 3/8 x 43 1/4 in. (140.7 x 109.9 cm),"The Museum of Contemporary Art, Los Angeles
The Rita and  Taft Schreiber Collection
Given in loving memory of her husband, Taft Schreiber, by Rita Schreiber",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.26&dim=300px,Yellow and Orange,1949,9fd55e5062ab
Mark Rothko,Acrylic on canvas,68 x 60 in. (172.7 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Mark Rothko Foundation, Inc.",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.27&dim=300px,Untitled (Black and Gray),1970,f7d045b2eda8
Mark Rothko,Oil on canvas,99 1/4 x 81 3/4 in. (252.1 x 207.6 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.24&dim=300px,"No. 46 [Black, Ochre, Red Over Red]",1957,996a720aa2bb
Mark Rothko,Watercolor on paper (double sided),22 1/2 x 15 3/4 in. (57.2 x 40 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.154&dim=300px,# Untitled (),7599,a2bec9828b58
Mark Rothko,Oil on canvas,84 x 72 1/2 in. (213.4 x 184.2 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.14&dim=300px,Purple Brown,1957,9ef715604a98
Mark Rothko,Oil on canvas,115 1/4 x 92 1/4 in. (292.7 x 234.3 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.9&dim=300px,"No. 61 (Rust and Blue) [Brown Blue, Brown on Blue]",1953,b7593b879030
Kay Rosen,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.2&dim=300px,Technical Difficulties,1992,6454829831af
Kay Rosen,"Silkscreen on Arches 88 paper, edition of 25; TP IV/IV",Paper: 30 1/4 x 22 1/2 in. (76.8 x 57.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.74.2&dim=300px,Liste/List,1990,70859aef3e74
Kay Rosen,"Silkscreen on paper, edition 2/3",17 x 11 in. (43.2 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.73&dim=300px,Ugly Duckling,1987,8cb7d793b318
Kay Rosen,"Relief etching on Rives BFK paper, edition 20/27",Paper: 25 1/2 x 19 1/2 in. (64.8 x 49.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.75&dim=300px,Palimpsest,1990,5cbe5f1b2bc0
Kay Rosen,Sign paint on board,17 1/2 x 11 1/4 in. (44.5 x 28.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.77&dim=300px,Glamour,1985,deadf9b157f1
Kay Rosen,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.3&dim=300px,Sp-spit it Out,1992,908af2c9d7ab
Kay Rosen,Red marker on paper,"Paper: 12 x 27 1/4 in. (30.5 x 69.2 cm)
Frame: 14 5/8 x 29 5/8 in. (37.1 x 75.2 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Moskowitz Family",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.92&dim=300px,Bleed,1996,46db1045b763
Kay Rosen,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.5&dim=300px,Blanks II,1992,bf0bbfd734ca
Kay Rosen,"Silkscreen on Arches 88 paper, edition of 25; TP III/IV",Paper: 30 1/4 x 22 1/2 in. (76.8 x 57.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.74.1&dim=300px,Homophonia,1990,004f7c305f37
Mark Rothko,Oil on canvas,93 1/8 x 81 in. (236.5 x 205.7 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.15&dim=300px,No. 301 (Reds and Violet over Red/Red and Blue over Red) [Red and Blue over Red],1959,864459c5d945
Mark Rothko,Oil on canvas,55 3/8 x 43 1/4 in. (140.7 x 109.9 cm),"The Museum of Contemporary Art, Los Angeles
The Rita and  Taft Schreiber Collection
Given in loving memory of her husband, Taft Schreiber, by Rita Schreiber",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.26&dim=300px,Yellow and Orange,1949,48ea9a86c79e
Mark Rothko,Acrylic on canvas,68 x 60 in. (172.7 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Mark Rothko Foundation, Inc.",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.27&dim=300px,Untitled (Black and Gray),1970,c6019a7c84b0
Mark Rothko,Oil on canvas,99 1/4 x 81 3/4 in. (252.1 x 207.6 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.24&dim=300px,"No. 46 [Black, Ochre, Red Over Red]",1957,af79c9a99852
Mark Rothko,Watercolor on paper (double sided),22 1/2 x 15 3/4 in. (57.2 x 40 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.154&dim=300px,# Untitled (),7599,7b4db45535c8
Mark Rothko,Oil on canvas,84 x 72 1/2 in. (213.4 x 184.2 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.14&dim=300px,Purple Brown,1957,21e6f704939e
Mark Rothko,Oil on canvas,115 1/4 x 92 1/4 in. (292.7 x 234.3 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.9&dim=300px,"No. 61 (Rust and Blue) [Brown Blue, Brown on Blue]",1953,0e8fedc85380
Mark Rothko,Oil on canvas,54 x 38 1/8 in. (137.2 x 96.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Mark Rothko Foundation, Inc.",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.28&dim=300px,Untitled (14B),1947,9221e64134ba
Edward Ruscha,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.5&dim=300px,"Standard, Amarillo, Texas",1962,6630bd7f74d0
Edward Ruscha,"Seventy-five mixed-media stains on Eagle Coupon Bond 100% cotton paper, plus one stain on white silk moiré fabric, boxed in portfolio, edition 28/70",Portfolio Box: 12 x 10 1/2 x 1 in. (30.5 x 26.7 x 2.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.239&dim=300px,Stains,1970,bb376b450f08
Edward Ruscha,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.4&dim=300px,"Texaco, Jackrabbit, Arizona",1962,3523af8f03de
Edward Ruscha,Gunpowder on paper,13 x 21 1/2 in. (33 x 54.6 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.200&dim=300px,The Briefcase,1973,fdfc223eac7c
Edward Ruscha,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.6&dim=300px,"Union, Needles, California",1962,7751a6ccc433
Edward Ruscha,Chocolate on paper,"Each: 27 1/2 x 17 7/8 in. (69.9 x 45.4 cm)
Installation dimensions variable","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.86&dim=300px,Chocolate Room,1970,f15718c120dc
Edward Ruscha,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.7&dim=300px,"Shell, Daggett, California",1962,21dbf2d65658
Edward Ruscha,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.3&dim=300px,"Dixie, Lupton, Arizona",1962,61e431127fee
Edward Ruscha,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.2&dim=300px,"Flying A, Kingman, Arizona",1962,ce21bb97ae4a
Edward Ruscha,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.8&dim=300px,"Fina, Groom, Texas",1962,3f9147b06659
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.22&dim=300px,Untitled,1968,2a2480cb4da5
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.1&dim=300px,Untitled,1968,670fb9421b63
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.37&dim=300px,Untitled,1968,1f87bff55882
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.14&dim=300px,Untitled,1968,50acec77a03e
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.29&dim=300px,Untitled,1968,8945560a4e25
