Subtype_of_Art,Type_of_Art,Title,Date_made,Credit,ArtistName,Inscription,Pic_URL,Dimensions,BirthDate,DeathDate,EA_id
oil on canvas,painting,The Son Created the Father II,1971,Gift of Ken Gooch,Gerald Gooch,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0015066.jpg,72 in HIGH x 72 in WIDE(182.88 cm HIGH x 182.88 cm WIDE),,,ce7317a192b1
oil on canvas,painting,Figures on a Beach,1887|1862-1890,Gift in Memory of Mark Hoffman,Alfred C. Rodriguez,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011674.jpg,12 in HIGH x 20 in WIDE(30.48 cm HIGH x 50.80 cm WIDE),,,d05dfc79d43b
oil on canvas,painting,"Untitled (still-life with clock, vase, pears and cups)",1970,Gift in memory of David Gwyn Lemon,David Gwyn Lemon,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011399.jpg,29.25 in HIGH x 28.5 in WIDE(74.29 cm HIGH x 72.39 cm WIDE),,,4189014dcb6e
acrylic,painting,Untitled painting (#590B) (globe image),1990,Gift of the Amador Whitney Museum from the Estate of Clayton Pinkerton,Clayton Pinkerton,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012947.jpg,12 in HIGH x 12 in WIDE(30.48 cm HIGH x 30.48 cm WIDE),,,6cb897a9f3e2
acrylic,painting,Untitled painting (#586B) (open head image),1990,Gift of the Amador Whitney Museum from the Estate of Clayton Pinkerton,Clayton Pinkerton,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012946.jpg,12 in HIGH x 12 in WIDE(30.48 cm HIGH x 30.48 cm WIDE),,,03286633e9ec
oil on canvas,painting,Masque of Pandora  (Pandora),1914,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews, PPIE. TOM.  Mathews Exhibition.  1972.  (Cat.) TOM.  Mathews Exhibition.  1985. ,http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.11_DGMA_130.1_02_1.jpg,52 in. HIGH x 48 in. WIDE,1860.0,1945.0,3c3f277494e4
gouache,painting,Landscape (California),1936,Gift of the Estate of the artist,Mine Okubo," TOM, Mine Okubo: An American Experience, 1972.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/2008.32.4_1.jpg,8.75 in HIGH x 11.375 in WIDE(22.22 cm HIGH x 28.89 cm WIDE),1912.0,2001.0,f0ead020cafe
oil on canvas,painting,Figure,circa 1956-1957|c. 1955,Gift of Bruce McGaw,Bruce McGaw," U. of Washington, Coming to Life, The Figure in American Art, 1999//TOM.  Bay Area Figurative Painting Show.  1957. SFMMA.  BAY AREA FIGURATIVE: 1950-65, DEC 14, 1989 THRU 1990 (TRAVELING).",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A57.81.3_DGAL_1051_01.jpg,13.25 in HIGH x 18.25 in WIDE(33.65 cm HIGH x 46.35 cm WIDE),,,6e39edcc1ccc
oil on canvas,painting,Self-Portrait,1970,Gift of the Artist,Norbert Schlaus,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/2009.18.3_DGAL_509_02.jpg,20 in HIGH x 14 in WIDE x 1 in DEEP(50.80 cm HIGH x 35.56 cm WIDE x 2.54 cm DEEP),,,6432eec41efc
oil on canvas,painting,"untitled (scene North of Santa Cruz, California)  [donor title]|Davenport, CA  [title per Phil Linhares on catalog worksheet]",circa 1970|circa 1980,Gift of the Artist,Norbert Schlaus,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/2009.18.1_DGAL_507_02.jpg,20 in HIGH x 26 in WIDE x 1.25 in DEEP(50.80 cm HIGH x 66.04 cm WIDE x 3.17 cm DEEP),,,40cdfe3ffdd8
oil on canvas,painting,Santa Cruz,1975,Gift of the Artist,Norbert Schlaus,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/2009.18.2_DGAL_508_02.jpg,29 in HIGH x 41 in WIDE x 1 in DEEP(73.66 cm HIGH x 104.14 cm WIDE x 2.54 cm DEEP),,,768da2f5ebe4
oil on canvas,painting,Nocturnal Street Scene,Early 20th century,Museum Acquisition,Charles Rollo Peters," Palace of Legion of Honor. S.F., Ca.  1972.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A67.38_DGAH_048_02.jpg,16.125 in HIGH x 24.125 in WIDE(40.96 cm HIGH x 61.28 cm WIDE),,,d8d67630c5c7
oil on canvas,painting,untitled (forest landscape),early 20th century,Gift of the McGregor Family,Helen Forbes,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0025929.jpg,36 in HIGH x 48 in WIDE(91.44 cm HIGH x 121.92 cm WIDE),,,d6e4504d43c0
oil on canvas,painting,untitled (Seascape),late 19th century to early 20th century,Bequest of Marian Vade Walsh,Charles Dorman Robinson,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/2009.79.4_DGAL_649_02.jpg,23 in HIGH x 31 in WIDE(58.42 cm HIGH x 78.74 cm WIDE),,,ada66b4aecb1
oil on canvas,painting,untitled,late 19th century to early 20th century,Bequest of Marian Vade Walsh,Giuseppe Cadenasso | Giuseppe L. Cadenasso,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/2009.79.6_DGAL_651_02.jpg,26 in HIGH x 21 in WIDE(66.04 cm HIGH x 53.34 cm WIDE),,,73a07fc0efc4
oil on canvas,painting,untitled (Rawona Garden),late 19th century to early 20th century,Bequest of Marian Vade Walsh,William Adams ~ artist,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/2009.79.2_DGAL_645_02.jpg,11.5 in HIGH x 15.5 in WIDE(29.21 cm HIGH x 39.37 cm WIDE),,,317d940c6d53
oil on canvas,painting,"[Lengthing Shadows] -- research needed to confirm title, see inhouse note",late 19th century to early 20th century,,A.M. Podchernikoff,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0031653.jpg,17.25 in HIGH x 27.5 in WIDE(43.81 cm HIGH x 69.85 cm WIDE),,,c978be0af4b5
oil on canvas,painting,unknown,late 19th century to mid 20th century,,C. Chapel Judson,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0027485.jpg,14.75 in HIGH x 9.5 in WIDE(37.46 cm HIGH x 24.13 cm WIDE),,,0d38f9265060
oil on canvas,painting,Centurians Monterey Coast,late 19th century to mid 20th century,Anonymous Donor,William Ritschel, Oakland City Hall. 1968-1979.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A68.41_DGAH_028_02.jpg,48.25 in HIGH x 58 in WIDE(122.55 cm HIGH x 147.32 cm WIDE),,,4fb6d407d25b
oil on canvas,painting,Cat and a Ball on a Waterfall,late 19th century to mid 20th century,Museum Donors Acquisition Fund,Ursula Barnes," TOM, Cat and a Ball on a Waterfall:200 YEARS OF CALIFORNIA FOLK Painting and Sculpture,1986. TOM (PERS), Folk Painting, 1989. Orange County Museum of Art, Gold Rush to Pop, 1998.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0012700.jpg,14.5 in HIGH x 14.25 in WIDE(36.83 cm HIGH x 36.19 cm WIDE),,,10536dfe5950
oil on canvas,painting,Faith,late 20th century,,Lawrence Gipe,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0025908.jpg,72 in HIGH x 96 in WIDE x 2 in DEEP(182.88 cm HIGH x 243.84 cm WIDE x 5.08 cm DEEP),,,bc7752049214
oil on canvas,painting,untitled,late 20th century,Gift of an Anonymous Donor,Walter Snelgrove,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0026035.jpg,48 in HIGH x 54 in WIDE x 2.375 in DEEP(121.92 cm HIGH x 137.16 cm WIDE x 6.03 cm DEEP),,,2d89d1adccde
canvas,painting,untitled,late 20th century,Gift of an Anonymous Donor,Walter Snelgrove,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0025944.jpg,50.5 in HIGH x 72 in WIDE x 2.25 in DEEP(128.27 cm HIGH x 182.88 cm WIDE x 5.71 cm DEEP),,,d81b37767cf2
oil on canvas,painting,Roses in a Wheelbarrow,1893,Gift of Robert and Virginia Larribeau,Alice B. Chittenden,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0010531.jpg,,,,89bc53b40d8b
oil on canvas,painting,Lady in the Garden,mid 20th century,Gift of the Estate of the artist,Mine Okubo," TOM, Mine Okubo: An American Experience, 1972.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/imagefield_default_images/unavailable.png,61.125 in HIGH x 41 in WIDE x 1.125 in DEEP(155.26 cm HIGH x 104.14 cm WIDE x 2.86 cm DEEP),1912.0,2001.0,77ffca7f930d
oil on canvas,painting,"3 sections - animals, people, fish",mid 20th century,Gift of the Estate of the artist,Mine Okubo," TOM, Mine Okubo: An American Experience, 1972.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/imagefield_default_images/unavailable.png,43.75 in HIGH x 29.5 in WIDE x 1.125 in DEEP(111.12 cm HIGH x 74.93 cm WIDE x 2.86 cm DEEP),1912.0,2001.0,2c44989cc15f
oil on canvas,painting,"Lady, Pet and Cat",mid 20th century,Gift of the Estate of the artist,Mine Okubo," TOM, Mine Okubo: An American Experience, 1972.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/imagefield_default_images/unavailable.png,61 in HIGH x 52 in WIDE x 1.5 in DEEP(154.94 cm HIGH x 132.08 cm WIDE x 3.81 cm DEEP),1912.0,2001.0,a4127e81ac02
oil on canvas,painting,Three Vases,mid 20th century,Gift of the Estate of the artist,Mine Okubo," TOM, Mine Okubo: An American Experience, 1972.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/imagefield_default_images/unavailable.png,50 in HIGH x 40 in WIDE(127.00 cm HIGH x 101.60 cm WIDE),1912.0,2001.0,1fda2093e1c1
gouache,painting,Workman,mid 20th century,Gift of the Estate of the artist,Mine Okubo," TOM, Mine Okubo: An American Experience, 1972.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/imagefield_default_images/unavailable.png,18 in HIGH x 24 in WIDE(45.72 cm HIGH x 60.96 cm WIDE),1912.0,2001.0,8c9e2e3c8a59
tempera,painting,Child with Flower,mid 20th century to late 20th century,Gift of the Estate of the artist,Mine Okubo,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/imagefield_default_images/unavailable.png,,1912.0,2001.0,f4a3d0aa9ce4
acrylic,painting,Adobe,mid 20th century to late 20th century,Gift of an Anonymous Donor,Walter Snelgrove,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0026036.jpg,48.25 in HIGH x 57 in WIDE x 2.25 in DEEP(122.55 cm HIGH x 144.78 cm WIDE x 5.71 cm DEEP),,,c1b4db7c66e6
oil on canvas,painting,untitled,mid 20th century to late 20th century,Gift of an Anonymous Donor,Walter Snelgrove,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0027483.jpg,64.75 in HIGH x 58 in WIDE x 1.5 in DEEP(164.46 cm HIGH x 147.32 cm WIDE x 3.81 cm DEEP),,,b30d6a093cf0
oil on canvas,painting,Mountain Scene with Stream,mid to late 19th century,Gift of the Lyle R. Scott Collection,Ben Sears,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0022412.jpg,26.25 in HIGH x 28.25 in WIDE(66.67 cm HIGH x 71.75 cm WIDE),,,02717f82be06
oil on board,painting,Misty Grey Boat Scene,,Gift of the Estate of Isabel W. Steltzner,Armin Hansen,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A88.25.2_DGAH_068_02.jpg,15.5 in HIGH x 19.75 in WIDE(39.37 cm HIGH x 50.16 cm WIDE),,,400fb8168e14
oil on paper,painting,Untitled  ((San Francisco Embarcadero)),,Gift of Mrs. Wallace Hall,August Gay,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A75.8_DGAH_103_02.jpg,12 in HIGH x 14.75 in WIDE(30.48 cm HIGH x 37.46 cm WIDE),1890.0,1949.0,39b1854dd95f
oil on canvas,painting,A Wood Engraver and his Apprentice,,The Oakland Museum Kahn Collection,Carl Dahlgren,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.55_DGAH_122_02.jpg,24 in HIGH x 20.5 in WIDE(60.96 cm HIGH x 52.07 cm WIDE),,,d0abc47ab280
oil on canvas,painting,Indian Family on San Francisco Bay,,The Oakland Museum Kahn Collection,Charles Christian Nahl, TOM.  Charles Christian Nahl.  1976.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.96_DGAH_120_02.jpg,24 in HIGH x 30 in WIDE(60.96 cm HIGH x 76.20 cm WIDE),1818.0,1878.0,6aec3b726a98
oil on cardboard,painting,Haystacks,,Gift of Louis Siegriest,Clayton S. Price,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A75.143.8_DGAH_070_02.jpg,,,,9e217c5226e2
oil on canvas,painting,Orchard in Santa Clara Valley,,Gift of Jean Haber Green,E. Bruce Nelson," Art Programs, S.F.  A Sense of Place - California Landscape Painting 1870-1930.  1978.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A75.24_DGAH_108_02.jpg,24 in HIGH x 30 in WIDE(60.96 cm HIGH x 76.20 cm WIDE),,,a255357f3b47
oil on canvas,painting,Oneida Lake Near Tioga Pass,,Gift of the Oakland Museum Association in memory of Nancy Lawson Gould,Edgar Alwin Payne, TOM.  Impressionism:  The California View.  1982.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A77.115_DGAH_045_02.jpg,25 in HIGH x 30.13 in WIDE(63.50 cm HIGH x 76.53 cm WIDE),,,5c241cfd7200
oil on canvas,painting,Mendocino Shore,,Gift of Mr. and Mrs. Robert Neuhaus,Eugen Neuhaus,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A63.50.5_DGAH_099_02.jpg,34 in HIGH x 38 in WIDE(86.36 cm HIGH x 96.52 cm WIDE),,,d196ebfb4d7a
oil on canvas,painting,Still Life with Chickens and Fish,,George and Lydia Clark Collection,Ferdinand Richardt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A57.43.21_DGAH_088_02.jpg,36 in HIGH x 20 in WIDE(91.44 cm HIGH x 50.80 cm WIDE),1819.0,1895.0,9c78c87f5cad
oil on canvas,painting,Oakland Estuary,,Acquisition Fund and Florence M. Heafey Foundation Fund,Ferdinand Richardt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A86.24_DGAH_132_02.jpg,23 in HIGH x 34.75 in WIDE(58.42 cm HIGH x 88.26 cm WIDE),1819.0,1895.0,ca78da6f9181
oil on canvas,painting,Landscape  ((Mt. Shasta and the Sacramento River)),,Gift of Dr. C. Albert Shumate,Frederick A. Butman, Stanford Univ. Museum.  Calif. Landscape.  1975.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A57.94_DGAH_037_02.jpg,18 in HIGH x 30 in WIDE(45.72 cm HIGH x 76.20 cm WIDE),,,bcc1bab5e5ab
oil on paper,painting,View from Ben Lomond Vineyard,,"Gift of Concours d'Antiques, Art Guild",Frederick William Billing," Santa Cruz Museum.  1975. U.C. Riverside.  F. Billing, A Gentleman Artist. 1976.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A72.38.1_DGAH_042_02.jpg,14.5 in HIGH x 21.375 in WIDE(36.83 cm HIGH x 54.29 cm WIDE),,,746dcf975217
oil on paper,painting,View from Ben Lomond Vineyard,,"Gift of Concours d'Antiques, Art Guild",Frederick William Billing,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A72.38.2_DGAH_095_02.jpg,14.5 in HIGH x 21.375 in WIDE(36.83 cm HIGH x 54.29 cm WIDE),,,e65eb571089c
oil on canvas,painting,"Landscape, Sunset Colors",,Gift of Dr. William S. Porter,Giuseppe L. Cadenasso," California Section.  Inness Signature Year.  1978-79.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.170_DGAH_046_02.jpg,22 in HIGH x 27 in WIDE(55.88 cm HIGH x 68.58 cm WIDE),,,58b3c7e8913d
oil on canvas,painting,The Old Man's Pleasure,,The Oakland Museum Founders Fund,Henry Alexander,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A69.183_DGAH_139_02.jpg,,,,35dfc32bc2d0
oil on canvas,painting,"Kitchen Alley, San Francisco Chinatown  ((Unfinished Sketch))",,The Oakland Museum Kahn Collection,Henry Nappenbach,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.138_DGAH_118_02.jpg,21.62 in HIGH x 13.87 in WIDE(54.91 cm HIGH x 35.23 cm WIDE),,,e4caf699c194
oil on canvas,painting,"Untitled  (Landscape, Mountain Lake)",,Gift of Mrs. Albert Steele,Hiram Reynolds Bloomer, WAAM.  Small Paintings 19th c. California Landscape.  1972-74.  Catalog #11.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A73.13.1_DGAH_019_02.jpg,12.75 in HIGH x 20.25 in WIDE(32.38 cm HIGH x 51.43 cm WIDE),,,cdb4650cce5d
oil on canvas,painting,Coastal Scene  ((California Coast)),,The Oakland Museum Kahn Collection,James Hamilton, San Diego Museum of Art.  The Golden Land.  1986.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.219_DGAH_078_02.jpg,24 in HIGH x 42.25 in WIDE(60.96 cm HIGH x 107.31 cm WIDE),,,50728d02754b
oil on canvas,painting,View of Lake Tahoe,,The Oakland Museum Kahn Collection,John Ross Key,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.40_DGAH_097_02.jpg,16.25 in HIGH x 30.75 in WIDE(41.27 cm HIGH x 78.10 cm WIDE),,,0e4ddd15d53d
oil on canvas,painting,Oakland Creek,,Gift of Edward C. Bassett Family of Mill Valley,Joseph Lee | (attributed to),,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A95.18_DGAH_051_02.jpg,18 in HIGH x 36 in WIDE(45.72 cm HIGH x 91.44 cm WIDE),,,bad759fc74b9
oil on canvas,painting,Sonoma County Landscape,,Lent by Mr. and Mrs. Victor Reiter,Jules Eugene Pages," Western WA Univ., Bellingham.  Halcyon Summer.  1986. (Cancellation of loan,   late notification, May 6, 1986.) San Diego Museum of Art.  The Golden Land.  1986.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A69.35_DGAH_117_02.jpg,12 in HIGH x 18 in WIDE(30.48 cm HIGH x 45.72 cm WIDE),,,62b2f04df9e5
oil on wood panel,painting,Untitled  (House and Garden),,Gift of Louis B. Siegriest,Louis Siegriest," Notre Dame.  Siegriest Exhib.  1976. TOM.  Impressionism:  The California View, 1890-1930.  1981-82.  (Catalogue)                                        TOM.  Impressionism:  The California View, 1890-1930, Laguna Beach Museum of Art, 1/15/82 to 2/21/82.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A54.10.1_DGAH_104_02.jpg,11.75 in HIGH x 15.75 in WIDE(29.84 cm HIGH x 40.00 cm WIDE),,,01a448f24baf
oil on canvas,painting,Portrait of Joseph M. Bransten (as a Child),,Gift of Mr. Joseph M. Bransten and Mrs. Charles McDougall,Mary Curtis Richardson,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.127.2_DGAH_090_02.jpg,22 in HIGH x 18 in WIDE(55.88 cm HIGH x 45.72 cm WIDE),,,0334fefa3551
oil on canvas,painting,Untitled  ((Portrait of a Woman with Flowers in Her Hair)),,Gift of the Estate of Byron Lundstrom,Orrin Peck, Dunsmuir House.  1975.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A74.22.5_DGAH_121_02.jpg,19 in HIGH x 19 in WIDE(48.26 cm HIGH x 48.26 cm WIDE),,,ab359890ea94
oil on canvas,painting,View of Bridge,,Gift of Helen Baer Gaw,Selden Connor Gile," Walnut Creek Civic Arts Gallery, Rolling Hills and Purple Cows, 1982 de Young.  CA Colorists:  Ptgs. of the Society of Six.  1989.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A58.102.13_DGAH_083_02.jpg,14.75 in HIGH x 18 in WIDE(37.46 cm HIGH x 45.72 cm WIDE),1877.0,1947.0,e4e991522ba3
oil on canvas,painting,Belvedere Cove,,"Gift of Dr. and Mrs. Frederick G. Novy, Jr.",Selden Connor Gile," Brobeck, Phleger & Harrison.  1977. Mayor's Office, City Hall, 1978.                                                                           Hearst Art Gallery, Maurice Logan: Artist and Designer, Jul 5 - Sep 25, 1991.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A73.20.1_DGAH_136_02.jpg,31.5 in HIGH x 33.5 in WIDE(80.01 cm HIGH x 85.09 cm WIDE),1877.0,1947.0,1faf30515247
oil on paper,painting,Untitled  ((Fishermen in Belvedere)),,Gift of Dr. and Mrs. Wallace W. Hall,Selden Connor Gile," Piedmont, Ca.  Art in the Park.  1973. SFMMA.  Ca.  Painting and Sculpture in California:  The Modern Era.  1977.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A73.21.1_DGAH_036_02.jpg,,1877.0,1947.0,d48b367087f5
oil on wood panel,painting,Dinner,,Gift of Louis Siegriest,Selden Connor Gile, Walnut Creek Civic Art Gallery.  Ca.  Rolling Hills and Purple Cows.  1982. de Young.  CA Colorists:  Ptgs. of the Society of Six.  1989.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A75.143.3_DGAH_038_02.jpg,9 in HIGH x 12 in WIDE(22.86 cm HIGH x 30.48 cm WIDE),1877.0,1947.0,66d87bba7cc0
oil on canvas,painting,A Cottage in the Marin County Hills,,Bequest of Ida D. Graham,Thaddeus Welch," Transamerica Corp, 1974 San Mateo Co. Arts Council, 1977 // Paintings From the Past: Coastal Marin 8/8 - 9/28/1997, Bolinas Museum",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A56.7.9_DGAH_186_02.jpg,36 in HIGH x 20 in WIDE(91.44 cm HIGH x 50.80 cm WIDE),,,4c9c62c420cd
oil on canvas,painting,Flowers In Window,,The Oakland Museum Kahn Collection,Thomas Hill," TOM.  Thomas Hill:  The Grand View.  1980. Philbrook.  Tulsa, Ok.  Painters of the Humble Truth.  1981.                                                     Crocker Art Museum: Bountiful Harvest - 19th Century Still Life Paintings, (Nov 15, 1991 - Jun 15,",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.152_DGAH_110_02.jpg,36 in HIGH x 20 in WIDE(91.44 cm HIGH x 50.80 cm WIDE),1829.0,1908.0,b6eb35d224b5
masonite,painting,"Land's End  (Land's End, San Francisco)",,"Gift of Grace Decker Meyer in memory of her husband, Victorien Melville Meyer",Thomas Hill," TOM.  Thomas Hill: The Grand View.  1980.//American Views: Oil sketches by Thomas Hill, Crocker Art Museum 1/26-3/9/97 and traveling through 12/97",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.24_DGAH_092_02.jpg,15.13 in HIGH x 22 in WIDE(38.43 cm HIGH x 55.88 cm WIDE),1829.0,1908.0,bb4765c082aa
oil on canvas,painting,Late Sunset,,Gift of Gary Schnitzer,Will Sparks," Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A79.34_DGAH_123_02.jpg,12 in HIGH x 18 in WIDE(30.48 cm HIGH x 45.72 cm WIDE),,,4ae6164480e1
oil on canvas,painting,Landscape With Figure and House Near Shore,,Gift of Donn Schroder,William Clapp," Piedmont, Ca. Art in the Park.  1973. Chas. Greene Library. Oakland, Ca.  1977.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A58.64.56_DGAH_114_02.jpg,20 in HIGH x 23.75 in WIDE(50.80 cm HIGH x 60.32 cm WIDE),,,30b20b79b957
oil on canvas,painting,Under the Oaks,,Gift of the Keith Art Association,William Keith, SFAI.  1969. TOM.  California Section.  Inness-Signature Years.  1978.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A55.9.2_DGAH_163_02.jpg,29 in HIGH x 40.13 in WIDE(73.66 cm HIGH x 101.93 cm WIDE),,,33bb330b8aeb
oil on canvas,painting,Dark November  (Pastorale),,Gift of the Keith Art Association,William Keith," Ponoma College Art Gallery.  1962. Steven Harris.  Piedmont, Ca.  1972. San Jose Museum of Art.  1980.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A55.9.47_DGAH_115_02.jpg,22 in HIGH x 32 in WIDE(55.88 cm HIGH x 81.28 cm WIDE),,,a9d0f14c3c1a
oil on canvas,painting,Elsie,,Gift of Dr. William S. Porter,Xavier Tizoc Martinez, PPIE.  S.F. 1915. U.C. Davis.  1965. TOM. Martinez Retrospective.  1974. Monterey Peninsula Museum of Art. Artists of the Monterey Peninsula 1875-1925.  1981. Walnut Creek Civic Art Gallery.  1987.// CCAC: Past Present and Future 9/4/96-10/26/96,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.168_DGAH_020_02.jpg,16 in HIGH x 16 in WIDE(40.64 cm HIGH x 40.64 cm WIDE),,,f72cea55157a
oil on canvas,painting,Apache Dance,,Gift opf Dr. William S. Porter,Xavier Tizoc Martinez," TOM.  Martinez Retrospective.  1974. Grand Central Art Galleries, NYC.  American Tonalist Painters.  1982.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.172_DGAH_076_02.jpg,14 in HIGH x 20 in WIDE(35.56 cm HIGH x 50.80 cm WIDE),,,f697b82cf9c2
oil on canvas,painting,Contra Costa,,Gift of Anonymous Donor,Xavier Tizoc Martinez," Sonoma College Art Gallery.  1962. TOM.  Martinez Exhib.  1974. Art Programs, S.F.  A Sense of Place - California Landscape Painting 1870-1930.  1978. Walnut Creek Civic Arts Gallery.  Rolling Hills & Purple Cows.  1982. San Diego Museum of Art. The G",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.279_DGAH_032_02.jpg,36 in HIGH x 36 in WIDE(91.44 cm HIGH x 91.44 cm WIDE),,,49b280143801
oil on canvas,painting,Notre Dame,,Gift of Dr. William S. Porter,Xavier Tizoc Martinez, Newport Harbor Art Museum.  California Design 1910.  1974. Martinez exh.  1974.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.286_DGAH_077_02.jpg,16 in HIGH x 16.26 in WIDE(40.64 cm HIGH x 41.30 cm WIDE),,,d2a92b38d19e
oil on canvas,painting,Untitled (A Southwest Indian on Kiva),,Gift of the family of Mrs. Myra J. Browne,Xavier Tizoc Martinez, TOM Xavier Martinez 1974.  Catalog #44.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A72.80_DGAH_080_02.jpg,21.75 in HIGH x 26.75 in WIDE(55.24 cm HIGH x 67.94 cm WIDE),,,6475765eded3
oil on canvas,painting,Untitled (Landscape with Building),,Gift of the Estate of Margaret Kleinhans,Arthur Mathews | Lucia Mathews,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A80.120.1_DGMA_212_02.jpg,26.5 in HIGH x 22 in WIDE(67.31 cm HIGH x 55.88 cm WIDE),1860.0,1945.0,33f4003606fa
oil on canvas,painting,The Wave  (Marine)|The Wave,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," PPIE. TOM.  Mathews Exhibition.  1972.  (Cat.) Pasadena, Ca.  California Design - 1910.  1974. WMAA.  N.Y.  Seascape and the American Imagination.  1975. New York Univ. and Univ. of Kansas.  1979. TOM.  Mathews Exhibition.  1985.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.8_DGMA_125.1_02.jpg,25.5 in HIGH x 22.5 in WIDE(64.77 cm HIGH x 57.15 cm WIDE),1860.0,1945.0,d6d602b07155
