Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,production_id
Lincoln Tobier,Color photograph on board,39 1/2 x 27 1/2 in. (100.3 x 69.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Themis and Dare Michos",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.42.2&dim=300px,R.L.A. Montage,1995,5fc10eaf8ee0
Garry Winogrand,Gelatin silver print,"Frame: 21 11/16 x 17 5/8 in. (55.1 x 44.8 cm)
11 x 14 in. (27.9 x 35.6 cm)
Image: 8 3/4 x 13 1/8 in. (22.2 x 33.3 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.55.2&dim=300px,Untitled (Woman in a v-cut top with cigarette),1975,26a072e7aff2
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.5&dim=300px,Untitled,1968,1ba90685f0ed
Max Yavno,Gelatin silver print,15 1/4 x 19 3/8 in. (38.7 x 49.2 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.98&dim=300px,Eddy and Franklin,1947,c931e2429085
Max Yavno,Gelatin silver print,"16 x 19 7/8 in. (40.6 x 50.5 cm)
Image: 19 3/8 in. (49.2 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.156&dim=300px,Mannequin in Doorway,1981,98453152ea4b
Max Yavno,Gelatin silver print,20 x 16 in. (50.8 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.56&dim=300px,The Leg,1949,387ff5bddd85
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 3/8 x 3 1/4 in. (11.1 x 8.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.18&dim=300px,LA-C 100,1977,605c9aedaa5a
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.68&dim=300px,Untitled,1972,59cc0b42284c
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.94&dim=300px,It&#039;s fun to break up the glass.  We&#039;re doing our thing for ecology and the Boy Scouts will give us a badge for working here.,1972,dec31e608ac7
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.11&dim=300px,"I enjoy cooking, dogs, cats, kids, soccer, and living here.",1972,0f2bb51b1757
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.80&dim=300px,Judy and Walt Hanhy,1972,383e27b4ede8
Gabriel Orozco,Cibachrome,18 5/8 x 12 7/16 in. (47.3 x 31.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Andy Warhol Foundation for the Visual Arts, Inc. and Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.4&dim=300px,Melted Popsicle (Paleta Derretida),1993,ee722693140c
Tracey Moffatt,Offset print,31 x 23 1/2 in. (78.7 x 59.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Kwon Family",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.193.9&dim=300px,Birth Certificate,1994,a9b9f33ffbf2
Ed Moses,Acrylic on canvas,78 x 66 in. (198.1 x 167.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Andrew C. Moses",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.67&dim=300px,Cubist Painting IV,1976,d974b674d422
Pentti Monkkonen,"Forton AG, fiberglass, oak, telephone",114 x 34 x 34 in. (289.6 x 86.4 x 86.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.128&dim=300px,Chateau,2000,3a3d1b5bcb4f
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.8&dim=300px,"Iroquiet, New York",1977,bfb35a41479d
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.44&dim=300px,"Lake Road, New York Roadside",1977,a261929245e8
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.15&dim=300px,"Holcomb, New York",1977,4d4d6969f4ee
John McLaughlin,Oil on canvas,36 1/16 x 48 1/16 in. (91.6 x 122.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Elizabeth Goulds",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.114&dim=300px,#17,1960,2103032700a8
Larry Clark,Silver print,"11 x 14 in. (27.9 x 35.6 cm)
Image: 8 3/8 x 12 1/2 in. (21.3 x 31.8 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.27.9&dim=300px,"Outtake (Girl in plaid, seated on a bed)",1971,00896fce3608
Alfred Eisenstaedt,Gelatin silver print,Image: 9 1/2 x 7 1/8 in. (24.1 x 18.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Saul E. Levi",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.100&dim=300px,"Hat belonging to painter Andrew Wyeth on top of bed at home, Cushing, ME,   , 0",1965,e0c293a0f617
Robert Frank,Gelatin silver print,"11 x 14 in. (27.9 x 35.6 cm)
Image: 8 3/4 x 13 in. (22.2 x 33 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.28.26&dim=300px,"View from hotel window - Butte, Montana",1955,ce131bdbc3d8
John Divola,"Chromogenic dye-coupler print, AP1","24 x 20 in. (61 x 50.8 cm)
Image: 19 x 19 in. (48.3 x 48.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.70.26&dim=300px,N34.10.993&#039; W115.47.924&#039;,1998,3c6210f21e5f
Alfred Eisenstaedt,Gelatin silver print,Image: 13 1/2 x 9 1/4 in. (34.3 x 23.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Saul E. Levi",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.99&dim=300px,"Politics at fight,  , 0",1960,0f2603309511
Christo,"Color screenprint, 42/100",32 x 23 in. (81.3 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.4&dim=300px,"Lower Manhattan Packed Buildings, Number 2 Broadway and Number 20 Exchange Place From the Proposals and Realizations Series (Hovdenakk No. 12)",1964,61952d1e35fb
Vanessa Beecroft,"Digital C-print, edition 2/6",25 7/8 x 35 7/8 in. (65.7 x 91.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of William J. Bell",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.27&dim=300px,"vb20.011.vb.sld Institute of Contemporary Art Philadelphia, Pennsylvania",1996,564e9102b716
John McLaughlin,Lithograph,18 1/2 x 21 1/2 in. (47 x 54.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Atlantic Richfield Company",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.95&dim=300px,Untitled,1963,e1baeb5224e5
Roger Mertin,Gelatin silver print,"Image: 7 1/2 x 11 1/4 in. (19.1 x 28.6 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.45.26&dim=300px,Untitled: Woman with Television,1968,589c776b0cfc
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.29&dim=300px,M. Rochester Back Yard,1977,bcddc3f3842d
Lee Mullican,Ink on paper,"16 x 10 1/2 in. (40.6 x 26.7 cm)
Frame: 20 1/2 x 16 1/2 x 1 3/8 in. (52.1 x 41.9 x 3.5 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Dean Valentine",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.30&dim=300px,Untitled (Dyn#7),1950,d4d0e3a868ef
Jan Mueller,Oil on panel,9 x 16 in. (22.9 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.80&dim=300px,Concert of Angels Variation,1957,7ecb8dd167b6
Grant Mudford,Black and white photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.13.2&dim=300px,Salk Institute for Biological Studies -65,1959,9d5dee4cbeaa
Tracey Moffatt,Offset print,31 x 23 1/2 in. (78.7 x 59.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Kwon Family",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.193.2&dim=300px,Charm Alone,1994,28c9f2186e8b
Gabriel Orozco,Gouache on paper boarding pass,3 3/8 x 7 1/2 in. (8.6 x 19.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.193&dim=300px,Untitled (Boarding Pass July 11),2001,a464f3106b4e
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.73&dim=300px,I believe organized sports make better citizens of children.  I have four boys and they all play baseball and soccer.  They learn to cooperate with others...and that winning isn&#039;t always the most important thing to do.,1972,b282a46d3ed3
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.14&dim=300px,"Togetherness really exists in our family.  My daughter and I operate the lunch room at the Valley Inn.  My sons work part-time with their dad, hanging sheet-rock.  And my eldest two sons work at the Gulf gas station (SEE NOTES SECTION FOR COMPLETE TITLE)",1972,3bbb10ba5d2e
Jorge Pardo,"Glass, electrical cord, and light bulb",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.84&dim=300px,Monochrome,1995,ebb2008c6666
James Welling,"Silver print, edition 1/3",Frame: 18 1/4 x 22 1/4 x 1 in. (46.4 x 56.5 x 2.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jeanne Meyers",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.68&dim=300px,Untitled,1984,a8365653b5a0
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.21&dim=300px,LA-C 200,1978,4e2303caddd4
John Altoon,Oil on canvas,83 1/8 x 70 in. (211.1 x 177.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.6&dim=300px,Trip,1958,5037a61b0c44
Max Yavno,Gelatin silver print,"16 x 19 7/8 in. (40.6 x 50.5 cm)
Image: 14 5/8 x 19 3/8 in. (37.1 x 49.2 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.167&dim=300px,Village in Sahara Desert,1982,6cb19f9d8760
Max Yavno,Gelatin silver print,"20 x 15 in. (50.8 x 38.1 cm)
Image: 9 1/2 x 7 3/8 in. (24.1 x 18.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.9&dim=300px,Girl Over The Fence,1939,86f3e05ab6b4
Max Yavno,Gelatin silver print,15 x 19 7/16 in. (38.1 x 49.4 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.75&dim=300px,Clothing Store,1980,c2902b29562a
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.12&dim=300px,Real Estate Photograph No. 2,9092,5000bddd1acc
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.23&dim=300px,Real Estate Photograph No. 4,9089,f58b2de34af2
Susan Rankaitis,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.20&dim=300px,Diagonal Study #1,1987,b42e820960bb
Edward Ruscha,"Lithograph on paper, edition 28/55",37 x 31 1/2 in. (94 x 80 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.158&dim=300px,Fan and Its Surroundings,1982,ae5cb8fd9846
Susan Rothenberg,Acrylic and flashe on canvas,89 x 132 1/4 in. (226.1 x 335.9 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.75&dim=300px,The Hulk,1979,bd1f78dc6151
Kay Rosen,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.3&dim=300px,Sp-spit it Out,1992,99b25373b326
Mark Rothko,Oil on canvas,99 1/4 x 81 3/4 in. (252.1 x 207.6 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.24&dim=300px,"No. 46 [Black, Ochre, Red Over Red]",1957,d2e53ce08794
Susan Rankaitis,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.19&dim=300px,Techachapi/Phantom,1982,37338d7eb296
Frances Stark,Carbon on paper,19 x 26 in. (48.3 x 66 cm),"The Museum of Contemporary Art, Los Angeles
Gift of anonymous donors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.20&dim=300px,"No Title (October 22, )",1995,da7c55a1e43c
Frank Stella,Acrylic on canvas,120 x 600 in. (304.8 x 1524 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert A. Rowan",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.1&dim=300px,Agua Caliente from The Race Track Series,1971,ba2237ae13b0
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.7&dim=300px,Untitled,1968,42f8e4456cba
Garry Winogrand,Gelatin silver print,"Frame: 16 x 20 in. (40.6 x 50.8 cm)
11 x 14 in. (27.9 x 35.6 cm)
Image: 8 5/8 x 12 7/8 in. (21.9 x 32.7 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.54.26&dim=300px,"Muhammad Ali-Oscar Bonavena Press Conference, New York",1970,125c7fa8ac47
Garry Winogrand,Gelatin silver print,"Image: 8 5/8 x 12 7/8 in. (21.9 x 32.7 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.54.24&dim=300px,"Opening, Frank Stella Exhibition, The Museum of Modern Art, New York",1970,95f5323d590e
Max Yavno,Gelatin silver print,"10 7/8 x 14 in. (27.6 x 35.6 cm)
Image: 10 1/4 x 13 3/8 in. (26 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.164&dim=300px,Melon Man,1982,af094ffb14d6
Max Yavno,Gelatin silver print,"10 7/8 x 14 in. (27.6 x 35.6 cm)
Image: 13 1/2 x 10 1/4 in. (34.3 x 26 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.26&dim=300px,West 14th Street,1979,9af08cdc43f7
Max Yavno,Gelatin silver print,"21 7/8 x 27 7/8 in. (55.6 x 70.8 cm)
Image: 14 1/4 x 19 1/4 in. (36.2 x 48.9 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.147&dim=300px,Coffin Maker,1979,1f0274f4f3d7
Richard Artschwager,"Acrylic, paper, and wood",40 1/2 x 20 1/2 x 20 in. (102.9 x 52.1 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ann and Richard Artschwager",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.103&dim=300px,Chair,1965,f994cb7e5e2c
John Altoon,Watercolor and ink on illustration board,30 1/4 x 40 1/4 in. (76.8 x 102.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Ferrier Family: Anne, John Jr., Katie and Stuart",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.2&dim=300px,Shoot the Baby,1966,183970c46fd0
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.2&dim=300px,Cascade,1980,b55af8165f81
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.97&dim=300px,Untitled,1972,82c8d514357c
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.74&dim=300px,Untitled,1972,6a42584304fd
Tracey Moffatt,Offset print,31 x 23 1/2 in. (78.7 x 59.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Kwon Family",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.193.7&dim=300px,Mother&#039;s Day,1994,a215d2a834c3
Ed Moses,Graphite on Strathmore board,61 1/4 x 41 1/4 in. (155.6 x 104.8 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift from the Collection of Laura-Lee and Robert Woods",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.76&dim=300px,Rose #3 (Some Roses Are),1961,0d4a3eab57b7
Lee Mullican,Gouache on paper,Paper: 24 x 18 in. (61 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marc Selwyn",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.100&dim=300px,Untitled,1964,e2f9642fa178
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.37&dim=300px,Poultneyville Orchard,1977,c4daf152c13c
Larry Clark,Silver print,"14 x 11 in. (35.6 x 27.9 cm)
Image: 12 3/8 x 8 1/4 in. (31.4 x 21 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.27.3&dim=300px,Children of Alcoholics  (Boy on ceiling beams),1986,3c9f2e300c6e
Alfred Eisenstaedt,Gelatin silver print,Image: 10 1/2 x 10 1/2 in. (26.7 x 26.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Saul E. Levi",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.102&dim=300px,"Family portrait of The Winkles and their dog Whitey, Hamilton, OH,  , 0",1943,7d8ddd5742af
Robert Frank,Gelatin silver print,"14 x 11 in. (35.6 x 27.9 cm)
Image: 12 1/2 x 8 3/8 in. (31.8 x 21.3 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.28.7&dim=300px,"Navy Recruiting Station, Post Office - Butte, Montana",1956,f82c5f9c6631
Paul Dillon,Acrylic on canvas,71 3/4 x 63 1/4 in. (182.2 x 160.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.137&dim=300px,Spectrum II,1980,bf5b25a65fa3
Larry Clark,Silver print,"14 x 11 in. (35.6 x 27.9 cm)
Image: 12 x 8 3/4 in. (30.5 x 22.2 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.26.2&dim=300px,Untitled,1956,3fc15b9f38c5
Vanessa Beecroft,"Digital C-print, edition 2/6",26 7/8 x 25 7/8 in. (68.3 x 65.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of William J. Bell",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.40&dim=300px,"vb40.067.vb.pol Museum of Contemporary Art Sydney, Australia",1999,265bf49326e6
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.1&dim=300px,"Upstate, New York",1977,6d07d19c28ed
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.34&dim=300px,"Tree, Stratford, Conneticut",1977,bc3134dc08fe
Pentti Monkkonen,"Fiberglass, wood, paint",84 x 18 x 136 in. (213.4 x 45.7 x 345.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Heidi and Erik Murkoff",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.25&dim=300px,See-Saw,1999,6674e97f23bd
Grant Mudford,"Gelatin silver print, edition of 25",19 1/2 x 24 in. (49.5 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. Merle S. Glick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.63&dim=300px,The Pike from The Long Beach Series,1979,51a4c2feec84
Tracey Moffatt,Offset print,31 x 23 1/2 in. (78.7 x 59.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Kwon Family",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.193.1&dim=300px,Job Hunt,1994,2d63c5a5482b
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.13&dim=300px,"We lived in our house for a year without any living room furniture.  We wanted to furnish the room with things we loved, not early attic or leftovers.  Now we have everything but the pictures and the lamps.",1972,e07c58547c2c
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.84&dim=300px,Janet and Lee Keene,1972,a562bfe02c60
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.96&dim=300px,Washing cars is a great way for a group of kids to make some money.,1972,b7f69da2aaa4
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 x 4 3/4 in. (10.2 x 12.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.1&dim=300px,LA-A 7,1976,b79764764c47
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.19&dim=300px,LA-C 120,1978,966bf991c20d
