technique,provenance,title,imageUrl,dimensions,artist,additionalInfo,url,production_id
Oil on canvas,California Afro-American Museum Foundation purchase,Untitled (Tree Lift),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBob%5FThompson%5CTreelift%2Ebmp,"37.5"" x 26.5""",Robert Thompson,"painting, signed and dated Paris '62 on reverse framed (no glass)",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Robert+Thompson&whereclause=where+maker%3D%27Robert+Thompson%27+OR+cleanmaker%3D%27Robert+Thompson%27+OR+maker1%3D%27Robert+Thompson%27+OR+maker2%3D%27Robert+Thompson%27+OR+maker3%3D%27Robert+Thompson%27+OR+maker4%3D%27Robert+Thompson%27+OR+maker5%3D%27Robert+Thompson%27&current_record=1,7fc79cbb3bf6
gouache on paper,California Afro-American Museum Foundation purchase,Christ on the Cross,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBob%5FThompson%5CChrist+on+Cross%2Ejpg,"17.5"" x 16.5""",Robert Thompson,Scene depicting red colored Christ on cross as orange and yellow male figures are on crosses nearby. Female blue figure and orange male figure stand on ground between crucified figures.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Robert+Thompson&whereclause=where+maker%3D%27Robert+Thompson%27+OR+cleanmaker%3D%27Robert+Thompson%27+OR+maker1%3D%27Robert+Thompson%27+OR+maker2%3D%27Robert+Thompson%27+OR+maker3%3D%27Robert+Thompson%27+OR+maker4%3D%27Robert+Thompson%27+OR+maker5%3D%27Robert+Thompson%27&current_record=2,589cfcdc7b98
Gelatin silver print,Gift of Roderick Lyons,Rosa Parks,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLyons%5FRosaParks%2Ejpg,"10"" H x 6.75"" W",Roderick J. Lyons,Rosa Parks peers out of the window of a friend's home in Los Angeles. She is shown drawing back the curtains.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Roderick+J%2E+Lyons&whereclause=where+maker%3D%27Roderick+J%2E+Lyons%27+OR+cleanmaker%3D%27Roderick+J%2E+Lyons%27+OR+maker1%3D%27Roderick+J%2E+Lyons%27+OR+maker2%3D%27Roderick+J%2E+Lyons%27+OR+maker3%3D%27Roderick+J%2E+Lyons%27+OR+maker4%3D%27Roderick+J%2E+Lyons%27+OR+maker5%3D%27Roderick+J%2E+Lyons%27&current_record=1,e409a6b3c613
collage and watercolor on paper,California Afro-American Museum Foundation purchase,Mecklenburg Morning & Evening Sunrise,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CSunrise%2Ejpg,"12"" x  9""",Romare Bearden,"Collage of female figure washing herself as older woman sits in chair nearby, cat in foreground.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=1,d4eabadb76ce
Serigraph,California Afro-American Museum Foundation purchase,In the Garden,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CInTheGarden%2Ejpg,"28.75"" x 21.25",Romare Bearden,Print of woman in gingham dress and sun hat tending to her garden. House and hills in background.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=2,a8c5092e92b3
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #4,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRIV%2Ejpg,"46"" x 39""",Romare Bearden,"Print referring to the classical Greek myth of The Judgement of Paris. A male figure sits under a tree as three female figures (goddesses) appear before him, each vying to be chosen the most beautiful.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=3,bd1322cf7d77
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #3,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRIII%2Ejpg,"39"" x 46½""",Romare Bearden,Print referencing Salome in the Bible. She carries the head of John the Baptist on a platter as others stand nearby and watch.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=4,a2dd08bb7f41
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #2,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRII%2Ebmp,"46"" x 39""",Romare Bearden,Female and male figure beneath a fruit tree with reference to ancestors and self in a triangular formation in background.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=5,db5be967400f
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #1,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRI%2Ejpg,"46"" x 39""",Romare Bearden,"Print of woman in red and white dress carrying basket. Birds, fish, fruit and trees surround her.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=6,e7aa79f98f0a
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #5,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRV%2Ebmp,"46"" x 39""",Romare Bearden,"Reference to Noah's Ark, where Noah sends out a messenger bird. Male figure stands on deck of large sailboat at sea with swirling waves.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=7,57007e3707d6
Serigraph,California Afro-American Museum Foundation purchase,Quilting Time,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CQuilting%2Ebmp,"25.75"" x 30.75""",Romare Bearden,Couple shown quilting in their place of residence.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=8,ad344b76a440
Serigraph,Bequest of Alfred C. Darby,(Piano Lesson) Homage to Mary Lou,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPiano%2Ejpg,"37"" x 28¼""",Romare Bearden,Interior home scene of woman teaching a young girl to play the piano.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=9,1804ec12a1df
Oil on railroad board (graffito carved),Gift of S. and W. White,A Tear and a Glow for JFK/Portrait of a Young Boy,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSykes%5C96%5F1%2EJpg,"39"" x 28.75"" x 2""",Rozzell Sykes,Executed in a brown camaieu palette,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rozzell+Sykes&whereclause=where+maker%3D%27Rozzell+Sykes%27+OR+cleanmaker%3D%27Rozzell+Sykes%27+OR+maker1%3D%27Rozzell+Sykes%27+OR+maker2%3D%27Rozzell+Sykes%27+OR+maker3%3D%27Rozzell+Sykes%27+OR+maker4%3D%27Rozzell+Sykes%27+OR+maker5%3D%27Rozzell+Sykes%27&current_record=1,9334a75463aa
Acrylic on canvas,Gift of S. and W. White,The Tribesman/Bay Study,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSykes%5C96%5F6%2EJpg,"44.5"" x 32.25"" x 2""",Rozzell Sykes,Executed in a strong expressionistic style and in a palette with yellow and black predominant.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rozzell+Sykes&whereclause=where+maker%3D%27Rozzell+Sykes%27+OR+cleanmaker%3D%27Rozzell+Sykes%27+OR+maker1%3D%27Rozzell+Sykes%27+OR+maker2%3D%27Rozzell+Sykes%27+OR+maker3%3D%27Rozzell+Sykes%27+OR+maker4%3D%27Rozzell+Sykes%27+OR+maker5%3D%27Rozzell+Sykes%27&current_record=2,2e3a7d4b55c2
Impasto acrylics on railroad board,Gift of S. and W. White,The Face of JuJu/Bay Study,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSykes%5C96%5F4%2EJpg,"41"" x 31""",Rozzell Sykes,Portrait painted on found railroad board with heavy crackling.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rozzell+Sykes&whereclause=where+maker%3D%27Rozzell+Sykes%27+OR+cleanmaker%3D%27Rozzell+Sykes%27+OR+maker1%3D%27Rozzell+Sykes%27+OR+maker2%3D%27Rozzell+Sykes%27+OR+maker3%3D%27Rozzell+Sykes%27+OR+maker4%3D%27Rozzell+Sykes%27+OR+maker5%3D%27Rozzell+Sykes%27&current_record=3,ef51adccd435
Lithograph,Bequest of Alfred C. Darby,Personage en Cave,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTamaya%5FPersonage%2Ejpg,"41¼"" x 31""",Rufino Tamayo,"Organic figure drawn in black, pink and orange.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rufino+Tamayo&whereclause=where+maker%3D%27Rufino+Tamayo%27+OR+cleanmaker%3D%27Rufino+Tamayo%27+OR+maker1%3D%27Rufino+Tamayo%27+OR+maker2%3D%27Rufino+Tamayo%27+OR+maker3%3D%27Rufino+Tamayo%27+OR+maker4%3D%27Rufino+Tamayo%27+OR+maker5%3D%27Rufino+Tamayo%27&current_record=1,143d1bd55714
Stereograph photography,Gift of Paul Kiler,Louisiana Scenery. Cutting Sugar Cane,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStereo+cards%5CCutting+Sugar+Cane%2Ejpg,"4"" H x 7"" W",S.T. Blessing,Stereo card showing seven African Americans cutting sugar cane.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+S%2ET%2E+Blessing&whereclause=where+maker%3D%27S%2ET%2E+Blessing%27+OR+cleanmaker%3D%27S%2ET%2E+Blessing%27+OR+maker1%3D%27S%2ET%2E+Blessing%27+OR+maker2%3D%27S%2ET%2E+Blessing%27+OR+maker3%3D%27S%2ET%2E+Blessing%27+OR+maker4%3D%27S%2ET%2E+Blessing%27+OR+maker5%3D%27S%2ET%2E+Blessing%27&current_record=1,cb3241b6e146
Lithograph,Bequest of Alfred C. Darby,Untitled,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFrancisSam%5Funtitled%2Ejpg,"15"" H x 11.25"" W",Sam Francis,Abstract organic composition with blue circles and yellow splattering.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sam+Francis&whereclause=where+maker%3D%27Sam+Francis%27+OR+cleanmaker%3D%27Sam+Francis%27+OR+maker1%3D%27Sam+Francis%27+OR+maker2%3D%27Sam+Francis%27+OR+maker3%3D%27Sam+Francis%27+OR+maker4%3D%27Sam+Francis%27+OR+maker5%3D%27Sam+Francis%27&current_record=1,2975da0d8796
"cardboard, paper, hot melt adhesive",Gift of Sam Gilliam,model for CAAM Hues,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGilliam%5CCAAM+Hues+model%2Ejpg,"18"" x 27"" 18""",Sam Gilliam,cardboard model,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sam+Gilliam&whereclause=where+maker%3D%27Sam+Gilliam%27+OR+cleanmaker%3D%27Sam+Gilliam%27+OR+maker1%3D%27Sam+Gilliam%27+OR+maker2%3D%27Sam+Gilliam%27+OR+maker3%3D%27Sam+Gilliam%27+OR+maker4%3D%27Sam+Gilliam%27+OR+maker5%3D%27Sam+Gilliam%27&current_record=1,7eae09590f26
"Aluminum, polyurethane paint","Commissioned by the California Arts Council, Art in Public Buildings Program",CAAM Hues,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGilliam%5CGilliam%5FCAAMHues%2Ejpg,"95.5 H x 103 W x 66""D",Sam Gilliam,"""This painted aluminum relief is a collage in the tradition of Afro-American abstraction."" (SG)",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sam+Gilliam&whereclause=where+maker%3D%27Sam+Gilliam%27+OR+cleanmaker%3D%27Sam+Gilliam%27+OR+maker1%3D%27Sam+Gilliam%27+OR+maker2%3D%27Sam+Gilliam%27+OR+maker3%3D%27Sam+Gilliam%27+OR+maker4%3D%27Sam+Gilliam%27+OR+maker5%3D%27Sam+Gilliam%27&current_record=2,9a7ac48738b9
Photo-mechanical reproduction,Gift from Samuel Goldwyn Co.,To Sleep With Anger,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CTo+Sleep+with+Anger%2Ejpg,"44"" x 29""",Samuel Goldwyn Company,"movie poster, Danny Glover holding cards; Charles Burnett, Director",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Samuel+Goldwyn+Company&whereclause=where+maker%3D%27Samuel+Goldwyn+Company%27+OR+cleanmaker%3D%27Samuel+Goldwyn+Company%27+OR+maker1%3D%27Samuel+Goldwyn+Company%27+OR+maker2%3D%27Samuel+Goldwyn+Company%27+OR+maker3%3D%27Samuel+Goldwyn+Company%27+OR+maker4%3D%27Samuel+Goldwyn+Company%27+OR+maker5%3D%27Samuel+Goldwyn+Company%27&current_record=1,6cea96988a32
Photo-mechanical reproduction,Gift of Samuel Goldwyn Co.,Hollywood Shuffle,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CHollywood+Shuffle%2Ejpg,"44"" x 29""",Samuel Goldwyn Company,"movie poster, Robert Townsend, Director",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Samuel+Goldwyn+Company&whereclause=where+maker%3D%27Samuel+Goldwyn+Company%27+OR+cleanmaker%3D%27Samuel+Goldwyn+Company%27+OR+maker1%3D%27Samuel+Goldwyn+Company%27+OR+maker2%3D%27Samuel+Goldwyn+Company%27+OR+maker3%3D%27Samuel+Goldwyn+Company%27+OR+maker4%3D%27Samuel+Goldwyn+Company%27+OR+maker5%3D%27Samuel+Goldwyn+Company%27&current_record=2,3b47706c71c0
Photo-mechanical reproduction,Gift of Samuel Goldwyn Co.,Straight Out of Brooklyn,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CStraight+Out+of+Brooklyn%2Ejpg,"43"" x 29""",Samuel Goldwyn Company,"movie poster, movie by Matty Rich",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Samuel+Goldwyn+Company&whereclause=where+maker%3D%27Samuel+Goldwyn+Company%27+OR+cleanmaker%3D%27Samuel+Goldwyn+Company%27+OR+maker1%3D%27Samuel+Goldwyn+Company%27+OR+maker2%3D%27Samuel+Goldwyn+Company%27+OR+maker3%3D%27Samuel+Goldwyn+Company%27+OR+maker4%3D%27Samuel+Goldwyn+Company%27+OR+maker5%3D%27Samuel+Goldwyn+Company%27&current_record=3,fd40472d91f2
oil on metal and wood,Gift of the Artist,S/he in the Middle of Some Changes,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CChanges%2Ebmp,"8"" x 10"" x 2½""",Sandra Rowe,mixed media assemblage; reference to domestic violence.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sandra+Rowe&whereclause=where+maker%3D%27Sandra+Rowe%27+OR+cleanmaker%3D%27Sandra+Rowe%27+OR+maker1%3D%27Sandra+Rowe%27+OR+maker2%3D%27Sandra+Rowe%27+OR+maker3%3D%27Sandra+Rowe%27+OR+maker4%3D%27Sandra+Rowe%27+OR+maker5%3D%27Sandra+Rowe%27&current_record=1,ce2f835a5ef2
Mixed media on masonite,Gift of the National Endowment for the Arts,Mrs. Whitehead,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CWhitehead+1%2Ejpg,"various pieces  (total 198"" x 11"" x 7"")",Sandra Rowe,"Twelve (12) pieces/panels total including a cup, each with text telling a story about Mrs. Whitehead and her late husband.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sandra+Rowe&whereclause=where+maker%3D%27Sandra+Rowe%27+OR+cleanmaker%3D%27Sandra+Rowe%27+OR+maker1%3D%27Sandra+Rowe%27+OR+maker2%3D%27Sandra+Rowe%27+OR+maker3%3D%27Sandra+Rowe%27+OR+maker4%3D%27Sandra+Rowe%27+OR+maker5%3D%27Sandra+Rowe%27&current_record=2,ada91241f39b
lithograph,California Afro-American Museum Foundation purchase,Singing Saints,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSinging%2Ebmp,"26.5 x 19.5""",Sargent Claude Johnson,two slightly abstracted figures singing with a stringed instrument.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sargent+Claude+Johnson&whereclause=where+maker%3D%27Sargent+Claude+Johnson%27+OR+cleanmaker%3D%27Sargent+Claude+Johnson%27+OR+maker1%3D%27Sargent+Claude+Johnson%27+OR+maker2%3D%27Sargent+Claude+Johnson%27+OR+maker3%3D%27Sargent+Claude+Johnson%27+OR+maker4%3D%27Sargent+Claude+Johnson%27+OR+maker5%3D%27Sargent+Claude+Johnson%27&current_record=1,51d5e43e9efa
Rotogravure,Gift of Edward T. Garcia,"""I Want My Mammy""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CWant%5FMammy+copy%2Ejpg,"12.25"" x 9.25""","Shapiro, Bernstein & Co., Inc.","Sheet music written by Geo.B. Wehner and Louis Breau; pink text box in lower right quadrant announcing Eddie Cantor in ""The Midnight Rounders.""",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E&whereclause=where+maker%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+cleanmaker%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker1%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker2%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker3%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker4%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker5%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27&current_record=1,cfce9318ffc7
Rotogravure,Gift of Edward T. Garcia,"""River, Stay 'Way From My Door""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CRiverStay+copy%2Ejpg,"12.25"" x 9.25""","Shapiro, Bernstein & Co., Inc. Music Publishers",Sheet music written by Mort Dixon and Harry Woods; drawing of elderly African American male facing a river next to a cabin; photo of Julian Woodworth in bottom right quadrant.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers&whereclause=where+maker%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+cleanmaker%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker1%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker2%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker3%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker4%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker5%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27&current_record=1,4ec306cdcefb
engraving on newsprint,"Gift of Friends, The Foundation of the California African American Museum",The English Mania for Private Theatricals Invades Blackville,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CEnglishMania+copy%2Ejpg,15.75 H x 10.75 W,"Sol Eytinge, Jr.",An engraving on newsprint that shows four black men acting on a rickety wooden stage. They are all dressed in European influenced costumes. Offstage another black male can be seen reading from a book.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sol+Eytinge%2C+Jr%2E&whereclause=where+maker%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+cleanmaker%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker1%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker2%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker3%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker4%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker5%3D%27Sol+Eytinge%2C+Jr%2E%27&current_record=1,5e6cb5d6a465
fabric banner,Courtesy of South African Consulate General,South African flag,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLoans%5CSAFRICA%2EBMP,"44"" H x 72"" W",South Africans,"flag, South African (post-apartheid)",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+South+Africans&whereclause=where+maker%3D%27South+Africans%27+OR+cleanmaker%3D%27South+Africans%27+OR+maker1%3D%27South+Africans%27+OR+maker2%3D%27South+Africans%27+OR+maker3%3D%27South+Africans%27+OR+maker4%3D%27South+Africans%27+OR+maker5%3D%27South+Africans%27&current_record=1,b2c409cad2a5
Rotogravure,Gift of Eunice P. Carter and Margaret E. Pendergrass,"First Anniversary Memorial Service and Celebration Commemorating the Life and Works ofDr. Martin Luther King, Jr.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CShrine%5FMLK%2Ejpg,"11"" H x 8.5"" W",Southern Christian Leadership Conference,"Official program booklet celebrating the first anniversary of the assassination of Martin Luther King, Jr. held at the Shrine Auditorium in Los Angeles.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Southern+Christian+Leadership+Conference&whereclause=where+maker%3D%27Southern+Christian+Leadership+Conference%27+OR+cleanmaker%3D%27Southern+Christian+Leadership+Conference%27+OR+maker1%3D%27Southern+Christian+Leadership+Conference%27+OR+maker2%3D%27Southern+Christian+Leadership+Conference%27+OR+maker3%3D%27Southern+Christian+Leadership+Conference%27+OR+maker4%3D%27Southern+Christian+Leadership+Conference%27+OR+maker5%3D%27Southern+Christian+Leadership+Conference%27&current_record=1,925bb2076c8c
Stereograph,Gift of Paul Kiler,"""How de Debble Does Dey Make a Bicycle?""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStereo+cards%5CBicycle%2Ejpg,"3.5"" H x 7"" W",Strohmeyer & Wyman Publishers,Stereo card showing African American boy with a hammer and wrench scratching his head with a bicycle tire in front of him. Cat and man with a hat in background.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Strohmeyer+%26+Wyman+Publishers&whereclause=where+maker%3D%27Strohmeyer+%26+Wyman+Publishers%27+OR+cleanmaker%3D%27Strohmeyer+%26+Wyman+Publishers%27+OR+maker1%3D%27Strohmeyer+%26+Wyman+Publishers%27+OR+maker2%3D%27Strohmeyer+%26+Wyman+Publishers%27+OR+maker3%3D%27Strohmeyer+%26+Wyman+Publishers%27+OR+maker4%3D%27Strohmeyer+%26+Wyman+Publishers%27+OR+maker5%3D%27Strohmeyer+%26+Wyman+Publishers%27&current_record=1,96dbe0b32e30
