birthYear,image-URL,collection,type,url,title,nationality,when-acquired,dimensions,birthPlaceCity,artistName,credit,deathYear,production_id
1886,http://www.sfmoma.org/images/artwork/medium/62.1174.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14713,"Dunes, Oceano",American,1962,19.21 cm x 24.29 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,3ba122e63eb6
1886,http://www.sfmoma.org/images/artwork/medium/62.1170.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14709,Eroded Rock - Monterey Coast,American,1962,24.29 cm x 18.89 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,e6031ee6c200
1886,http://www.sfmoma.org/images/artwork/medium/85.420_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14759,Excusado (Toilet),American,1985,24.13 cm x 19.21 cm,Highland Park,Edward Weston,Purchase through a gift of Dwight V. Strong,1958,af93432c4901
1886,http://www.sfmoma.org/images/artwork/medium/62.1178.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14717,Floor of Death Valley,American,1962,19.37 cm x 24.29 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,dce7caa2cade
1886,http://www.sfmoma.org/images/artwork/medium/62.1183_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14722,"Galván Shooting [Manuel Hernández Galván, Mexico]",American,1962,20.96 cm x 18.26 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund Purchase",1958,d4f1578ee5ea
1886,http://www.sfmoma.org/images/artwork/medium/62.1186_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14725,Gourd,American,1962,24.29 cm x 19.21 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund Purchase",1958,12a29f9b688e
1886,http://www.sfmoma.org/images/artwork/medium/39.200_01_d02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14678,"Juniper, Lake Tenaya",American,1939,24.29 cm x 19.21 cm,Highland Park,Edward Weston,Gift of Mrs. Drew Chidester,1958,3851ef4b6a1e
1886,http://www.sfmoma.org/images/artwork/medium/41.2993_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14686,Knees,American,1941,15.88 cm x 23.34 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, bequest of Albert M. Bender",1958,51080cd7d359
1886,http://www.sfmoma.org/images/artwork/medium/73.59.3_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14741,Lily and Rubbish,American,1973,19.37 cm x 24.45 cm,Highland Park,Edward Weston,Gift of Virginia Hassel Ballinger in memory of Paul Hassel,1958,c06bfe8d3cbc
1886,http://www.sfmoma.org/images/artwork/medium/83.169_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14752,"Maguey Cactus, Mexico",American,1983,18.73 cm x 23.65 cm,Highland Park,Edward Weston,Purchase,1958,4cb8083300a6
1886,http://www.sfmoma.org/images/artwork/medium/81.106_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14748,Mexican Toys,American,1981,18.73 cm x 21.91 cm,Highland Park,Edward Weston,Byron R. Meyer Fund purchase,1958,c75beb87c682
1886,http://www.sfmoma.org/images/artwork/medium/79.418_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14743,My Little Grey Home in the West,American,1979,24.29 cm x 19.21 cm,Highland Park,Edward Weston,Gift of Graham Nash,1958,8cf13d13ab36
1886,http://www.sfmoma.org/images/artwork/medium/2003.227_01_d04.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/113907,Nude on Dune,American,2003,19.05 cm x 24.13 cm,Highland Park,Edward Weston,Gift of Carla Emil and Rich Silverstein,1958,38fcad6b79cd
1886,http://www.sfmoma.org/images/artwork/medium/63.19.151_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14735,Onion Halved,American,1963,19.21 cm x 23.97 cm,Highland Park,Edward Weston,"The Henry Swift Collection, gift of Florence Alston Swift",1958,9b79af84a354
1886,http://www.sfmoma.org/images/artwork/medium/62.1166.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14705,Pepper,American,1962,19.05 cm x 23.81 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,9da40edcbb83
1886,http://www.sfmoma.org/images/artwork/medium/39.208_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14685,Pepper No. 30,American,1939,24.13 cm x 19.21 cm,Highland Park,Edward Weston,Gift of Mrs. Drew Chidester,1958,15d045d05579
1886,http://www.sfmoma.org/images/artwork/medium/62.1182_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/33164,"Pipes and Stacks [Armco Steel, Ohio]",American,1962,23.97 cm x 19.21 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,e21d39bb650a
1886,http://www.sfmoma.org/images/artwork/medium/84.253_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14754,"Pirámide del Sol, Teotihuacán",American,1984,19.21 cm x 24.13 cm,Highland Park,Edward Weston,Gift of Brett Weston,1958,80e188ad6258
1886,http://www.sfmoma.org/images/artwork/medium/73.59.1_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14739,Point Lobos,American,1973,19.21 cm x 24.13 cm,Highland Park,Edward Weston,Gift of Virginia Hassel Ballinger in memory of Paul Hassel,1958,1e2c540abaa9
1886,http://www.sfmoma.org/images/artwork/medium/63.19.149.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14733,Point Lobos,American,1963,19.21 cm x 24.45 cm,Highland Park,Edward Weston,"The Henry Swift Collection, gift of Florence Alston Swift",1958,dee4209afdee
1886,http://www.sfmoma.org/images/artwork/medium/62.1188_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14727,Point Lobos,American,1962,19.05 cm x 23.97 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund Purchase",1958,7de4669bd002
1886,http://www.sfmoma.org/images/artwork/medium/69.108_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14737,Ramiel in His Attic,American,1969,23.81 cm x 18.89 cm,Highland Park,Edward Weston,Purchase,1958,88f8b6f30d8b
1886,http://www.sfmoma.org/images/artwork/medium/39.205_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14683,"Ranch, Old Big Sur Road",American,1939,19.21 cm x 23.97 cm,Highland Park,Edward Weston,Gift of Mrs. Drew Chidester,1958,b5cefcb99d31
1886,http://www.sfmoma.org/images/artwork/medium/62.1181_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14720,Rubbish,American,1962,19.37 cm x 24.45 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund Purchase",1958,7217b946ee16
1886,http://www.sfmoma.org/images/artwork/medium/63.19.150_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14734,Sandstone Concretion and Stump,American,1963,24.45 cm x 19.37 cm,Highland Park,Edward Weston,"The Henry Swift Collection, gift of Florence Alston Swift",1958,51ccb08975cf
1886,http://www.sfmoma.org/images/artwork/medium/66.5_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14736,Santa Fe,American,1966,18.73 cm x 24.13 cm,Highland Park,Edward Weston,Gift of George Knight,1958,d7af74dd4ad0
1886,http://www.sfmoma.org/images/artwork/medium/63.19.146_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14730,Shells,American,1963,23.18 cm x 19.05 cm,Highland Park,Edward Weston,"The Henry Swift Collection, gift of Florence Alston Swift",1958,e786092a883c
1886,http://www.sfmoma.org/images/artwork/medium/57.1547.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14693,Stump against Sky,American,1957,24.45 cm x 19.05 cm,Highland Park,Edward Weston,Gift of Mrs. Drew Chidester,1958,92ed9a8dc044
1886,http://www.sfmoma.org/images/artwork/medium/x2002.572.003_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/108248,"Tidal Pool, Point Lobos",American,2007,19.05 cm x 24.13 cm,Highland Park,Edward Weston,"Gift of John ""Launny"" Steffens",1958,a39ded0d603c
1886,http://www.sfmoma.org/images/artwork/medium/2001.210_01_b03.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/104603,"Tide Pool, Point Lobos",American,2001,19.37 cm x 21.91 cm,Highland Park,Edward Weston,Purchase through a gift of Gary B. Sokol,1958,67271b205e5b
1886,http://www.sfmoma.org/images/artwork/medium/62.1184_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14723,"Tina Modotti, Half-Nude in Kimono",American,1962,24.45 cm x 11.91 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,0b00590ac870
1886,http://www.sfmoma.org/images/artwork/medium/41.2995_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14688,Two Shells,American,1941,24.13 cm x 17.78 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, bequest of Albert M. Bender",1958,88e2aaf4d862
1886,http://www.sfmoma.org/images/artwork/medium/2001.88.129_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106283,"Untitled [""Women washing in the patio of a tenement house""]",American,2001,7.78 cm x 9.53 cm,Highland Park,Edward Weston,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1958,bac31259b444
1886,http://www.sfmoma.org/images/artwork/medium/70.56_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14738,Untitled [Adolfo Best-Maugard],American,1970,24.29 cm x 18.89 cm,Highland Park,Edward Weston,Gift of Pauline Meeks McCleary and John McCleary,1958,86784089244d
1886,http://www.sfmoma.org/images/artwork/medium/63.19.148_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14732,"Untitled [Eroded Rock, Point Lobos]",American,1963,19.05 cm x 23.97 cm,Highland Park,Edward Weston,"The Henry Swift Collection, gift of Florence Alston Swift",1958,8791e1984f7a
1886,http://www.sfmoma.org/images/artwork/medium/84.333_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14756,Untitled [Portrait of Brett Weston at 16 Years],American,1984,24.29 cm x 19.69 cm,Highland Park,Edward Weston,Gift of Brett Weston,1958,aaafdfc8421d
1886,http://www.sfmoma.org/images/artwork/medium/2006.197_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/125688,Untitled [Roi Partridge],American,2006,19.05 cm x 24.13 cm,Highland Park,Edward Weston,Gift of Gary B. Sokol,1958,1993e36c7638
1886,http://www.sfmoma.org/images/artwork/medium/2001.88.52.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106206,Untitled [straw toy],American,2001,10 cm x 6.51 cm,Highland Park,Edward Weston,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1958,754e7e92248a
1886,http://www.sfmoma.org/images/artwork/medium/2001.88.12_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106166,Untitled [Tina Modotti on Stairs],American,2001,15.56 cm x 11.75 cm,Highland Park,Edward Weston,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1958,98a9f3626dfd
1886,http://www.sfmoma.org/images/artwork/medium/63.19.145_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14729,Untitled [Tree Trunk],American,1963,24.45 cm x 19.37 cm,Highland Park,Edward Weston,"The Henry Swift Collection, gift of Florence Alston Swift",1958,7e84c4ec54cc
1886,http://www.sfmoma.org/images/artwork/medium/2001.88.120_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106274,Untitled [Woman and Laundry from Above],American,2001,9.84 cm x 7.3 cm,Highland Park,Edward Weston,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1958,a1120a319902
1886,http://www.sfmoma.org/images/artwork/medium/62.434.C_01_b03.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14698,White Radish,American,1962,24.45 cm x 19.37 cm,Highland Park,Edward Weston,Acquired through exchange,1958,46d0758c1d10
1886,http://www.sfmoma.org/images/artwork/medium/63.19.144_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14728,Winter Squash,American,1963,18.89 cm x 23.81 cm,Highland Park,Edward Weston,"The Henry Swift Collection, gift of Florence Alston Swift",1958,d2b68eb10928
1886,http://www.sfmoma.org/images/artwork/medium/62.1177.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14716,"Wrecked Auto in Fog, Crescent Beach",American,1962,19.21 cm x 24.13 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,f59fc23d9585
1871,http://www.sfmoma.org/images/artwork/medium/2003.351_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/113652,Evening Interior,American,2003,18.89 cm x 15.4 cm,West Carlisle,Clarence H. White,Accessions Committee Fund and purchase through a gift of Christine Murray,1925,7ef0d89f939a
1871,http://www.sfmoma.org/images/artwork/medium/2002.187_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/102489,The Kiss (The Reynolds Sisters),American,2002,24.13 cm x 14.29 cm,West Carlisle,Clarence H. White,"Gift of John ""Launny"" Steffens",1925,232c385ddf96
1871,http://www.sfmoma.org/images/artwork/medium/78.234_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14805,The Orchard,American,1978,20.32 cm x 15.88 cm,West Carlisle,Clarence H. White,Gift of Graham Nash,1925,5509ac1a7c20
1864,http://www.sfmoma.org/images/artwork/medium/79.161_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/29549,Untitled (Miss Thompson),American,1979,24.29 cm x 19.21 cm,Hoboken,Alfred Stieglitz,Gift of Louise Dahl-Wolfe in memory of Elizabeth Dahl,1946,c289b05ea6d7
1914,http://www.sfmoma.org/images/artwork/medium/70.35_1_cs02.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/4819,90 Degrees,American,1970,87 cm x 80.96 cm,Chicago,Emerson Woelffer,Gift of Mr. and Mrs. Paul Kantor,2003,00d582cec636
1914,http://www.sfmoma.org/images/artwork/medium/82.479.jpg,SFMOMA,Print,http://www.sfmoma.org/explore/collection/artwork/3261,The Big Kiss,American,1982,57.15 cm x 46.36 cm,Chicago,Emerson Woelffer,Gift of Spaulding Taylor,2003,42c9c071c2a2
1910,http://www.sfmoma.org/images/artwork/medium/91.500_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8158,"Daughter of Cajun Family Returning from Fishing in Cane River, near Melrose, Louisiana",American,1991,22.86 cm x 17.78 cm,Montclair,Marion Post Wolcott,Gift of Linda Wolcott-Moore Fine Art Photography,1990,08d9cef87532
