dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,production_id
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 33.5 x 48.5 cm. (13 3/16 x 19 1/8 in),1864,The Norton Simon Foundation,"Los Proverbios - Los Disparates: Renouce the Friend Who Covers You with His Wings and Bites You with His Beak: Flying Folly,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.07.05.G,1746,1828,79a3c680dcbb
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 33 x 50.2 cm. (13 x 19 3/4 in),1864,Norton Simon Art Foundation,"Los Proverbios - Los Disparates: Rejoice, Carnival, for Tomorrow Thou Wilt Be Ashes: Carnival Folly,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=M.1976.17.14.G,1746,1828,7163fd965ac6
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 33.3 x 48 cm. (13 1/8 x 18 7/8 in),1864,The Norton Simon Foundation,"Los Proverbios - Los Disparates: Rejoice, Carnival, for Tomorrow Thou Wilt Be Ashes: Carnival Folly,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.07.14.G,1746,1828,2534dec81e8e
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 33.1 x 48.1 cm. (13 1/16 x 18 15/16 in),1864,The Norton Simon Foundation,"Los Proverbios - Los Disparates: It Is Amazing - and We Were Made by God: Furious Folly,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.07.06.G,1746,1828,13aaa5ae739b
plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 33.2 x 48 cm. (13 1/16 x 18 7/8 in),1864,The Norton Simon Foundation,"Los Proverbios - Los Disparates: If Marion Will Dance, Then She Has to Take the Consequences,",Spanish,Francisco de Goya y Lucientes,http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.07.12.G,1746,1828,2a20996beb26
Image: 28 x 20 in. (71.1 x 50.8 cm); sheet: 30 x 22 in. (76.2 x 55.9 cm),1965,"Norton Simon Museum, Anonymous Gift","The Moving Point,",American,Claire Falkenstein,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.165,1908,1997,3973a241c1ff
9 x 13 in. (22.9 x 33.0 cm),1875-1879,The Norton Simon Foundation,"The Pont Neuf, Paris,",French,Stanislas-Victor-Édouard Lépine,http://images.nortonsimon.org/viewer/index.php?id=F.1969.08.1.P,1835,1892,ac6d30660b1e
10-5/8 x 16-1/8 in. (27.0 x 41 cm),1880-1884,Norton Simon Art Foundation,"The Pont de L'Estacade, Paris,",French,Stanislas-Victor-Édouard Lépine,http://images.nortonsimon.org/viewer/index.php?id=M.1969.19.P,1835,1892,06cecda69cd9
17-1/2 x 12-1/2 in. (44.5 x 31.8 cm),1874-1878,The Norton Simon Foundation,"A Courtyard on the rue de la Fontinelle,",French,Stanislas-Victor-Édouard Lépine,http://images.nortonsimon.org/viewer/index.php?id=F.1967.1.P,1835,1892,27a191cc72ce
75-3/4 x 24 x 21 in. (192.4 x 61.0 x 53.3 cm),1910,Norton Simon Art Foundation,"Standing Woman,",German,Wilhelm Lehmbruck,http://images.nortonsimon.org/viewer/index.php?id=M.1969.10.S,1881,1919,e78d9ba3fa1f
18-1/2 x 17-1/2 x 11-1/2 in. (47 x 44.5 x 29.2 cm),1911,Norton Simon Art Foundation,"Inclined Head of Kneeling Woman,",German,Wilhelm Lehmbruck,http://images.nortonsimon.org/viewer/index.php?id=M.1967.15.S,1881,1919,a5fd8b800ba2
27 x 20-1/2 x 13 in. (68.6 x 52.1 x 33.0 cm),1932,Norton Simon Art Foundation,"Small Seated Woman,",French,Henri Laurens,http://images.nortonsimon.org/viewer/index.php?id=M.1968.22.2.S,1885,1954,ada6e153ce06
29-1/8 x 64-1/2 x 20 in. (74.0 x 163.8 x 50.8 cm),1934,Norton Simon Art Foundation,"Les Ondines,",French,Henri Laurens,http://images.nortonsimon.org/viewer/index.php?id=M.1967.21.S,1885,1954,14b0955b528f
overall: 32 x 25 1/2 in. (81.28 x 64.77 cm),1713,The Norton Simon Foundation,"Portrait of the Marquis d'Havrincourt,",French,Nicolas de Largillière,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.034.P,1656,1746,ef28ee3b7670
64-1/4 x 50-3/4 in. (163.2 x 128.9 cm),1689,The Norton Simon Foundation,"Portrait of Pierre Lepautre, Sculptor,",French,Nicolas de Largillière,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.035.P,1656,1746,100ff55e06b2
57-1/2 x 44-3/4 in. (146.1 x 113.7 cm),1697,Norton Simon Art Foundation,"Portrait of Lambert de Vermont,",French,Nicolas de Largillière,http://images.nortonsimon.org/viewer/index.php?id=M.1982.6.1.P,1656,1746,ad5f7808b5aa
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.104,1929,1999,41ba860a1d49
Paper: 28-1/4 x 21-1/4 in. (28.25 x 21.25 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.103,1929,1999,712d268df243
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.102,1929,1999,308a9e4c9673
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.101,1929,1999,ef7811a4a68c
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.099,1929,1999,12216b95969a
Paper: 22 x 30 in. (55.88 x 76.2 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.097,1929,1999,f5b8aabd33e2
Paper: 29-1/4 x 21-1/2 in. (74.30 x 54.61 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.096,1929,1999,9c9722b40136
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.095,1929,1999,b8458973bcb2
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Stony Point,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.100,1929,1999,7d6f16f6ca85
Paper: 17-1/2 x 21-3/4 in. (44.45 x 55.25 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Small I,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.094,1929,1999,dfda9effecfa
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.105,1929,1999,6dd14d052bf3
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1968","Purple Passion,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.004,1929,1999,1e1c371c87bf
Paper: 29-1/4 x 21-1/2 in. (74.30 x 54.61 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Silver Hispano Suiza,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.098,1929,1999,857ca5be35ac
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1968","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.006,1929,1999,f16da3fc7744
28-1/8 x 21-1/8 in. (71.4 x 53.7 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Ruth III,",Austrian,Oskar Kokoschka,http://images.nortonsimon.org/viewer/index.php?id=P.1953.279,1886,1980,d4397ed2cc09
37-1/2 x 26-1/8 in. (95.3 x 66.4 cm),1921,The Norton Simon Foundation,"Portrait of Frau Reuther,",Austrian,Oskar Kokoschka,http://images.nortonsimon.org/viewer/index.php?id=F.1967.4.P,1886,1980,bc819eae0be0
32-1/2 x 35 x 29 in. (82.6 x 88.9 x 73.7 cm),1970,"Norton Simon Museum, Museum Purchase with funds donated by an anonymous donor","Ventura XII,",American,Gabriel Kohn,http://images.nortonsimon.org/viewer/index.php?id=P.1972.04,1910,1975,e08e7a556f2a
22-1/4 x 22 x 19-1/2 in. (56.5 x 55.9 x 49.5 cm),1960,"Norton Simon Museum, Anonymous Gift","Azimuth,",American,Gabriel Kohn,http://images.nortonsimon.org/viewer/index.php?id=P.1973.02,1910,1975,4545135e51aa
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1968","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.005,1929,1999,d09e06dad244
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.111,1929,1999,6af563c9f970
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.112,1929,1999,3b84cf6f516b
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.110,1929,1999,e9a74b3e5d65
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.109,1929,1999,cb75fded10cf
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.108,1929,1999,51a2961c4201
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.107,1929,1999,1e909b18a6a2
Paper: 29 x 21 in. (73.66 x 53.34 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Nicholas Krushenick,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.106,1929,1999,5848f6ed461d
11-7/8 x 18-7/8 in. (30.2 x 47.9 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Boy at Table,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.056,1879,1940,af645086d7f7
27-7/8 x 19-5/8 in. (70.8 x 49.8 cm),1906,"Norton Simon Museum, Gift of Mr. B. Gerald Cantor","Trees in Autumn,",German,Ernst Ludwig Kirchner,http://images.nortonsimon.org/viewer/index.php?id=P.1966.03.3,1880,1938,14eda3f94bac
22 x 17-1/2 in. (55.9 x 44.5 cm),1913-1914,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Seated Female Nudes,",German,Ernst Ludwig Kirchner,http://images.nortonsimon.org/viewer/index.php?id=P.1953.277,1880,1938,6a100739240b
17 x 12-1/2 in. (43.2 x 31.8 cm),1909,"Norton Simon Museum, Gift of Mr. Norman Granz","Head of a Woman,",German,Ernst Ludwig Kirchner,http://images.nortonsimon.org/viewer/index.php?id=P.1965.109,1880,1938,8faf913d617c
59-1/2 x 47-1/2 in. (151.1 x 120.7 cm),1913,Norton Simon Art Foundation,"Bathers Beneath Trees, Fehmarn,",German,Ernst Ludwig Kirchner,http://images.nortonsimon.org/viewer/index.php?id=M.1994.1.P,1880,1938,4fb0239b43fe
18 x 15-1/2 in. (45.7 x 39.4 cm),1637,The Norton Simon Foundation,"Portrait of a Woman,",Dutch,Thomas de Keyser,http://images.nortonsimon.org/viewer/index.php?id=F.1972.15.3.2.P,1596,1667,007559137cdd
18 x 15-1/2 in. (45.7 x 39.4 cm),1637,The Norton Simon Foundation,"Portrait of a Man,",Dutch,Thomas de Keyser,http://images.nortonsimon.org/viewer/index.php?id=F.1972.15.3.1.P,1596,1667,dc467b6c39e4
6-5/8 x 8-5/8 in. (16.8 x 21.9 cm),17th century,Norton Simon Art Foundation,"Still Life with Fruits and a Vase,",Flemish,Jan van Kessel (I),http://images.nortonsimon.org/viewer/index.php?id=M.1984.3.1.P,1626,1679,b71cc163b94f
comp: 4-1/4 x 3-1/4 in. (10.8 x 8.3 cm); sheet: 9 x 6-5/8 in. (22.9 x 16.8 cm),1904,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Charm (Feminine Grace),",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.319,1879,1940,246d9901dee0
6-5/8 x 8-5/8 in. (16.8 x 21.9 cm),17th century,Norton Simon Art Foundation,"Still Life with Fruits and a Bird,",Flemish,Jan van Kessel (I),http://images.nortonsimon.org/viewer/index.php?id=M.1984.3.2.P,1626,1679,e116f1217cb2
5-1/4 x 6-1/2 in. (13.3 x 16.5 cm),17th century,The Norton Simon Foundation,"Still Life with Fruit,",Flemish,Jan van Kessel (I),http://images.nortonsimon.org/viewer/index.php?id=F.1969.42.2.P,1626,1679,f6d9467cfa69
25-1/8 x 19-1/4 in. (63.8 x 48.9 cm),1631,The Norton Simon Foundation,"Dirck Van Der Wissel and His Son Jacob (Portrait of a Gentleman and His Son),",Dutch,Thomas de Keyser,http://images.nortonsimon.org/viewer/index.php?id=F.1968.11.09.P,1596,1667,baca273f5274
Paper: 15 x 19-1/2 in. (38.1 x 49.53 cm.); Image: 13 x 17-1/2 in. (33.02 x 44.45 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",Chinese,Anthony Ko,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.312,1934,1984,d9176ac3b7ec
Paper: 20 x 20 in. (50.8 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1969","The King and His Princess,",Chinese,Anthony Ko,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.055,1934,1984,4126ae36680d
Paper: 20 x 20 in. (50.8 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","The King and His Princess,",Chinese,Anthony Ko,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.313,1934,1984,222aee9eb727
Paper: 20 x 20 in. (50.8 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","January in Venice,",Chinese,Anthony Ko,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.315,1934,1984,fd4652c805ea
Paper: 20 x 20 in. (50.8 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Inner Perserverance,",Chinese,Anthony Ko,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.314,1934,1984,40c4053e18de
11-5/8 x 15-1/8 in. (29.5 x 38.4 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Blossoms in Ruins,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.060,1879,1940,ebecc1fb584b
sheet: 9-5/8 x 6-1/8 in. (24.4 x 15.6 cm); mount: 11-1/4 x 7-5/8 in. (28.6 x 19.4 cm),1920,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Blossoms and Grains,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.054,1879,1940,c6d42555bcfd
comp: 5-7/8 x 7-5/8 in. (14.9 x 19.4 cm); mount: 6-3/8 x 8 in. (16.2 x 20.3 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Black Bell in the Forest,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.050,1879,1940,c2fbc1d31886
9-1/4 x 13-1/8 in. (23.5 x 33.3 cm),1931,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Bearded Mask,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.035,1879,1940,d4fee9f12a81
comp: 16-1/4 x 10-5/8 in. (41.3 x 27.0 cm); mount: 17-5/8 x 12 in. (44.8 x 30.5 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Barbarian Venus,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.062,1879,1940,1cf7f4fb357d
sheet: 13-1/2 x 10-1/4 in. (34.3 x 26.0 cm); mount: 15-5/8 x 12 in. (39.7 x 30.5 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Drawing for ""In the Wilderness"",",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.048,1879,1940,e86fec776212
comp: 13-1/4 x 6-1/2 in. (33.7 x 16.5 cm); mount: 14-1/8 x 6-7/8 in. (35.9 x 17.5 cm),1924,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Arabian Bride,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.024,1879,1940,bb7040743802
comp: 8-7/8 x 4-3/4 in. (22.5 x 12.1 cm); mount: 9-1/2 x 6 in. (24.1 x 15.2 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Aquarium Green-Red,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.049,1879,1940,a24bf4aee4de
comp:  9 x 9 in. (22.9 x 22.9 cm); mount: 11-1/8 x 10-1/8 in. (28.3 x 25.7 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Actor As a Woman,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.036,1879,1940,f0d15968a2e6
sheet: 8-3/4 x 6-3/4 in. (22.2 x 17.1 cm); mount: 12-7/8 x 9-7/8 in. (32.7 x 25.1 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","A Walk Hand in Hand,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.041,1879,1940,1ebd4d3a733c
sheet: 10-5/8 x 7-5/8 in. (27.0 x 19.4 cm); mount: 12-5/8 x 9-3/8 in. (32.1 x 23.8 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Absorption,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.022,1879,1940,fab0564b3465
sheet: 13-3/4 x 13-7/8 in. (34.9 x 35.2 cm); mount: 16-1/8 x 16-5/8 in. (41.0 x 42.2 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","A Burning Man,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.061,1879,1940,38a57d47d850
sheet: 11-1/8 x 8-3/4 in. (28.3 x 22.2 cm); mount: 15-3/4 x 13-1/2 in. (40.0 x 34.3 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Drawing for ""The Pathos of Fertility"",",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.047,1879,1940,01437d604a5d
9-5/8 x 12-3/4 in. (24.4 x 32.4 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","With the Mountain Range,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.030,1879,1940,47e1cc0ae104
comp: 6-3/8 x 2-3/4 in. (16.2 x 7.0 cm); mount:  10-1/2 x 5-5/8 in. (26.7 x 14.3 cm),1915,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","With the Black Spots,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.045,1879,1940,c8147e94f693
sheet: 13-5/8 x 17-7/8 in. (34.6 x 45.4 cm); mount: 14 x 18-3/8 in. (35.6 x 46.7 cm),1933,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Weathered Mosaic,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.032,1879,1940,f8c3affb2d1a
comp: 12-1/2 x 9 in. (31.8 x 22.9 cm); sheet: 13-7/8 x 10-3/8 in. (35.2 x 26.4 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Hoffmanesque Fairy Tale Scene,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.038,1879,1940,33642e638db6
13 x 8-1/4 in. (33.0 x 21.0 cm),1931,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Head, Psycho-Genetic,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.027,1879,1940,8b8bc80c7193
"Hosoban, 13 x 5-7/8 in. (33.0 x 14.9 cm)",1770,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","The Actor Segawa Kikunojo II,",Japanese,Shunsho Katsukawa,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.06,1726,1792,dfe8b8046fb2
Paper: 19 x 21-34 in. (48.26 x 55.25 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Star,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.143,1916,2010,738f3dd051eb
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Reliquary Paimpont II,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.135,1916,2010,d4b49625d08c
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Reliquary Paimpont,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.134,1916,2010,ec33353a6bee
Paper: 30 x 21-3/4 in. (76.2 x 55.25 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Reliquary Ouest,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.139,1916,2010,5ba7aad64490
comp: 10-1/8 x 8-7/8 in. (25.7 x 22.5 cm); sheet:  12-7/8 x 11 in. (32.7 x 28.1 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Small Worlds II,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.205,1866,1944,f922ddd76375
Norton Simon Art Foundation,1922,M.1978.07.G,"Small Worlds I,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=M.1978.07.G,1866,1944,e49d2083eef3
13-7/8 x 19-1/8 in. (35.2 x 48.6 cm),1912,"Norton Simon Museum, Museum Purchase with funds acquired from the Galka E. Scheyer Estate, for the Blue Four Galka Scheyer Collection","Sketch for ""Deluge I"",",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1964.39,1866,1944,d9824a9f5864
16-7/8 x 12-1/8 in. (42.9 x 30.8 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Severe in Sweet,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.201,1866,1944,39b76c3d06c1
sheet: 12-5/8 x 19 in. (32.1 x 48.3 cm); mount:  17-1/2 x 23-7/8 in. (45.1 x 61.3 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Pressure from Above,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.213,1866,1944,2671c2949559
comp: 13-7/8 x 18-1/4 in. (35.2 x 46.4 cm); mount: 15-3/8 x 19-3/4 in. (39.1 x 50.2 cm),1924,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Idol for House Cats,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.057,1879,1940,8c3072e27712
38-1/4 x 38-1/4 in. (97.2 x 97.2 cm),1923,The Norton Simon Foundation,"Open Green,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=F.1971.4.P,1866,1944,aa56a3ed6105
12-5/8 x 19 in. (32.1 x 48.3 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Moderate Connection,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.214,1866,1944,85eb7eb3d1f4
22-1/2 x 20-1/2 in. (57.2 x 52.1 cm),1927,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Heavy Circles,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.216,1866,1944,5bd83e6e36b0
Paper: 18 x 16 in. (45.72 x 40.64 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Tarquinia,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.133,1916,2010,5f87cab00e99
sheet: 19 x 12-5/8 in. (48.3 x 32.1 cm); mount: 23-7/8 x 17-1/2 in. (60.6 x 44.5 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","From Cool Depths,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.215,1866,1944,52b9bf2c21a6
comp: 8-1/4 x 5-7/8 in. (21.0 x 14.9 cm); sheet:  12-3/4 x 11 in. (32.4 x 27.8 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Blue,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.202,1866,1944,27f70f19a692
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Reliquary Lozingot,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.138,1916,2010,81d000686eb3
comp: 11 x 9-1/8 in. (27.9 x 23.2 cm); sheet:  13-1/2 x 11 in. (34.1 x 27.9 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Small Worlds III,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.207,1866,1944,41f975d280d9
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Reliquary L'Abbé,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.136,1916,2010,56796c1398dc
Paper: 19 x 21-3/4 in. (48.26 x 55.25 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Purple Egg,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.141,1916,2010,34c1c0e7dcd4
Paper: 21-3/4 x 19 in. (55.25 x 48.26 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Ostia,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.142,1916,2010,9f7514422497
Paper: 18 x 24 in. (45.72 x 60.96 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Civitaveccia II,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.131,1916,2010,844e019b5fb2
